delta_time_ms,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,left_hand_rot_w,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w
9600,8.733,160.809,10.291,-0.259,0.015,-0.009,0.966,1.868,123.312,-0.181,0.117,-0.113,-0.127,0.978,13.248,122.733,3.796,0.392,0.122,0.109,0.905
9628,8.826,160.902,10.432,-0.257,0.013,-0.01,0.966,1.832,123.367,-0.273,0.118,-0.117,-0.131,0.977,13.307,122.886,3.743,0.394,0.116,0.112,0.905
9659,8.912,161.033,10.557,-0.255,0.011,-0.011,0.967,1.75,123.491,-0.426,0.12,-0.118,-0.134,0.977,13.353,123.088,3.648,0.396,0.111,0.113,0.905
9687,8.997,161.158,10.644,-0.253,0.009,-0.013,0.967,1.659,123.656,-0.607,0.122,-0.119,-0.137,0.976,13.404,123.297,3.52,0.397,0.106,0.113,0.904
9715,9.101,161.29,10.715,-0.251,0.008,-0.013,0.968,1.571,123.879,-0.79,0.125,-0.119,-0.14,0.975,13.473,123.536,3.381,0.399,0.102,0.11,0.905
9745,9.242,161.43,10.769,-0.248,0.007,-0.014,0.969,1.498,124.168,-0.969,0.129,-0.119,-0.143,0.974,13.58,123.814,3.229,0.4,0.098,0.105,0.905
9774,9.417,161.539,10.79,-0.246,0.006,-0.015,0.969,1.433,124.486,-1.142,0.132,-0.118,-0.145,0.973,13.702,124.072,3.088,0.402,0.094,0.097,0.906
9817,9.734,161.642,10.788,-0.243,0.005,-0.018,0.97,1.355,124.962,-1.339,0.137,-0.116,-0.148,0.973,13.819,124.335,2.853,0.404,0.09,0.087,0.906
9846,9.98,161.672,10.781,-0.241,0.005,-0.021,0.97,1.316,125.227,-1.428,0.14,-0.114,-0.15,0.972,13.825,124.413,2.727,0.406,0.09,0.084,0.905
9876,10.273,161.704,10.744,-0.239,0.004,-0.024,0.971,1.279,125.459,-1.475,0.142,-0.113,-0.152,0.972,13.781,124.422,2.591,0.409,0.09,0.084,0.904
9904,10.564,161.73,10.691,-0.238,0.003,-0.028,0.971,1.227,125.605,-1.503,0.143,-0.112,-0.154,0.971,13.709,124.355,2.443,0.411,0.091,0.084,0.903
9935,10.9,161.75,10.618,-0.237,0.002,-0.033,0.971,1.127,125.734,-1.521,0.143,-0.11,-0.155,0.971,13.629,124.23,2.256,0.41,0.09,0.084,0.904
9965,11.243,161.755,10.523,-0.236,-0.002,-0.038,0.971,1.01,125.804,-1.515,0.141,-0.107,-0.156,0.972,13.547,124.111,2.076,0.409,0.09,0.081,0.905
