,delta_time_ms,delta_time_s,head_pos_x,head_pos_y,head_pos_z,head_rot_w,head_rot_x,head_rot_y,head_rot_z,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_w,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_w,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z
10,150.80000000000382,1.456299999999942,-5.1779150000000005,151.2004,-266.25640000000004,-0.9931803,-0.02216813,0.1121366,0.02295077,-13.78037,135.9219,-302.8252,0.8388572,0.510333,-0.08904549,0.1671814,17.972640000000002,123.5041,-292.31120000000004,0.7982464,0.5069305,-0.01503217,-0.3249584
11,164.70000000003893,1.470199999999977,-5.172324,151.2159,-266.2221,-0.9930512,-0.02287629,0.1130873,0.02318109,-13.79831,135.9534,-302.7559,0.838546,0.5095738,-0.09073722,0.1701235,17.987000000000002,125.4555,-293.0434,0.7775973,0.5450423,-0.002291262,-0.3134744
12,179.2000000000371,1.4846999999999753,-5.162084,151.2484,-266.1582,-0.9928212,-0.02432803,0.1148071,0.02309952,-13.80419,135.91,-302.5942,0.8376194,0.5097618,-0.09403089,0.1723216,17.90916,127.0539,-293.4144,0.7576543,0.5823843,0.01017216,-0.2944232
13,193.99999999995975,1.499499999999898,-5.162227,151.255,-266.1199,-0.9927742,-0.02484163,0.1151398,0.02291308,-13.87186,136.0054,-302.3414,0.8366468,0.5096074,-0.09798935,0.1752726,18.24225,129.9016,-295.4468,0.710006,0.6569703,0.03626493,-0.2509311
14,217.20000000004802,1.5226999999999862,-5.157256,151.2547,-266.0757,-0.9927968,-0.02496229,0.1150441,0.02227911,-13.90351,136.0516,-302.2181,0.8361588,0.5095549,-0.09984019,0.1767036,18.40259,131.3417,-296.4497,0.6835958,0.6913695,0.04907107,-0.2286852
15,232.20000000003415,1.5376999999999723,-5.151081,151.2542,-266.03970000000004,-0.9927914,-0.02486302,0.1153009,0.02127714,-13.83561,136.0851,-302.1685,0.8351833,0.5119149,-0.0985491,0.1752142,17.91061,132.57840000000002,-296.63210000000004,0.6843306,0.6962333,0.03256381,-0.2142208
16,247.60000000003402,1.5530999999999722,-5.1487680000000005,151.2489,-266.0084,-0.9927712,-0.02461086,0.1157069,0.02028564,-13.77225,136.1192,-302.1174,0.8342244,0.5141577,-0.09732127,0.1738968,17.46799,133.8429,-296.8865,0.6823227,0.7031329,0.01845673,-0.1992465
17,260.80000000001746,1.5662999999999556,-5.160201,151.255,-265.9826,-0.9927487,-0.02448703,0.1159569,0.02011112,-13.78474,136.0662,-302.0024,0.8349011,0.5142664,-0.09690192,0.1705296,17.12932,134.7076,-296.83160000000004,0.6921534,0.6969172,0.007309794,-0.1875546
18,274.90000000000214,1.5803999999999403,-5.181134,151.2734,-265.9594,-0.9927304,-0.02449865,0.1160744,0.02032052,-13.80401,136.0512,-301.9272,0.835566,0.5130756,-0.09757522,0.1704754,16.95545,135.7225,-297.2436,0.7140682,0.6758045,-0.009438813,-0.1824986
19,289.40000000000055,1.5948999999999387,-5.1999450000000005,151.2959,-265.942,-0.9927304,-0.02497815,0.1159546,0.02042374,-13.82101,136.0395,-301.8525,0.8361408,0.5120391,-0.09816343,0.170436,16.79401,136.7679,-297.6876,0.7323945,0.6571735,-0.02464151,-0.1763921
20,302.59999999998377,1.608099999999922,-5.219555,151.3123,-265.9229,-0.992727,-0.0255371,0.1158821,0.02030403,-13.86337,135.9766,-301.7996,0.8366035,0.5090952,-0.1019257,0.1747222,17.19934,137.3322,-298.6917,0.7626848,0.6248873,-0.04394138,-0.160925
21,315.69999999999254,1.6211999999999307,-5.237532,151.3214,-265.91360000000003,-0.9927441,-0.02601754,0.1156822,0.01999923,-13.84203,136.0326,-301.7815,0.8374764,0.5086563,-0.1004702,0.1726495,18.09267,137.6733,-300.10560000000004,0.8058653,0.5733074,-0.05217296,-0.1384838
22,329.1000000000395,1.6345999999999776,-5.2663210000000005,151.3183,-265.9041,-0.9927338,-0.02628157,0.115707,0.02001685,-13.85702,136.0745,-301.7515,0.8382936,0.5063559,-0.1007674,0.1752529,18.91,137.7473,-300.8408,0.8461367,0.5184991,-0.04419887,-0.1151426
23,342.7000000000362,1.6481999999999744,-5.30653,151.3117,-265.8998,-0.9926961,-0.02654294,0.1158317,0.02081145,-13.87103,136.1152,-301.7195,0.8390448,0.5041945,-0.1010417,0.1777138,19.68313,137.8859,-301.57660000000004,0.8798609,0.4648443,-0.03661099,-0.09178416
24,355.99999999999454,1.6614999999999327,-5.351555,151.30159999999998,-265.90340000000003,-0.9926479,-0.02680787,0.1159697,0.02196749,-13.91165,136.1655,-301.69480000000004,0.8394288,0.5050676,-0.09990606,0.1740258,19.758,138.3334,-302.1618,0.9166639,0.3862495,-0.05141923,-0.08885133
25,369.80000000005475,1.675299999999993,-5.395818,151.3084,-265.9116,-0.9926276,-0.02693252,0.1160655,0.0222225,-13.97394,136.1486,-301.64390000000003,0.8390405,0.5053316,-0.1024258,0.1736663,19.80665,138.4657,-302.4181,0.9383382,0.3232813,-0.0710043,-0.09984516
26,383.6000000000013,1.6890999999999394,-5.438805,151.3365,-265.9241,-0.9926339,-0.02719875,0.1160738,0.02156302,-14.03304,136.1341,-301.5929,0.8386846,0.5055323,-0.1047949,0.1733878,19.86949,138.63510000000002,-302.7008,0.9549738,0.2613773,-0.08896735,-0.1085903
27,397.6999999999862,1.7031999999999243,-5.480981,151.3744,-265.9404,-0.9926616,-0.02811068,0.115881,0.02010796,-14.07471,136.165,-301.58230000000003,0.8378028,0.5075964,-0.1059421,0.1709053,19.82231,138.8989,-302.8629,0.9590158,0.2362855,-0.1028578,-0.1178045
28,414.09999999996217,1.7195999999999003,-5.520093,151.38469999999998,-265.9585,-0.992699,-0.02951488,0.1155401,0.01811362,-14.12303,136.1745,-301.5489,0.8377138,0.5073619,-0.1078013,0.1708757,19.66735,139.1583,-302.867,0.9566077,0.2402483,-0.1103294,-0.1225152
29,427.6999999999589,1.733199999999897,-5.562377000000001,151.3588,-265.9644,-0.9927604,-0.02991462,0.1150926,0.01690413,-14.17015,136.184,-301.51460000000003,0.8376251,0.5071231,-0.109605,0.1708713,19.5328,139.4337,-302.902,0.9548812,0.2415563,-0.1177142,-0.1264749
30,440.50000000004275,1.745999999999981,-5.601275,151.3177,-265.96860000000004,-0.992828,-0.02950134,0.1147477,0.01598036,-14.21233,136.2009,-301.5298,0.8380082,0.5066099,-0.1112588,0.1694407,19.19726,139.53629999999998,-302.3586,0.9448701,0.2765551,-0.118588,-0.1291306
31,453.89999999997576,1.759399999999914,-5.6397200000000005,151.2826,-265.9723,-0.9929275,-0.02830944,0.1142826,0.0152672,-14.25782,136.1927,-301.5168,0.8373315,0.507519,-0.1125578,0.1692078,18.91336,139.4114,-301.576,0.9297615,0.3267732,-0.1133648,-0.1261395
32,467.6000000000615,1.7730999999999997,-5.674803,151.2766,-265.9818,-0.9930364,-0.02711358,0.113702,0.01467446,-14.30275,136.1857,-301.50190000000003,0.8366941,0.5083483,-0.1138582,0.1690004,18.64979,139.3193,-300.8593,0.9137846,0.3716045,-0.1086521,-0.1228921
33,481.200000000058,1.7866999999999962,-5.702138000000001,151.2872,-265.9927,-0.9931328,-0.02686503,0.1130187,0.01386909,-14.3351,136.2398,-301.5732,0.8375034,0.50753,-0.113103,0.1679553,18.38814,138.9383,-300.1905,0.8887933,0.4266407,-0.09423909,-0.1383581
34,495.4000000000178,1.800899999999956,-5.729437,151.3069,-266.0084,-0.9932098,-0.02752367,0.1122546,0.01324931,-14.34206,136.1996,-301.5584,0.8377123,0.5068769,-0.1114096,0.1700053,17.88283,138.5447,-299.5139,0.8624648,0.4729631,-0.08880582,-0.1567608
35,509.40000000002783,1.814899999999966,-5.754316,151.31920000000002,-266.0249,-0.993291,-0.02816999,0.111458,0.01252303,-14.35105,136.1622,-301.5427,0.8378861,0.5062724,-0.1099154,0.1719121,17.404320000000002,138.1882,-298.8728,0.8351659,0.5152403,-0.08359548,-0.1733126
36,522.2999999999729,1.827799999999911,-5.7800530000000006,151.3171,-266.0401,-0.993367,-0.02866706,0.1107054,0.01202382,-14.33775,136.1597,-301.57250000000005,0.8394748,0.5044632,-0.1077633,0.1708388,17.21143,137.67780000000002,-298.4917,0.8069063,0.5540013,-0.0767594,-0.189981
37,536.0000000000582,1.8414999999999964,-5.803764,151.30360000000002,-266.0504,-0.9934404,-0.02865844,0.1100815,0.01170943,-14.39497,136.1413,-301.5573,0.8389895,0.5049707,-0.1089611,0.170964,17.06077,137.2528,-298.0954,0.787307,0.578849,-0.07016638,-0.2003952
38,550.1000000000431,1.8555999999999813,-5.813742,151.2866,-266.0566,-0.9935319,-0.02848116,0.1093542,0.01116988,-14.43106,136.18300000000002,-301.559,0.8376247,0.5068189,-0.1103149,0.1713188,16.83915,136.7439,-297.7678,0.767748,0.6032267,-0.07042605,-0.2042568
39,563.9999999999648,1.869499999999903,-5.816555,151.2748,-266.0645,-0.9936157,-0.02761947,0.1089257,0.0100087,-14.46661,136.2218,-301.5594,0.8363371,0.5085377,-0.1115922,0.171688,16.61719,136.2614,-297.44100000000003,0.7476638,0.6267138,-0.07050884,-0.2079839
40,577.5999999999619,1.8830999999999,-5.816948,151.2837,-266.0646,-0.9936839,-0.02684551,0.1085875,0.00897184,-14.49769,136.2288,-301.5243,0.8341985,0.5108236,-0.1154735,0.1727369,16.62002,135.673,-297.3321,0.7329995,0.6453275,-0.06721646,-0.2043187
41,592.6000000000618,1.8981,-5.841005,151.2836,-266.0786,-0.9937173,-0.02674326,0.108359,0.008317721,-14.513980000000002,136.2328,-301.5262,0.8338109,0.5105024,-0.1189064,0.1732281,16.68897,134.9767,-297.1962,0.7177956,0.6649186,-0.06165612,-0.1971071
42,606.8000000000218,1.91229999999996,-5.842519,151.28459999999998,-266.0904,-0.9937183,-0.02706214,0.1082697,0.008315761,-14.53102,136.2372,-301.5273,0.8334028,0.5102336,-0.1221607,0.1737189,16.7409,134.3077,-297.0496,0.7018497,0.6840709,-0.0563435,-0.1904711
43,620.9999999999809,1.926499999999919,-5.837059,151.2902,-266.0976,-0.9937316,-0.02716438,0.1081049,0.008537643,-14.53741,136.1435,-301.4768,0.8331132,0.5094676,-0.1243647,0.1757796,16.77945,133.93269999999998,-296.6722,0.6984533,0.6904145,-0.05141917,-0.1812367
44,634.1999999999643,1.9396999999999025,-5.824590000000001,151.29649999999998,-266.1006,-0.9937407,-0.02711277,0.1080416,0.008454731,-14.48431,136.1354,-301.52860000000004,0.8344845,0.5086846,-0.1220445,0.1731495,16.81624,133.6421,-296.4192,0.7015383,0.6880493,-0.04751113,-0.1793731
45,648.3000000000629,1.953800000000001,-5.809736,151.3035,-266.1042,-0.9937358,-0.02725041,0.1080464,0.008519745,-14.43592,136.12820000000002,-301.5769,0.835721,0.5079619,-0.1199893,0.1707272,16.84418,133.3446,-296.1666,0.7032055,0.6870649,-0.04367408,-0.1775853
46,662.2999999999586,1.9677999999998967,-5.79778,151.3141,-266.1081,-0.9937181,-0.02755366,0.1081029,0.008875712,-14.42828,136.1184,-301.5194,0.8361908,0.5069234,-0.120685,0.1710223,16.90786,133.1553,-296.2729,0.7059637,0.6838698,-0.0409914,-0.1796027
47,677.0000000000209,1.982499999999959,-5.790544000000001,151.3222,-266.1123,-0.9936926,-0.02802179,0.1081793,0.009334087,-14.4076,136.18099999999998,-301.5403,0.8375794,0.5050657,-0.1183665,0.1713441,17.01878,132.92409999999998,-296.4082,0.7091891,0.6795499,-0.04032779,-0.1834028
48,690.3999999999542,1.9958999999998923,-5.783439,151.3329,-266.1134,-0.9936845,-0.02810301,0.1081963,0.009748003,-14.36931,136.20680000000002,-301.5034,0.8376235,0.5042665,-0.1182278,0.1735635,17.09988,132.7161,-296.4009,0.7125388,0.6753353,-0.03795677,-0.186467
49,703.8000000000011,2.0092999999999392,-5.773723,151.34369999999998,-266.119,-0.9936861,-0.02855708,0.1080226,0.01017452,-14.3328,136.2313,-301.4692,0.8376738,0.5034999,-0.1181075,0.1756162,17.1739,132.5,-296.3809,0.7151027,0.6719627,-0.03553861,-0.1892914
50,717.2000000000482,2.022699999999986,-5.766903999999999,151.3525,-266.1322,-0.9936744,-0.02930806,0.1079211,0.01026892,-14.27066,136.2978,-301.5341,0.8390563,0.501988,-0.1152527,0.175241,17.27036,132.2739,-296.3984,0.7136865,0.6728122,-0.03347743,-0.1919762
51,731.4999999999827,2.036999999999921,-5.770218,151.3725,-266.1511,-0.9936544,-0.03031944,0.1077753,0.01078108,-14.244509999999998,136.2841,-301.5165,0.8385934,0.50229,-0.115422,0.1764758,17.32111,132.1761,-296.4001,0.7143317,0.671607,-0.03487745,-0.1935402
52,745.4999999999927,2.050999999999931,-5.776465,151.4006,-266.1669,-0.993681,-0.03156065,0.1071399,0.01109304,-14.21876,136.2718,-301.4997,0.8381692,0.502543,-0.1155789,0.1776634,17.36919,132.067,-296.3935,0.7146589,0.6707612,-0.03601539,-0.1950508
53,758.9000000000397,2.064399999999978,-5.820358,151.4437,-266.1967,-0.9936997,-0.03244872,0.106696,0.01113847,-14.18514,136.29770000000002,-301.5063,0.8385549,0.5020589,-0.1148288,0.1776996,17.431070000000002,131.87040000000002,-296.37760000000003,0.7129627,0.6714347,-0.03523791,-0.1990425
54,773.0000000000246,2.0784999999999627,-5.845106,151.4563,-266.2154,-0.9937432,-0.03319932,0.1060624,0.01109941,-14.20641,136.2733,-301.4875,0.8373871,0.5018543,-0.1183092,0.181461,17.52474,131.66850000000002,-296.4357,0.7086588,0.675431,-0.03250131,-0.2013441
55,786.7999999999706,2.092299999999909,-5.869114000000001,151.4662,-266.2422,-0.9938019,-0.03397077,0.1053145,0.01061166,-14.225090000000002,136.25050000000002,-301.4693,0.8362708,0.5016381,-0.121562,0.1850217,17.61423,131.4656,-296.4851,0.704439,0.6792911,-0.02986085,-0.2035618
56,801.1999999999944,2.1066999999999325,-5.894256,151.4761,-266.2875,-0.9938539,-0.03537248,0.1044385,0.00978759,-14.25734,136.1662,-301.3039,0.8324928,0.5052742,-0.1260128,0.1891409,17.83614,131.19209999999998,-296.4687,0.6989536,0.6824974,-0.02067313,-0.212682
57,815.1000000000299,2.120599999999968,-5.916881999999999,151.51760000000002,-266.3236,-0.993915,-0.03677129,0.1034338,0.009080467,-14.33454,135.9388,-300.8106,0.8241719,0.5149363,-0.1360982,0.192506,18.03583,130.7958,-296.3977,0.6922928,0.6876336,-0.009481937,-0.2186342
58,831.9999999999936,2.137499999999932,-5.937874,151.5641,-266.3677,-0.9939451,-0.03922912,0.102313,0.008148337,-14.40665,135.7249,-300.3467,0.8161654,0.5238108,-0.1455608,0.1957252,18.22647,130.4107,-296.3292,0.6857065,0.6924685,0.001094103,-0.2242605
59,846.300000000042,2.15179999999998,-5.955589,151.5771,-266.4157,-0.9939542,-0.0417296,0.1012902,0.00735377,-13.94707,135.7343,-298.6859,0.8068473,0.5356268,-0.1486618,0.200003,18.05533,129.88299999999998,-295.78000000000003,0.6767687,0.701906,0.0125815,-0.2217067
60,859.0000000000373,2.1644999999999754,-5.977488,151.573,-266.4541,-0.994027,-0.04280177,0.100141,0.007091553,-13.49288,135.8355,-296.6672,0.797958,0.5497975,-0.146512,0.1987966,17.74126,129.4987,-294.6751,0.6795043,0.6991259,0.02372542,-0.2212105
61,873.1000000000222,2.1785999999999603,-5.999458,151.5553,-266.4965,-0.9941129,-0.04372222,0.09888079,0.007105633,-13.444210000000002,135.7642,-295.2598,0.7852345,0.5666975,-0.1519035,0.1979549,17.40172,128.55540000000002,-293.8044,0.685105,0.6942792,0.03058228,-0.21834
62,888.6999999999716,2.19419999999991,-6.011546,151.5363,-266.5424,-0.9942175,-0.04464317,0.09746812,0.006213007,-13.3989,135.69199999999998,-293.9158,0.7726776,0.5825571,-0.1571664,0.1972192,17.085829999999998,127.6471,-292.9776,0.6900132,0.6898693,0.03736266,-0.215792
63,901.6000000000304,2.2070999999999685,-6.0130360000000005,151.5331,-266.5899,-0.9943238,-0.04560144,0.09598909,0.005166054,-13.220670000000002,135.1584,-293.6794,0.7509177,0.6117452,-0.1562755,0.193568,17.32147,126.7364,-293.0946,0.6917406,0.6905193,0.05493554,-0.2041082
64,914.8999999999887,2.220399999999927,-6.025314,151.5578,-266.6379,-0.9943916,-0.04697537,0.09460105,0.005423176,-13.342480000000002,134.0754,-293.9714,0.7203839,0.6449823,-0.1653157,0.1942057,17.36788,125.3396,-292.99,0.6966896,0.6824586,0.08859202,-0.2025467
65,928.4000000000106,2.2338999999999487,-6.039619,151.5989,-266.6872,-0.9944214,-0.04969652,0.09282826,0.006263809,-13.45679,133.0489,-294.2068,0.6897953,0.6754056,-0.1737521,0.1944738,17.40708,123.9903,-292.8692,0.7004877,0.6741337,0.1204456,-0.2008818
66,940.900000000056,2.246399999999994,-6.050801,151.61329999999998,-266.7422,-0.9944192,-0.05291865,0.09100362,0.006956454,-13.37538,132.4426,-293.658,0.6520246,0.7134248,-0.1775114,0.1854154,16.85951,123.3368,-291.3578,0.7151314,0.6530047,0.1523904,-0.1973556
67,953.6000000000508,2.259099999999989,-6.0537220000000005,151.6116,-266.7959,-0.9944685,-0.05480643,0.08930138,0.007350648,-13.60255,131.3349,-293.8358,0.6369067,0.7262448,-0.1868295,0.178922,16.57709,121.7713,-290.4524,0.7436217,0.6169953,0.170074,-0.1934383
68,967.4999999999727,2.272999999999911,-6.062209999999999,151.6115,-266.8386,-0.9945881,-0.05541192,0.08751506,0.008076322,-13.81867,130.2646,-293.9845,0.6211613,0.7388978,-0.1958137,0.1727589,16.30948,120.2459,-289.5839,0.7686089,0.5816473,0.1873352,-0.1892942
69,980.8000000000447,2.286299999999983,-6.075609,151.6423,-266.8735,-0.9947138,-0.0557185,0.08580656,0.008781228,-13.88413,129.5259,-294.0762,0.600167,0.7524801,-0.2125293,0.1685367,15.96344,119.4032,-288.5577,0.8021647,0.5353317,0.1871099,-0.1869267
70,997.8999999999587,2.303399999999897,-6.089449,151.6593,-266.90610000000004,-0.9948028,-0.05615497,0.08442456,0.009305902,-13.93197,128.7714,-293.5431,0.5942316,0.7464356,-0.2429236,0.1752456,15.89515,117.9766,-288.161,0.8351575,0.4856526,0.1863897,-0.1786406
71,1012.6999999999948,2.318199999999933,-6.120777,151.6516,-266.97540000000004,-0.9950137,-0.05651711,0.0815585,0.01009929,-13.77054,128.3522,-292.9701,0.5912977,0.7334845,-0.2726129,0.1950634,15.77667,117.1929,-287.7975,0.8526431,0.4606013,0.1854815,-0.1626122
72,1036.9000000000597,2.342399999999998,-6.141806,151.6356,-266.9913,-0.995238,-0.05388345,0.08061456,0.009965749,-13.49478,127.4618,-291.90160000000003,0.5801642,0.7098799,-0.3266945,0.2296757,15.53756,115.5634,-287.04200000000003,0.8829961,0.4099424,0.1862681,-0.13255
73,1051.6000000000076,2.357099999999946,-6.155539,151.6465,-267.0188,-0.9953765,-0.05328001,0.07933872,0.009614963,-13.367490000000002,126.9933,-292.235,0.5743325,0.7152795,-0.3317009,0.220209,15.551889999999998,114.906,-286.7267,0.8862151,0.4047424,0.1887537,-0.1232012
74,1065.6000000000176,2.371099999999956,-6.164443,151.6846,-267.0527,-0.9954891,-0.05325308,0.07800463,0.008994328,-13.24459,126.5275,-292.5183,0.5678101,0.7203416,-0.3373853,0.2118276,15.55524,114.235,-286.4047,0.8898377,0.3981485,0.1915081,-0.1139793
75,1078.200000000038,2.383699999999976,-6.169128,151.7369,-267.0915,-0.9955641,-0.05393264,0.07668857,0.007896936,-13.17899,126.3668,-292.6105,0.5574878,0.7239195,-0.3531495,0.2010802,15.39075,113.5953,-286.0846,0.8902826,0.3961563,0.1934283,-0.114205
76,1092.200000000048,2.397699999999986,-6.166422,151.7701,-267.1323,-0.9955737,-0.05567368,0.07544014,0.006497041,-13.20332,126.3383,-292.5799,0.5495899,0.7302143,-0.3633751,0.1808223,15.21952,113.2789,-285.8493,0.8894051,0.3947347,0.1949465,-0.1230412
77,1106.300000000033,2.411799999999971,-6.161606,151.76579999999998,-267.1745,-0.9955949,-0.05695719,0.07424574,0.005862465,-13.22167,126.2863,-292.5387,0.541097,0.7358639,-0.3735329,0.1618381,15.05193,112.934,-285.6051,0.8890309,0.3922026,0.1966929,-0.1308176
78,1119.8000000000548,2.425299999999993,-6.16101,151.7445,-267.2091,-0.9956709,-0.05691783,0.07326981,0.005602276,-13.21125,126.3622,-292.4948,0.5269864,0.7444656,-0.386564,0.136472,14.99183,112.4383,-285.4981,0.8844974,0.3961674,0.202981,-0.1396938
79,1133.9000000000397,2.439399999999978,-6.160748,151.7255,-267.2398,-0.9957758,-0.05632016,0.07227778,0.005884163,-13.286319999999998,126.6134,-292.394,0.5160075,0.7511364,-0.3967024,0.1102615,14.86775,112.3743,-285.3903,0.8815354,0.4013987,0.2045952,-0.1411207
80,1148.0000000000246,2.4534999999999627,-6.160092000000001,151.7097,-267.2668,-0.9958722,-0.05563517,0.07144904,0.006202629,-13.35447,126.83310000000002,-292.2907,0.5045277,0.7569052,-0.4065561,0.08519664,14.7433,112.2767,-285.2694,0.8790382,0.4055079,0.2063635,-0.1423702
81,1161.5000000000464,2.4669999999999845,-6.163096,151.6982,-267.2907,-0.9959699,-0.05463828,0.07080028,0.006790412,-13.396159999999998,127.0562,-292.1702,0.4942484,0.7600586,-0.4162173,0.06922892,14.50633,112.2138,-285.1146,0.8737,0.4158012,0.210061,-0.1401141
82,1175.6000000000308,2.481099999999969,-6.161392,151.692,-267.3099,-0.9960729,-0.05355724,0.07018253,0.006698391,-13.42585,127.1985,-291.9952,0.4922666,0.7575482,-0.4241416,0.06243703,14.215739999999998,112.2224,-285.0221,0.8693972,0.4246545,0.2089836,-0.1419257
83,1189.3999999999778,2.494899999999916,-6.159401,151.6836,-267.3253,-0.9961674,-0.05227041,0.06980891,0.006709383,-13.453970000000002,127.3276,-291.82320000000004,0.4895296,0.7553488,-0.4321715,0.05510798,13.93514,112.205,-284.92,0.8654246,0.4325328,0.2081844,-0.1435785
84,1204.6000000000276,2.510099999999966,-6.160235,151.6654,-267.33950000000004,-0.9962501,-0.05105552,0.06950931,0.006901491,-13.46167,127.5062,-291.5586,0.4907996,0.7505722,-0.4394193,0.05165204,13.815740000000002,112.219,-284.8413,0.8604014,0.4366206,0.2130427,-0.1538983
85,1216.8000000000347,2.522299999999973,-6.166601,151.6431,-267.3527,-0.9963307,-0.04961807,0.06936469,0.007191045,-13.47902,127.5797,-291.3694,0.4982277,0.7425548,-0.4444468,0.0533725,13.78168,112.295,-284.8408,0.8566331,0.4429914,0.217251,-0.1507998
86,1230.3000000000566,2.5357999999999947,-6.171656,151.618,-267.3628,-0.996411,-0.04816506,0.06919734,0.007548408,-13.410939999999998,127.6473,-291.2591,0.5037491,0.737408,-0.4457716,0.0612697,13.75293,112.2686,-284.8401,0.8547096,0.4474897,0.218605,-0.1464109
87,1245.0999999999794,2.5505999999999176,-6.172359,151.6018,-267.3716,-0.9964898,-0.04675228,0.06903096,0.007542826,-13.34736,127.712,-291.1467,0.508393,0.732551,-0.4475299,0.06799069,13.715459999999998,112.23,-284.8292,0.8528237,0.4517075,0.219982,-0.1423376
88,1258.6000000000013,2.5640999999999394,-6.173241,151.5955,-267.3714,-0.99656,-0.04550355,0.06887934,0.007291947,-13.26725,127.7923,-291.09,0.5120616,0.7305528,-0.4452574,0.07636368,13.65801,112.17839999999998,-284.8322,0.8519589,0.4536385,0.2201993,-0.1410335
89,1272.5000000000364,2.5779999999999745,-6.174277999999999,151.5801,-267.3732,-0.9966125,-0.04471496,0.06869639,0.006698687,-13.17149,127.8135,-291.09950000000003,0.5183063,0.7291473,-0.438504,0.0861229,13.5959,112.1071,-284.7736,0.851566,0.4549856,0.2197299,-0.1397941
90,1286.9000000000597,2.592399999999998,-6.177568,151.5627,-267.3741,-0.9966699,-0.04370138,0.06852975,0.0065488,-13.08017,127.8356,-291.1007,0.5239054,0.7276262,-0.4324991,0.09501448,13.53024,112.0308,-284.7119,0.8511167,0.4563639,0.2193947,-0.138558
91,1300.299999999993,2.605799999999931,-6.188226,151.5546,-267.38,-0.9967211,-0.04283053,0.06831403,0.006765705,-12.9706,127.8192,-291.169,0.5294743,0.7268845,-0.4238886,0.1077702,13.49497,111.9163,-284.6383,0.85288,0.4534816,0.2181028,-0.1392167
