delta_time_ms,delta_time_s,head_pos_x,head_pos_y,head_pos_z,head_rot_w,head_rot_x,head_rot_y,head_rot_z,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_w,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_w,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z
230.0999999999931,0.2300999999999931,-4.866993,151.1894,-268.9856,-0.9973895,-0.02622432,0.06314556,0.02321922,,,,,,,,,,,,,,
243.6999999999898,0.2436999999999898,-4.854202,151.1827,-268.98490000000004,-0.9974001,-0.02612315,0.06298715,0.02331079,,,,,,,,,,,,,,
257.9999999999245,0.2579999999999245,-4.838467,151.17680000000001,-268.9835,-0.9973958,-0.02607577,0.06309621,0.02325203,,,,,,,,,,,,,,
271.8999999999596,0.2718999999999596,-4.823004999999999,151.1741,-268.9789,-0.9973919,-0.02581007,0.06328566,0.02319833,,,,,,,,,,,,,,
285.1999999999179,0.2851999999999179,-4.808402,151.1752,-268.9697,-0.9974022,-0.02526201,0.06344029,0.02293641,,,,,,,,,,,,,,
300.1999999999043,0.3001999999999043,-4.794395,151.177,-268.9624,-0.9974106,-0.02485838,0.06362734,0.0224916,,,,,,,,,,,,,,
313.6999999999261,0.3136999999999261,-4.781961,151.1835,-268.9592,-0.997386,-0.02525319,0.06384806,0.02251356,,,,,,,,,,,,,,
328.0999999999494,0.3280999999999494,-4.771423,151.1978,-268.9593,-0.9973317,-0.02635641,0.06402667,0.02313904,,,,,,,,,,,,,,
340.8999999999196,0.3408999999999196,-4.770362,151.2163,-268.9629,-0.9972612,-0.0279673,0.06392772,0.02452127,,,,,,,,,,,,,,
355.8999999999059,0.3558999999999059,-4.779923,151.2367,-268.9635,-0.9972281,-0.02936404,0.06325234,0.02594281,,,,,,,,,,,,,,
368.9999999999145,0.3689999999999145,-4.804599,151.2557,-268.9597,-0.9972454,-0.02980721,0.06236027,0.02691285,,,,,,,,,,,,,,
383.2999999999629,0.3832999999999629,-4.834473,151.2619,-268.94849999999997,-0.9973227,-0.02944483,0.06113828,0.02724937,,,,,,,,,,,,,,
