delta_time_ms,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,head_rot_w,left_hand_rot_w,right_hand_rot_w
1211,17.54684,177.21869999999998,1093.045,0.014777653751194102,-0.15352411734923332,-0.38723542506852554,3.143311,125.5202,1077.303,-0.1472589086001183,-0.17030060837447092,-0.10514868331078979,28.12386,116.75549999999998,1067.7659999999998,0.05445920198029254,-0.17540888617780698,-0.1409246134347193,0.9089888293668669,0.9686362945002599,0.9728340923805076
1224,17.025380000000002,177.5385,1093.041,0.010046944782838664,-0.1496230099969564,-0.3802433155320784,2.890778,125.532,1076.956,-0.1454013206572717,-0.16675941752376375,-0.10692958452755896,27.47478,118.0396,1066.73,0.038204388594586636,-0.1668466472610838,-0.12327615381288112,0.9126483631570013,0.9693378237596116,0.9774996730899465
1239,16.51115,177.8265,1093.038,0.0065064194526634755,-0.14499305571536258,-0.3736644929937428,2.636719,125.5208,1076.588,-0.1406433896660339,-0.16411263212832128,-0.11182181106943821,26.80416,119.3281,1065.715,0.023892361970883094,-0.15660075860534234,-0.10598881964543456,0.9161383776351456,0.9699393607274185,0.9816678295400391
1253,16.02707,178.0651,1093.012,0.00360367442960631,-0.13960052583589475,-0.36761991013131085,2.391624,125.4789,1076.2130000000002,-0.13606374410616529,-0.16250083686562744,-0.11854640839072973,26.12724,120.6313,1064.712,0.01379149392304365,-0.14600796513550066,-0.09073395031913992,0.9194315137039811,0.9700654022360766,0.9850171668919505
1267,15.510940000000002,178.33190000000002,1093.012,0.0012897421225496197,-0.13406119778110537,-0.3620555577091228,2.149963,125.4185,1075.844,-0.13288804578528746,-0.16141165917362119,-0.12648444906285664,25.47264,121.9586,1063.734,0.005790758652315599,-0.13591952508152352,-0.0775046288837898,0.9224650155679014,0.9696848600011508,0.9876666352152581
1281,14.96601,178.6007,1092.994,-0.0009054942775964595,-0.128834113947549,-0.3560470780165285,1.909637,125.3683,1075.488,-0.13230604720460346,-0.16055039605169147,-0.1331966463432438,24.86267,123.3133,1062.783,-0.003919269055732285,-0.12693737934747598,-0.06338105488064291,0.9255438560108079,0.9690084280354074,0.9898759432053497
1294,14.48517,178.8927,1092.995,-0.0037464248256133745,-0.124545652407861,-0.34990598108276477,1.6605379999999998,125.3891,1075.153,-0.13636859811107174,-0.15737892135017795,-0.13309889802137728,24.2878,124.732,1061.835,-0.013632489609894258,-0.11951854716255722,-0.04951668187400343,0.9284611726775839,0.9689789285166993,0.9915026829652941
1308,13.99765,179.2159,1092.964,-0.006337132203784186,-0.12015918381600896,-0.34453132026715205,1.420403,125.4693,1074.847,-0.1400315796512531,-0.1531569497379194,-0.1284077830002023,23.72704,126.1937,1060.9260000000002,-0.024478413772176962,-0.11154476461193802,-0.032722798572878055,0.931031568022844,0.9697657174350535,0.9929188240739645
1323,13.55133,179.4918,1092.858,-0.008960133384156611,-0.11532921988717709,-0.3385045290133356,1.205063,125.5708,1074.559,-0.13936368571280844,-0.15009961623863374,-0.12504825118767562,23.17219,127.6677,1060.028,-0.03345879934418582,-0.10307188854686505,-0.01702877486020324,0.933827377456569,0.9707784521632424,0.9939651479627386
1336,13.08556,179.8326,1092.755,-0.011647822724683003,-0.11063712483076077,-0.3312369943644981,1.011086,125.6645,1074.28,-0.1374043579296111,-0.14854460165072336,-0.1245940150148986,22.6265,129.1704,1059.1519999999998,-0.04194755555427313,-0.09413712425502704,-0.002265079700937431,0.936966279222113,0.9713551745704795,0.9946725460341024
1350,12.638469999999998,180.2095,1092.675,-0.014704860528754766,-0.1057705479463877,-0.32204477060046127,0.8323669,125.766,1074.009,-0.1364926340849521,-0.14710490281564267,-0.12392877146520044,22.12143,130.65290000000002,1058.284,-0.049973386600043045,-0.08557368463173586,0.01235818446432342,0.9406824777749646,0.9717878204686855,0.9950010454301123
1364,12.2551,180.5848,1092.584,-0.017692485622428606,-0.10039142444904052,-0.3117623992362596,0.6526947,125.8752,1073.75,-0.13678757884266826,-0.14541628393721467,-0.12179767467913927,21.62971,132.1706,1057.423,-0.05711035238218208,-0.0774918301139233,0.026764753590026273,0.9446759996274087,0.9722698129032942,0.9949960160129503
1378,11.84807,181.0085,1092.551,-0.01983981892573749,-0.09472277628345109,-0.30104113155531964,0.485611,126.0082,1073.507,-0.13912895927898974,-0.14300302221258396,-0.11800696102565592,21.11721,133.7446,1056.556,-0.06084351734952639,-0.07050328896225944,0.039817155884215874,0.9486876273832403,0.9727628824526056,0.9948577520124846
1392,11.39679,181.398,1092.576,-0.021983336585620534,-0.0889353389954579,-0.28978120938787605,0.3303528,126.1357,1073.254,-0.14013828843947532,-0.14008522315557456,-0.11569115286169485,20.59097,135.3112,1055.7040000000002,-0.06131217394636595,-0.06324783996532164,0.05401387142805301,0.9526983200762067,0.9733205779784166,0.9946471885844977
1405,10.98061,181.7909,1092.607,-0.024698522700842836,-0.08351255511662177,-0.2792959730571813,0.1800537,126.2537,1072.998,-0.13859417266660495,-0.13766273335636542,-0.11504882518299873,20.05081,136.8956,1054.836,-0.058172209472669933,-0.05770933940977508,0.06659349887879457,0.9562475597607197,0.9739632410782891,0.9944098411103116
1419,10.56461,182.1855,1092.644,-0.027966306787862397,-0.07884876545132619,-0.269314163584785,0.05455017,126.3646,1072.738,-0.13443277463375508,-0.13581213055102,-0.11587819402277882,19.53545,138.535,1054.036,-0.057303765298301945,-0.05119580858555528,0.08172375233748423,0.9594116109178983,0.9747077194982514,0.9936883293919627
1433,10.20527,182.5663,1092.674,-0.031031229020341406,-0.07486766941802414,-0.26015149583378433,-0.0705719,126.45709999999998,1072.47,-0.13090732956924456,-0.13473014233863911,-0.11696260954371973,19.06338,140.1501,1053.24,-0.059426597046576136,-0.046119456432924505,0.09503889067742519,0.9621606384158755,0.9752080843487624,0.9926273644024729
1447,9.863281,182.8976,1092.646,-0.0332764759474532,-0.07111023570928703,-0.24953240203103344,-0.1825332999999999,126.5379,1072.195,-0.12885215084335472,-0.13464216191006154,-0.11834078378050725,18.60867,141.774,1052.47,-0.06284704190619152,-0.040060304299962345,0.10735189825728335,0.9651785279742349,0.9753276733249403,0.9914237193468763
1462,9.552002,183.2562,1092.671,-0.034636954947406325,-0.06729833689383767,-0.2392319480442725,-0.2666473,126.6283,1071.904,-0.12941291407785077,-0.13544525015007955,-0.11916080845148469,18.18237,143.4182,1051.751,-0.06610838368520627,-0.034917969641086226,0.11890792819209518,0.9680078978181104,0.9750423496499266,0.9900865222876926
1476,9.224319,183.5776,1092.686,-0.034339271507389996,-0.06284036359205031,-0.22958934343956017,-0.3389359,126.7601,1071.604,-0.13144635112035707,-0.13632681606201155,-0.11889439852701536,17.75093,145.0255,1051.029,-0.06476329648737059,-0.03258956070451012,0.13060372945456103,0.9706495951242924,0.9746799361833798,0.9887802090524141
1489,8.900833,183.8889,1092.706,-0.033445740975560356,-0.05824575104140038,-0.2208678161929848,-0.4322051999999999,126.9129,1071.309,-0.13247586459642213,-0.13663076881618327,-0.11816930428981952,17.3048,146.6286,1050.305,-0.061844907329112846,-0.031525267639931354,0.1423699708235558,0.9729882952360531,0.9745861654239656,0.9873764005410419
1503,8.565903,184.1481,1092.703,-0.03278142147001734,-0.054476851563178705,-0.2127642851778592,-0.5069733,127.1928,1070.991,-0.13497815098524646,-0.13694228198327874,-0.11427929748196826,16.8684,148.1807,1049.652,-0.05752111589735329,-0.030712082595864193,0.15337705982572142,0.9750328250899675,0.9746629942338244,0.9860139789717818
1517,8.259964,184.3827,1092.705,-0.03254144203218959,-0.051210202395055374,-0.20525935971307804,-0.5947113,127.508,1070.673,-0.13803958723238885,-0.13595579921325598,-0.10862436266058376,16.426470000000002,149.7149,1049.0030000000002,-0.05569936877278926,-0.02500816558189386,0.16495405023043797,0.9768250431736998,0.9750188925623843,0.984409636932266
1531,7.950783,184.5848,1092.651,-0.0322208190494301,-0.04842269355233592,-0.19847787395470265,-0.6828308,127.8667,1070.355,-0.14070960422871923,-0.13420344422140298,-0.1010687626216416,16.011619999999997,151.18970000000002,1048.4019999999998,-0.054903802654312855,-0.018292136776757305,0.17723295631800567,0.9783780430484637,0.9756922404421592,0.9824660041859038
1545,7.690047999999999,184.7688,1092.618,-0.03189533843016224,-0.04594714704532237,-0.19285135846429657,-0.7678986,128.23590000000002,1070.045,-0.14287840726177709,-0.13241202764333976,-0.09259049698526074,15.61584,152.607,1047.8300000000002,-0.053354486002445994,-0.014756466409864173,0.18842479859617117,0.9796325334549156,0.9764629104793174,0.980526206073301
1559,7.445145,184.9253,1092.5800000000002,-0.03130768408852791,-0.04337905783925815,-0.18790551968622543,-0.85392,128.5683,1069.745,-0.14617669370593972,-0.13115728013582195,-0.08475575473414959,15.25955,153.9084,1047.249,-0.052308536417902854,-0.014866509923172785,0.1962030640694406,0.9807291175087242,0.9768554673665999,0.9790542178808507
1573,7.214737,185.0486,1092.509,-0.03011648060074177,-0.04098560876173923,-0.1845276221155503,-0.9395599,128.8727,1069.444,-0.15075558106986364,-0.1294868275614997,-0.0778187321695609,14.92977,155.1205,1046.681,-0.0521840496850364,-0.016177830443658697,0.20236230354736667,0.9815104350678273,0.9769596517706698,0.9777855597540851
1587,6.99234,185.1578,1092.446,-0.02882285303646578,-0.03872542784906877,-0.18243099572797475,-1.022339,129.149,1069.149,-0.1546650491520256,-0.1282208939894411,-0.07169986063461126,14.58626,156.2727,1046.164,-0.0506547140975678,-0.016085101868163434,0.20739445683505614,0.9820328488286145,0.9769837536521923,0.9768126272277997
1601,6.795120000000001,185.2463,1092.362,-0.02731515546322062,-0.036876444194699244,-0.18183917232619756,-1.100159,129.3852,1068.869,-0.15807561407364767,-0.1275190725392431,-0.0661651435656234,14.23264,157.334,1045.683,-0.04708648119448405,-0.014883539687969008,0.21399364298947793,0.9822568531465172,0.9769202424716722,0.9755860107110853
1614,6.616592000000001,185.3168,1092.262,-0.025999720284775596,-0.03507590116459439,-0.1811892209486105,-1.1825560000000002,129.5946,1068.6,-0.16088627469669056,-0.1261971166495361,-0.061762617777290404,13.89122,158.312,1045.255,-0.042589013840713924,-0.014600532005758528,0.22230509735824713,0.9824785808935688,0.9769213240629261,0.9739370842378704
1629,6.448174,185.3732,1092.165,-0.02458030615887562,-0.03385149649386634,-0.1816187497229775,-1.282501,129.773,1068.335,-0.16191123472403177,-0.12441376782598675,-0.05939430474735628,13.58204,159.2037,1044.854,-0.04052628819574442,-0.014934340758299868,0.23050800286093476,0.9824787603217303,0.9771275674184304,0.9721114370524881
1642,6.29921,185.4254,1092.023,-0.023182940764644958,-0.03269716029182269,-0.18247282798489026,-1.394272,129.9231,1068.078,-0.1618936786865706,-0.12252094041534266,-0.05797294123937243,13.31482,159.9747,1044.453,-0.041666905449104716,-0.013177117633440441,0.23448149866676826,0.9823935637073108,0.9774549575530965,0.9711378168644017
1656,6.175613,185.4628,1091.91,-0.02168341829805267,-0.031571221355317154,-0.18365020249716243,-1.50795,130.0441,1067.843,-0.1619370416017092,-0.12049473535371202,-0.05763725789479883,13.09338,160.651,1044.08,-0.04661376343001514,-0.00911664665614629,0.2366329885107742,0.9822452292965318,0.9777194688721779,0.9704374645288059
1672,6.053734,185.5199,1091.741,-0.020659585623373996,-0.030828589643464556,-0.18500796706395545,-1.617622,130.1375,1067.63,-0.16192934535294937,-0.11902195778990514,-0.05792781978742253,12.89749,161.217,1043.721,-0.05111395122312021,-0.007661131655535027,0.2380835561162913,0.9820360643608399,0.9778839544506798,0.9698684917859419
1684,5.981255,185.608,1091.523,-0.019731620725187422,-0.03025983625903487,-0.18643725620930737,-1.730728,130.2076,1067.438,-0.16143982417971522,-0.1178408956200374,-0.0593634477941219,12.6976,161.6575,1043.3780000000002,-0.051606434941941316,-0.008631314490232186,0.2395372442625778,0.9818025030271,0.9780218236595156,0.9694762425628821
1698,5.879211,185.6976,1091.329,-0.018719264037150355,-0.030039703032138265,-0.18565852080256703,-1.844406,130.2812,1067.279,-0.1609815502817392,-0.11601282917956901,-0.060075701109252616,12.49466,161.9799,1043.07,-0.04866580857749033,-0.009152818458244609,0.24063694530243848,0.981976638749136,0.9782723925731891,0.9693511879320521
1712,5.81131,185.7616,1091.155,-0.017718541461749133,-0.029734964895302796,-0.18513117903720017,-1.959229,130.3637,1067.142,-0.16051699493463273,-0.11366490373231775,-0.06011666952858161,12.31346,162.1775,1042.773,-0.045666499399648265,-0.008113433169145376,0.2406389559879784,0.9821040330328755,0.9786217706762247,0.9695058720275022
1726,5.721664,185.7778,1090.974,-0.01692627640090725,-0.029411734028840442,-0.18441919519124678,-2.077293,130.4302,1067.04,-0.1593331092127272,-0.11093797758327703,-0.06021385625058541,12.16125,162.3076,1042.471,-0.04398313892187314,-0.007866618246970665,0.24066350585838073,0.9822616817903616,0.9791220643789881,0.9695796392024167
1739,5.678558000000001,185.7925,1090.795,-0.016078833570047513,-0.029230329531820386,-0.18393922318097727,-2.194214,130.4704,1066.967,-0.15818370673798016,-0.10874522457461183,-0.06074420595140015,12.06932,162.2584,1042.183,-0.0444397277159794,-0.009039418822222159,0.24056025328706396,0.9823713254783379,0.9795215834774565,0.9695742179154465
1754,5.661392,185.8028,1090.61,-0.015058067424569983,-0.02917308720645396,-0.18374081650780572,-2.302933,130.4851,1066.918,-0.15720995099324608,-0.10678024354194644,-0.061001744275225464,12.01363,162.0866,1041.906,-0.04582961690999844,-0.009983833869312585,0.24007089768159484,0.982426332066342,0.9798784608782886,0.9696215413043926
1768,5.611801000000001,185.7933,1090.459,-0.013958847292327707,-0.029184480895159196,-0.18374839190008735,-2.4086,130.47709999999998,1066.886,-0.1563167325034792,-0.10559927880163653,-0.06114507134780859,11.98101,161.7585,1041.6219999999998,-0.04551756734278759,-0.012021102590113623,0.2370303829545008,0.9824408099887144,0.9801403734699848,0.9703608822042218
1782,5.590057,185.7852,1090.275,-0.013247587086597668,-0.029400076960085356,-0.18436910640544504,-2.513123,130.4176,1066.9,-0.15616767105181298,-0.10443337190037291,-0.06203390827018902,11.98139,161.2049,1041.338,-0.04360475449062731,-0.015016673873128336,0.23089460083100818,0.9823279337952179,0.9802331985688391,0.9718851826212239
1796,5.58815,185.7931,1090.076,-0.012682327988044037,-0.029629801857900904,-0.18552109850506804,-2.623558,130.3468,1066.919,-0.15597346040746307,-0.1031493471769699,-0.06328608900387073,11.96671,160.6458,1041.057,-0.041445108610964225,-0.016018165656171986,0.22482489394290717,0.9821115799175458,0.9803200307879466,0.9733855805408242
1809,5.5746080000000005,185.8059,1089.884,-0.012418616960207136,-0.029682823595769424,-0.1865531928514671,-2.739334,130.2742,1066.932,-0.1552006986221225,-0.10214151613440574,-0.06506008845174474,11.97662,159.953,1040.798,-0.039846509298993714,-0.015863966930939458,0.2178623321477129,0.9819178245520862,0.9804320673660267,0.9750367144272358
1823,5.575943,185.8061,1089.6699999999998,-0.012382394685358159,-0.029860191862219648,-0.1874241091943799,-2.859116,130.1228,1067.006,-0.15409858326006157,-0.10199997543760589,-0.06786740021735439,12.04948,158.9846,1040.589,-0.03832830134406518,-0.01591697693040723,0.20970220133708378,0.9817470389751634,0.9804303379821064,0.9768841169329433
1837,5.604553,185.8204,1089.447,-0.01253245398855607,-0.03009928491990783,-0.18827445176997792,-2.984047,129.9699,1067.08,-0.1534070651589683,-0.10234642760224309,-0.07073836074900364,12.14905,157.8743,1040.412,-0.036436039281445426,-0.017399857064760348,0.20136914614105994,0.9815751124876024,0.9802997324466199,0.9786828531235373
1851,5.632401,185.8294,1089.267,-0.012877530628955608,-0.030019392594536686,-0.1889977507429362,-3.110886,129.7978,1067.166,-0.15282702031482936,-0.10295040461731905,-0.07400640149283667,12.25967,156.7624,1040.263,-0.03447210172486883,-0.019450225750325498,0.1941789494617431,0.9814340810707901,0.9800857965448241,0.9801672808795779
1865,5.689049,185.8493,1089.038,-0.01312939670108073,-0.030076300013552645,-0.18947582213719447,-3.238678,129.6103,1067.267,-0.15289316939177927,-0.10381870445146478,-0.07716976456771155,12.42867,155.3716,1040.182,-0.03168815600016896,-0.022137998933217766,0.1857419049595664,0.9813368167684298,0.9797398546532238,0.981837926805913
1879,5.752754,185.8575,1088.801,-0.013440439700585406,-0.030152310247315985,-0.1895945998415853,-3.370667,129.4214,1067.398,-0.15384861102589836,-0.1048522776498548,-0.07970691538952814,12.59918,153.9717,1040.102,-0.029328508058685927,-0.02409270596162447,0.1763438369009134,0.9813073323267862,0.979276984512618,0.9835965795597106
1893,5.793953,185.8723,1088.57,-0.013906817937132346,-0.030055228645296004,-0.189245312088268,-3.500366,129.2284,1067.545,-0.15496978656360666,-0.10588037506591083,-0.08142674264050592,12.81624,152.3566,1040.061,-0.02762717888024172,-0.02637606770628668,0.16477698546693706,0.9813712322554378,0.9788479948445974,0.9855909836742123
1909,5.858612,185.8639,1088.336,-0.014722248899426655,-0.030011606592623124,-0.18843238869596732,-3.622627,129.0247,1067.702,-0.1558458942670026,-0.1072425609305106,-0.08331908661867501,13.06667,150.5911,1040.046,-0.025353635666263512,-0.02965963077313498,0.15017251252857167,0.9815170878529853,0.978401257240716,0.9878895261828419
1921,5.927277,185.8457,1088.13,-0.0157508293057784,-0.029989384523589367,-0.18753555124622664,-3.74794,128.8155,1067.87,-0.15692087800927157,-0.10835939378168999,-0.08521896477056394,13.33427,148.6874,1040.066,-0.023041391296561364,-0.03300432613099197,0.13276139122629796,0.9816735532807483,0.9779426403769791,0.9903303599018944
1934,5.971146,185.8185,1087.968,-0.01689979982685362,-0.030079290050768398,-0.18700229185206865,-3.866959,128.5951,1068.044,-0.1568626145903196,-0.1095182470653186,-0.08770164981709638,13.63869,146.6809,1040.149,-0.02242233658796719,-0.036549244143560575,0.11491718516204379,0.9817534191017252,0.9776033420170925,0.992449208840887
1948,6.066895,185.8069,1087.77,-0.017893499299132712,-0.03004630029958618,-0.18688060471874035,-3.967476,128.3587,1068.209,-0.15551544798943825,-0.11141615946595665,-0.09160211379767946,13.98849,144.5928,1040.314,-0.022777655870514564,-0.04014689329631194,0.09738554272963337,0.9817599921065723,0.9772463546078327,0.9941757698812387
1963,6.101036,185.8007,1087.594,-0.01863921270732924,-0.030071141512695687,-0.1869456564846334,-4.049110000000001,128.1079,1068.381,-0.1541176501444772,-0.11362361704032298,-0.09563364506086312,14.35165,142.42090000000002,1040.56,-0.021280693459260272,-0.04419192060956124,0.07879348630541097,0.9817329716981619,0.9768273283938115,0.9956835806392361
1976,6.186676,185.7931,1087.39,-0.019591109752273746,-0.03029567742350808,-0.18710303595560515,-4.106903,127.8396,1068.5549999999998,-0.1535238082986457,-0.11597077485133708,-0.09928986669763085,14.73045,140.1794,1040.903,-0.017258894207788516,-0.04915426652556337,0.060096886427502,0.9816775510748529,0.9762800530775111,0.9968321588385771
1990,6.277847,185.7902,1087.201,-0.020472756403417273,-0.031007514776681868,-0.1869717531999885,-4.14753,127.558,1068.741,-0.15309496842388481,-0.11906599595462002,-0.10280339652918269,15.11459,137.88750000000002,1041.362,-0.011967854935891385,-0.054286406032429575,0.04176483246913248,0.9816623471326291,0.9756109270158303,0.9975797989820869
2004,6.326675,185.7666,1087.028,-0.021290034017776786,-0.032082335764719576,-0.18676775338932516,-4.162979,127.2732,1068.9260000000002,-0.153334096777503,-0.12280427894197436,-0.10655480698227687,15.51571,135.5512,1041.934,-0.006470737440508484,-0.058700700534603814,0.023472119531780473,0.9816492573609508,0.9747070518611933,0.9979786655627507
2018,6.407928,185.7459,1086.827,-0.02203710234046727,-0.033271207168606196,-0.18635903523620004,-4.154204999999999,127.005,1069.101,-0.1528549699607558,-0.12639326034082854,-0.1103013435032551,15.94467,133.18030000000002,1042.5990000000002,-0.001619640386257783,-0.06280984794758972,0.004426986080841766,0.9816708729914585,0.9739064203095126,0.9980143794355169
2032,6.509017999999999,185.7479,1086.601,-0.02252450916077643,-0.03456395382317698,-0.18590945779904172,-4.129028,126.7591,1069.282,-0.1511423367229755,-0.12997960960335425,-0.11342968085467381,16.38699,130.7825,1043.376,0.0033955476225359504,-0.06841041475878679,-0.01774784124758194,0.9817003886543193,0.9733421816804639,0.997493608771467
2046,6.562804999999999,185.7399,1086.43,-0.022797935623358377,-0.03571746408104031,-0.18508827197590644,-4.084015,126.5188,1069.466,-0.14944337012788064,-0.13457982436776145,-0.11606557800084344,16.83044,128.4016,1044.206,0.009577704733302753,-0.07453220731879506,-0.04150831712739417,0.9818079488718279,0.972668356430543,0.9963083243923445
2060,6.635666,185.6889,1086.295,-0.02271785500145839,-0.03714829558645043,-0.18489760884857476,-3.982925,126.2878,1069.648,-0.14887380756889645,-0.14048898403619028,-0.1174936575978193,17.28249,126.0213,1045.246,0.017279429234050764,-0.08104268361992818,-0.06667354456101325,0.9817926346440138,0.9717482571163709,0.9943279857334281
2074,6.705475,185.6348,1086.183,-0.02268768519994199,-0.038782349651609246,-0.1855873662223888,-3.882599,126.0722,1069.815,-0.1491438390390775,-0.14555523926851857,-0.11827945601846508,17.70077,123.7396,1046.388,0.024871231005603203,-0.08544296043940622,-0.08808825468398418,0.9815999835953573,0.970865468477557,0.9921297202313544
2089,6.728745,185.5983,1086.076,-0.022446129427152677,-0.04083849270678948,-0.18708423461028736,-3.793526,125.8717,1069.967,-0.14898621681825508,-0.14920567653335917,-0.11900462488479141,18.09502,121.5156,1047.591,0.03336380920471947,-0.08801460877150058,-0.10751330591414879,0.9812379313639786,0.9702467070515812,0.9897379319443919
2102,6.789017,185.5874,1085.898,-0.022094487333844944,-0.043206424108277665,-0.18838990050180252,-3.677559,125.72509999999998,1070.071,-0.14716295842565505,-0.1514614846797096,-0.1193176301635541,18.46237,119.3404,1049.01,0.043933254886575734,-0.08778877216992223,-0.1253558458856637,0.9808946344710787,0.9701369931397217,0.9872430868323457
2116,6.862068000000001,185.6301,1085.661,-0.02130545455811901,-0.045516355374541226,-0.18900987129040644,-3.564453,125.5682,1070.159,-0.1438560727395182,-0.154111351402429,-0.12137696183671304,18.83469,117.1708,1050.48,0.05478906706289099,-0.08662718437649213,-0.14384670315932394,0.9806883335465323,0.969960182090053,0.9842774075673851
2130,6.886291999999999,185.6549,1085.447,-0.02007053941812568,-0.04708628879951313,-0.18858522321089705,-3.452873,125.4041,1070.247,-0.14137302706823937,-0.15732430926793697,-0.12358817721714313,19.22321,114.9963,1051.929,0.06424207465103902,-0.08522007978055536,-0.16386380337404727,0.9807220138454374,0.9695301394918435,0.980693197585523
2145,6.923676,185.6499,1085.255,-0.01887489105626391,-0.047918327074818794,-0.18788859105693623,-3.318596,125.2916,1070.292,-0.14057473230954048,-0.16039035916376634,-0.12408502677657375,19.64607,112.8821,1053.689,0.07230032737966971,-0.08574775471902349,-0.1880390479202441,0.9808391559112046,0.9690802770943571,0.975736286953953
2158,6.945038,185.5964,1085.126,-0.017661645250941188,-0.048460223777932826,-0.18735634771416235,-3.1963350000000004,125.1904,1070.346,-0.14095993669031423,-0.16331251024524507,-0.12317123637209271,20.09144,110.7934,1055.389,0.0830324793127312,-0.08711528806113508,-0.21267126432524736,0.9809369357760123,0.968652758616951,0.969684210088783
2172,6.962967000000001,185.539,1085.005,-0.0167045603639455,-0.04905411106573078,-0.18776475061349562,-3.071785,125.1281,1070.375,-0.1411112527007619,-0.16592351167990982,-0.12170201103641737,20.54977,108.7812,1057.2430000000002,0.09677922844384687,-0.08766792321516646,-0.23870036533161396,0.9808460889852444,0.9683726674905279,0.9622734807587224
2187,6.996918000000001,185.5029,1084.876,-0.01540061344969449,-0.04951594422397107,-0.18897347231960057,-2.947807,125.0889,1070.374,-0.14040746825228326,-0.1679939731253893,-0.1206713792711766,20.97359,106.9015,1059.233,0.11255134127308612,-0.08396314023584937,-0.263572353636934,0.9806120635258648,0.968246965436671,0.9543647107147515
2200,7.032204,185.4818,1084.745,-0.01391346699466949,-0.0496677240619649,-0.19035576390643721,-2.835846,125.0674,1070.351,-0.13947231715062058,-0.16932469335655415,-0.11950554157344327,21.34666,105.1029,1061.2869999999998,0.12903109150188716,-0.07545089608942183,-0.2848651562299916,0.9803592279212194,0.9682949171102696,0.9468421106347127
2214,7.033156999999999,185.4754,1084.56,-0.01275127359050155,-0.04998099833923579,-0.19136316545285678,-2.731705,125.0541,1070.307,-0.13847186348798032,-0.17015263352958437,-0.11854838952368334,21.71307,103.3931,1063.411,0.14604972988632772,-0.06460285335908514,-0.30423039506484406,0.9801629679470124,0.968411020004654,0.9391165073922854
2228,7.062149,185.4997,1084.371,-0.012135603943876954,-0.05003679870137871,-0.19162770034877144,-2.631378,125.03249999999998,1070.242,-0.13701681120664602,-0.1710535009591281,-0.11804283583985377,22.09625,101.7226,1065.574,0.16154537601072452,-0.053707599930401084,-0.3231195280615788,0.9801162534881649,0.9685210282504314,0.9309201661713705
2242,7.07283,185.5058,1084.215,-0.012008533922339247,-0.04987848674028904,-0.19102733901407584,-2.539444,124.9958,1070.161,-0.13629132164403898,-0.1720948885738464,-0.11778931440715801,22.47734,100.166,1067.871,0.1748727641943438,-0.04275977469011003,-0.3414614508702858,0.9802430756821168,0.9684697736030631,0.9224940084255506
2256,7.093811,185.487,1084.086,-0.012414965735666904,-0.04950342259062351,-0.19047756584930153,-2.446747,124.9503,1070.071,-0.13634154006065635,-0.173352441634186,-0.11783819241195688,22.86491,98.671,1070.24,0.18765101802256096,-0.03068517237424777,-0.36085143236584794,0.9803640021368193,0.9682324492819053,0.9130343692276732
2270,7.113838,185.4666,1083.979,-0.012871423416126333,-0.04872525067346212,-0.19005913186500406,-2.350807,124.9122,1069.973,-0.13656541684919177,-0.17445887696356954,-0.11807466027541236,23.2666,97.27211,1072.689,0.20244926642402253,-0.016306767919618187,-0.37957100444780656,0.9804783030749696,0.9679733269931886,0.9025930624743768
2284,7.139587,185.4004,1083.926,-0.013658623796184684,-0.04809780511095003,-0.19045576471928996,-2.263641,124.8929,1069.865,-0.13634132919254516,-0.1752954014943852,-0.11851834365068228,23.68355,95.99195,1075.206,0.21859411689693756,0.0008130181381330037,-0.3975616920246316,0.9804216668478385,0.967799548660378,0.8911569177726598
2298,7.180786,185.3517,1083.852,-0.014305549680796899,-0.04779273838769234,-0.19182220210920178,-2.18811,124.9039,1069.745,-0.13578201769578296,-0.1748244608178939,-0.1186991823254229,24.13635,94.82772,1077.763,0.23648320748072274,0.01956750118661972,-0.41551506748061806,0.9801609297374143,0.9679411943323162,0.8780888532338391
2311,7.241821,185.3399,1083.749,-0.014715634233949629,-0.047613361551173405,-0.19344009943947285,-2.118301,124.92430000000002,1069.623,-0.1348966782289854,-0.17373384850623122,-0.1181864540823013,24.64256,93.8054,1080.385,0.25544315350746716,0.03894225417278041,-0.4336525104212439,0.97984557244483,0.9683240150680203,0.863236813609948
2325,7.285690000000001,185.3676,1083.578,-0.014774135294966892,-0.04748673737181997,-0.19492867285008725,-2.045631,124.9357,1069.506,-0.134856268113814,-0.1732631845944963,-0.117289244598544,25.201030000000003,92.90487,1083.0500000000002,0.27815108650066694,0.061889745224675524,-0.4524224783635541,0.9795557907546509,0.968523045113585,0.8450535684711963
2339,7.327271,185.3791,1083.423,-0.01478898968978809,-0.047008561880783756,-0.19572072058514625,-1.961517,124.93399999999998,1069.393,-0.136199815351975,-0.1736526033012634,-0.11564585264518241,25.79327,92.10186,1085.741,0.302936605015862,0.09113302732366144,-0.4711364845397013,0.9794206861341488,0.9684629163941956,0.8233799837303918
