delta_time_ms,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,head_rot_w,left_hand_rot_w,right_hand_rot_w
140,26.335140000000003,168.5791,1096.002,0.4974110973067064,0.4083536973917158,-0.5486073807049585,2.148819,121.0701,1084.004,-0.16147541031189983,-0.3021704375593275,-0.02287481602754965,26.47095,103.2792,1091.343,0.19167832781008504,-0.2694295394279336,-0.33781184139291187,0.5337222123339987,0.9391993725091143,0.8812209154044811
153,26.66264,168.2705,1096.0990000000002,0.4963073742019037,0.4114102929291674,-0.5472031412110419,2.14119,120.9233,1084.102,-0.1657772009398977,-0.3040296523312415,-0.02022386415489881,27.07558,102.5627,1091.723,0.21520106783651455,-0.2644034939510816,-0.35429730506990054,0.533843875523094,0.937909849330159,0.8707770738878523
168,26.98479,167.9477,1096.148,0.49482368109522495,0.4147741595728025,-0.5455872544143782,2.135468,120.7673,1084.206,-0.171037726672993,-0.3059350971315159,-0.016659631843369944,27.72236,101.876,1092.111,0.238776031997246,-0.25989604616238554,-0.3696690952338802,0.5342719054925378,0.9364145818303493,0.8595259226816686
180,27.321240000000003,167.6221,1096.212,0.4933373620823974,0.41699594783674887,-0.5445345834477422,2.128983,120.5935,1084.299,-0.17730401488359024,-0.30745773799045073,-0.013006416466622442,28.42216,101.2165,1092.501,0.26632332277567106,-0.25224857235858145,-0.3881106973240693,0.5349903869142947,0.934806856407596,0.8454659260498959
195,27.65923,167.3217,1096.259,0.4925288630321114,0.41721112972790503,-0.5446281146953672,2.1141050000000003,120.444,1084.379,-0.17957522565502926,-0.30900424526897496,-0.013093993439895563,29.10099,100.5409,1092.877,0.2979008483116987,-0.2356418825751165,-0.41177955053901416,0.5354721365251703,0.9338616932246941,0.8283511269440713
209,28.03974,167.0303,1096.2859999999998,0.4923233305486608,0.4155480769588953,-0.545814386976848,2.098083,120.3122,1084.455,-0.17966717042156619,-0.31072783170627793,-0.014765568703371451,29.76341,99.87086,1093.232,0.32747898075508153,-0.21594186515527267,-0.4343232053297182,0.5357463848709813,0.9332469664867327,0.8108575592229466
222,28.4008,166.738,1096.343,0.4925953289480155,0.41301253144535566,-0.5475156975581285,2.077675,120.2164,1084.5,-0.17674612806362575,-0.3114848146381235,-0.019729126674426056,30.42812,99.23998,1093.5449999999998,0.34906928343427246,-0.20048571318296046,-0.4496066236823222,0.535721057729796,0.933460646211202,0.7973769485714933
237,28.75214,166.4231,1096.4,0.4931971997878013,0.4101387453959052,-0.5494303175999935,2.0637510000000003,120.1444,1084.54,-0.17522168318207967,-0.31199899426496847,-0.023609172269160608,31.09856,98.60384,1093.84,0.3684094721321569,-0.18470511802476547,-0.46285216490832065,0.5354148464027821,0.9334862593017917,0.7848097563476409
250,29.08001,166.0965,1096.427,0.4944429644052429,0.4053540636314197,-0.552309735147558,2.066803,120.0946,1084.597,-0.17604538030643932,-0.3126818101274825,-0.024441255807234052,31.78825,97.92727,1094.139,0.39274199397475956,-0.16036299675448046,-0.4804312841323569,0.5349469081216239,0.9330813119459244,0.767608765366568
264,29.329110000000004,165.8565,1096.524,0.4954670450219619,0.4014782695518748,-0.5546584479397311,2.088165,120.0674,1084.671,-0.17851279917107507,-0.3134617809580547,-0.022617281939007,32.516479999999994,97.2,1094.456,0.4229199533869321,-0.1255959213699207,-0.5028257553770897,0.5344919199613085,0.9323965631470353,0.7433240459529713
278,29.58164,165.6365,1096.644,0.4953349301740473,0.40049343586521613,-0.5554230176295993,2.131462,120.0443,1084.756,-0.18203909332254448,-0.3144516871905409,-0.01897207421874006,33.27293,96.47413,1094.788,0.45126031862579014,-0.09028910800996542,-0.5233710647390919,0.5345592448602641,0.9314622726257713,0.7171434517600955
292,29.81949,165.4321,1096.76,0.4941542231422281,0.40311266587486294,-0.5541936652740932,2.191162,120.0047,1084.852,-0.18607492480938234,-0.31620654154136013,-0.014887934945379724,34.01432,95.75442,1095.117,0.47109146747811403,-0.06375703627889995,-0.5380171939739992,0.5349590299565271,0.9301440183308695,0.696092930995993
306,30.035400000000003,165.2273,1096.8629999999998,0.4925612483792812,0.40783316468133013,-0.5518260242345336,2.256203,119.9501,1084.96,-0.19072863480525837,-0.31837185802917634,-0.010530699042559419,34.72023,95.02891,1095.427,0.48550235601665703,-0.0410424662434174,-0.5497525369862337,0.5352976418391574,0.9285208948957732,0.6785094887649936
320,30.269620000000003,165.0077,1096.927,0.4907110054471377,0.4139450487097795,-0.5486489375062884,2.334213,119.9036,1085.076,-0.19645045585081095,-0.3205269912239966,-0.004900071911693338,35.41183,94.2943,1095.728,0.49831259301818276,-0.018405098800654024,-0.5606332710311476,0.5355712363028269,0.9266313482654042,0.6610870951626183
334,30.51758,164.7783,1096.934,0.4894567508867899,0.41849002064609475,-0.5463045209553375,2.416992,119.8738,1085.192,-0.2013248717611489,-0.3224765126751363,0.0009118747351148093,36.08017,93.54608,1096.022,0.5094256870142732,0.005121048001427236,-0.5710076312192421,0.5355833847448381,0.9249196523307887,0.6437464791102108
348,30.793,164.5439,1096.944,0.4892674422218612,0.41979653234299924,-0.5457328113665513,2.503967,119.8397,1085.304,-0.20424398073611139,-0.325172657072581,0.005361795350683818,36.74068,92.81259,1096.318,0.5207801684471532,0.03106862696591789,-0.5802648241093585,0.5353166726456696,0.9233192246325439,0.6253922692774053
362,31.03256,164.3809,1096.989,0.48979733869092085,0.41906612883724303,-0.5463235802645192,2.596664,119.7935,1085.413,-0.20732164753252702,-0.3279107054562408,0.009767725964826696,37.38937,92.12748,1096.591,0.5335098000428473,0.06111629871866475,-0.5888169316369134,0.5348015447992052,0.9216273082114405,0.6040916423084022
376,31.287,164.2204,1097.009,0.49013644389543065,0.41774147028401315,-0.5471710787057713,2.700043,119.7487,1085.5079999999998,-0.2111875884512216,-0.3300215370426198,0.014749715802921518,37.99362,91.53097,1096.817,0.5443783250524581,0.08719088120566759,-0.5942513719033579,0.5346607718904156,0.9199282762563162,0.5855896997374839
390,31.48956,164.07739999999998,1097.06,0.49009170327410656,0.4165043388421732,-0.5478422883363836,2.8060910000000003,119.6992,1085.613,-0.21491600864759872,-0.3321032841702659,0.01997683599277056,38.52978,90.94922,1096.998,0.5516378638280657,0.1122568498732763,-0.5968207278091524,0.5349795185031705,0.9182153581235869,0.5717508948004285
406,31.68564,163.9143,1097.091,0.4899567826734063,0.4149740688468238,-0.5486985742202336,2.915955,119.6324,1085.723,-0.21885247475612352,-0.33465813086340856,0.025661997574590305,39.01024,90.36366,1097.139,0.5557613382763227,0.13793748144088416,-0.5968935753173986,0.5354145570917164,0.9162144899643379,0.5619792218898038
418,31.86111,163.7426,1097.105,0.4901349601706179,0.412193888845147,-0.5502710055874426,3.034973,119.5532,1085.832,-0.22346131338864217,-0.33748739779566955,0.03224139489075898,39.40372,89.79072000000001,1097.219,0.5569243849256263,0.16298385380242095,-0.5942619997162005,0.5357851614472411,0.9138532651379152,0.5568879317854055
432,32.06215,163.5726,1097.116,0.4907586702825113,0.4069802944981871,-0.5531642106903333,3.14827,119.4661,1085.935,-0.22862170545805882,-0.3399931820865076,0.03915096450050494,39.73446,89.2174,1097.2659999999998,0.5560900030777897,0.18564555278779232,-0.5902965849310008,0.536220405658019,0.9113747604069468,0.5548419405793481
445,32.25632,163.4155,1097.095,0.49120158496712657,0.3997392457963899,-0.5570112835920651,3.2527920000000003,119.3804,1086.021,-0.23313916618095104,-0.342105009239511,0.044954779677945624,40.02419,88.63651999999999,1097.305,0.5543462951000655,0.20518935545641076,-0.5861578625995134,0.5372782968323178,0.9091695989361899,0.5540906727503936
459,32.43141,163.2692,1097.11,0.4913626055351549,0.390665457110642,-0.5616211536609226,3.352356,119.301,1086.083,-0.23613022069304662,-0.3440597763967362,0.04946465308901443,40.28206,88.03889000000001,1097.342,0.551779569637147,0.2233075781467884,-0.5818641549102042,0.539003682977038,0.9074241771277997,0.5541724797424488
474,32.57942,163.1219,1097.113,0.4912342957061795,0.3805090874943513,-0.5665816014773434,3.44162,119.2199,1086.13,-0.23917350687313058,-0.34548199653936673,0.053454376805305244,40.51647,87.43373,1097.372,0.5494344382410763,0.2397980690522167,-0.5777328861041506,0.5411903453717914,0.9058591796065977,0.55393446947027
487,32.73506,162.952,1097.087,0.4909551169552999,0.3702818029311744,-0.5714432016790328,3.528214,119.133,1086.167,-0.2415323596410155,-0.34717211647460544,0.056479350945966574,40.74249,86.82507000000001,1097.403,0.5472456218837016,0.2552855761998246,-0.5737891937449697,0.5434216841535335,0.9044024124832422,0.5532788312008166
501,32.88879,162.78470000000002,1097.076,0.49064229896607336,0.3588185902533551,-0.5766585398837375,3.599739,119.0457,1086.163,-0.23898817626208754,-0.3496992267003452,0.05383694592300385,40.91034,86.21252,1097.42,0.544153340007896,0.26833643563295934,-0.5702891304013357,0.5458793659161674,0.9042658269036742,0.5537716204502885
515,33.03719,162.61669999999998,1097.05,0.48975232419887454,0.346968894865137,-0.5817504965797587,3.660583,118.9739,1086.139,-0.23554358357029978,-0.35162146834413877,0.049888628516327346,41.08448,85.622,1097.4489999999998,0.5409990349342116,0.2794403358013536,-0.5671941499818535,0.5489276880127928,0.9046505888922712,0.5545484101084783
529,33.14667,162.4419,1096.954,0.48836947161179883,0.33306921569702785,-0.58730603064127,3.722,118.9165,1086.112,-0.2344556019534391,-0.35274053082915513,0.047809246025872665,41.255950000000006,85.05138,1097.487,0.5374447978929711,0.29097361649893455,-0.5634919554495191,0.55283974452365,0.9046098411013744,0.5558455359746911
