delta_time_ms,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,left_hand_rot_w,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w
0.0,-5.806,175.912,18.09,0.049,-0.052,-0.021,-0.997,-28.929,116.352,-9.371,-0.153,-0.184,-0.159,-0.958,6.48,143.237,-10.13,-0.415,-0.124,-0.021,-0.901
0.0,5.815,175.93,18.468,0.07,-0.081,-0.01,-0.994,-25.573,127.196,-8.452,-0.306,-0.255,-0.195,-0.896,18.74,138.186,-13.542,-0.221,-0.0,0.253,-0.942
0.0,6.683,175.834,18.53,0.076,-0.088,-0.003,-0.993,-24.269,127.323,-8.687,-0.292,-0.248,-0.191,-0.903,18.011,138.69,-12.653,-0.294,-0.07,-0.007,-0.953
0.0,2.769,176.181,15.161,0.049,-0.032,0.055,-0.997,-20.084,144.8,-6.957,-0.483,-0.013,0.041,-0.874,19.388,153.798,-2.432,-0.636,0.023,-0.129,-0.76
12.939,2.129,176.072,15.019,0.052,-0.027,0.057,-0.997,-20.074,146.569,-6.225,-0.517,-0.004,0.032,-0.856,19.436,154.62,-1.728,-0.647,0.041,-0.125,-0.751
25.635,1.451,175.938,14.902,0.057,-0.023,0.057,-0.997,-20.246,148.069,-5.576,-0.546,0.001,0.026,-0.837,19.388,155.201,-1.281,-0.653,0.055,-0.121,-0.746
37.598,0.708,175.778,14.804,0.063,-0.02,0.055,-0.996,-20.654,149.074,-5.222,-0.565,0.002,0.03,-0.825,19.229,155.464,-1.141,-0.655,0.063,-0.116,-0.744
50.781,-0.061,175.635,14.709,0.068,-0.017,0.052,-0.996,-21.155,149.739,-5.237,-0.572,-0.003,0.041,-0.819,18.954,155.521,-1.203,-0.656,0.066,-0.111,-0.743
63.965,-0.828,175.507,14.601,0.073,-0.015,0.05,-0.996,-21.828,150.108,-5.594,-0.57,-0.013,0.059,-0.819,18.681,155.503,-1.367,-0.658,0.067,-0.104,-0.743
77.637,-1.629,175.376,14.494,0.077,-0.012,0.047,-0.996,-22.72,150.195,-6.173,-0.568,-0.033,0.083,-0.818,18.518,155.283,-1.846,-0.652,0.065,-0.081,-0.751
91.064,-2.461,175.25,14.387,0.082,-0.01,0.043,-0.996,-23.601,150.225,-6.689,-0.573,-0.05,0.107,-0.811,18.559,154.58,-3.019,-0.632,0.054,-0.022,-0.773
104.248,-3.274,175.138,14.271,0.085,-0.007,0.039,-0.996,-24.433,150.283,-7.11,-0.583,-0.064,0.125,-0.8,18.624,153.865,-4.262,-0.605,0.044,0.04,-0.794
117.676,-4.098,175.046,14.153,0.088,-0.005,0.035,-0.996,-25.475,150.077,-7.691,-0.591,-0.083,0.131,-0.792,18.705,152.703,-6.058,-0.559,0.033,0.117,-0.82
131.104,-4.925,174.975,14.027,0.09,-0.002,0.03,-0.996,-26.767,149.689,-8.448,-0.591,-0.102,0.113,-0.792,18.648,151.156,-8.214,-0.492,0.031,0.192,-0.849
143.799,-5.739,174.906,13.897,0.091,0.001,0.026,-0.996,-28.186,149.21,-9.265,-0.587,-0.121,0.078,-0.797,18.394,149.372,-10.356,-0.413,0.039,0.253,-0.874
157.471,-6.558,174.839,13.763,0.092,0.003,0.021,-0.996,-29.722,148.293,-10.468,-0.567,-0.131,0.02,-0.813,17.82,146.871,-12.575,-0.306,0.057,0.298,-0.902
171.143,-7.372,174.758,13.624,0.093,0.005,0.015,-0.996,-31.167,147.107,-11.874,-0.534,-0.139,-0.045,-0.833,17.101,144.101,-14.007,-0.201,0.094,0.294,-0.93
184.814,-8.187,174.676,13.477,0.094,0.006,0.009,-0.996,-32.526,145.616,-13.487,-0.477,-0.147,-0.117,-0.859,16.342,142.128,-14.209,-0.143,0.137,0.212,-0.957
198.242,-8.993,174.605,13.337,0.096,0.007,0.003,-0.995,-33.781,143.822,-15.077,-0.394,-0.161,-0.192,-0.884,15.597,142.419,-13.274,-0.169,0.164,0.083,-0.968
211.67,-9.8,174.532,13.203,0.098,0.008,-0.001,-0.995,-34.875,142.103,-16.136,-0.312,-0.183,-0.25,-0.898,14.648,145.541,-11.483,-0.301,0.172,0.003,-0.938
225.586,-10.615,174.463,13.065,0.1,0.009,-0.004,-0.995,-35.549,141.079,-16.312,-0.262,-0.204,-0.263,-0.906,13.527,149.443,-8.874,-0.46,0.17,0.001,-0.871
239.258,-11.409,174.4,12.911,0.1,0.011,-0.008,-0.995,-35.153,142.431,-15.324,-0.312,-0.189,-0.187,-0.912,12.158,151.894,-6.573,-0.555,0.154,0.005,-0.817
253.174,-12.171,174.379,12.763,0.1,0.012,-0.012,-0.995,-34.103,144.992,-13.682,-0.416,-0.145,-0.088,-0.894,10.154,153.14,-5.148,-0.588,0.132,-0.056,-0.796
266.846,-12.892,174.383,12.64,0.1,0.013,-0.018,-0.995,-33.358,146.674,-12.324,-0.485,-0.111,-0.028,-0.867,8.367,153.752,-4.318,-0.605,0.12,-0.118,-0.778
281.25,-13.58,174.39,12.549,0.102,0.012,-0.024,-0.994,-32.769,147.991,-10.938,-0.537,-0.086,0.015,-0.839,7.075,153.958,-3.873,-0.609,0.121,-0.157,-0.768
294.922,-14.239,174.4,12.497,0.104,0.011,-0.03,-0.994,-32.96,148.506,-10.131,-0.557,-0.082,0.018,-0.826,6.314,154.069,-3.823,-0.611,0.115,-0.144,-0.77
308.838,-14.875,174.418,12.494,0.107,0.009,-0.035,-0.994,-33.457,148.688,-9.61,-0.57,-0.085,0.01,-0.817,6.033,154.013,-3.908,-0.615,0.098,-0.077,-0.779
322.021,-15.502,174.428,12.528,0.11,0.007,-0.038,-0.993,-33.822,148.71,-9.251,-0.582,-0.078,-0.001,-0.809,5.96,153.72,-4.344,-0.605,0.075,0.011,-0.793
335.938,-16.077,174.448,12.646,0.113,0.005,-0.039,-0.993,-34.337,148.459,-9.078,-0.594,-0.079,-0.007,-0.801,6.1,152.944,-5.473,-0.568,0.051,0.113,-0.813
349.365,-16.618,174.49,12.8,0.116,0.004,-0.039,-0.993,-34.822,148.144,-8.944,-0.606,-0.079,-0.009,-0.792,6.211,151.749,-7.043,-0.512,0.041,0.182,-0.838
363.281,-17.16,174.541,12.927,0.116,0.003,-0.038,-0.992,-35.462,147.51,-9.094,-0.611,-0.076,-0.026,-0.788,6.237,150.157,-8.881,-0.443,0.054,0.203,-0.871
377.441,-17.669,174.614,13.077,0.115,0.002,-0.035,-0.993,-36.256,146.584,-9.684,-0.599,-0.071,-0.059,-0.796,6.027,148.252,-10.74,-0.363,0.072,0.195,-0.908
392.09,-18.164,174.698,13.232,0.113,0.001,-0.032,-0.993,-37.279,145.359,-10.681,-0.567,-0.073,-0.101,-0.814,5.725,146.24,-12.142,-0.285,0.083,0.194,-0.935
406.494,-18.633,174.78,13.398,0.109,-0.0,-0.029,-0.994,-38.551,143.621,-12.326,-0.499,-0.085,-0.156,-0.848,5.566,144.524,-12.71,-0.231,0.091,0.215,-0.945
420.166,-19.121,174.831,13.533,0.107,-0.001,-0.027,-0.994,-39.8,141.807,-13.831,-0.423,-0.108,-0.201,-0.877,5.688,143.591,-12.675,-0.21,0.108,0.239,-0.942
434.57,-19.583,174.869,13.661,0.104,-0.002,-0.025,-0.994,-41.208,139.554,-15.215,-0.329,-0.148,-0.24,-0.901,6.558,144.1,-11.673,-0.248,0.155,0.233,-0.927
447.51,-20.042,174.887,13.758,0.1,-0.003,-0.024,-0.995,-42.433,137.186,-15.984,-0.238,-0.19,-0.26,-0.916,6.923,146.187,-10.116,-0.336,0.181,0.191,-0.904
460.938,-20.499,174.911,13.819,0.097,-0.004,-0.024,-0.995,-43.091,135.463,-16.217,-0.174,-0.208,-0.263,-0.926,6.565,148.738,-8.21,-0.427,0.178,0.139,-0.876
475.342,-20.932,174.942,13.832,0.093,-0.005,-0.024,-0.995,-43.176,134.838,-15.996,-0.153,-0.199,-0.229,-0.941,5.889,151.063,-6.434,-0.494,0.165,0.094,-0.848
488.525,-21.353,174.958,13.824,0.089,-0.006,-0.027,-0.996,-43.092,135.357,-15.546,-0.177,-0.176,-0.172,-0.953,5.232,153.038,-4.776,-0.541,0.158,0.058,-0.824
503.174,-21.733,174.94,13.806,0.087,-0.008,-0.031,-0.996,-42.448,137.325,-14.715,-0.254,-0.124,-0.09,-0.955,4.946,154.908,-3.039,-0.581,0.159,0.045,-0.797
515.869,-22.095,174.907,13.799,0.085,-0.01,-0.036,-0.996,-42.364,138.735,-13.892,-0.308,-0.096,-0.034,-0.946,4.805,156.464,-1.456,-0.618,0.159,0.045,-0.769
530.029,-22.403,174.856,13.795,0.085,-0.012,-0.042,-0.995,-42.964,140.25,-12.795,-0.372,-0.091,-0.018,-0.924,4.732,158.052,0.347,-0.657,0.165,0.032,-0.735
544.189,-22.648,174.8,13.799,0.085,-0.013,-0.048,-0.995,-44.033,141.31,-11.912,-0.416,-0.1,-0.021,-0.904,4.429,159.496,2.194,-0.698,0.17,-0.003,-0.696
557.861,-22.867,174.758,13.824,0.087,-0.013,-0.052,-0.995,-45.173,141.849,-11.451,-0.435,-0.108,-0.03,-0.893,3.815,160.69,3.921,0.735,-0.173,0.061,0.653
572.266,-23.068,174.733,13.871,0.089,-0.012,-0.053,-0.994,-46.223,142.171,-11.225,-0.449,-0.108,-0.034,-0.886,2.914,161.517,5.543,0.766,-0.18,0.138,0.602
585.693,-23.229,174.737,13.942,0.092,-0.009,-0.053,-0.994,-47.191,142.288,-11.161,-0.461,-0.105,-0.031,-0.88,1.8,161.808,6.832,-0.787,0.184,-0.22,-0.546
600.342,-23.358,174.769,14.052,0.094,-0.006,-0.05,-0.994,-48.267,142.155,-11.273,-0.468,-0.104,-0.025,-0.877,0.642,161.631,7.76,-0.798,0.191,-0.297,-0.488
614.014,-23.455,174.819,14.188,0.096,-0.003,-0.047,-0.994,-49.559,141.772,-11.604,-0.466,-0.111,-0.027,-0.878,-0.091,161.332,7.833,-0.793,0.198,-0.35,-0.458
626.953,-23.514,174.866,14.336,0.097,-0.0,-0.045,-0.994,-51.205,140.995,-12.189,-0.443,-0.134,-0.038,-0.886,0.516,161.592,6.633,-0.773,0.186,-0.321,-0.514
640.869,-23.549,174.92,14.472,0.096,0.002,-0.044,-0.994,-53.141,139.683,-13.056,-0.388,-0.169,-0.061,-0.904,2.678,162.367,4.186,-0.727,0.145,-0.173,-0.648
654.785,-23.589,174.991,14.571,0.093,0.003,-0.043,-0.995,-55.072,138.085,-13.841,-0.314,-0.21,-0.088,-0.922,5.149,162.745,1.264,-0.636,0.116,0.02,-0.762
668.457,-23.595,175.111,14.622,0.086,0.004,-0.041,-0.995,-56.949,136.14,-14.285,-0.219,-0.262,-0.114,-0.933,7.369,162.192,-0.877,-0.522,0.131,0.191,-0.821
682.373,-23.616,175.251,14.627,0.079,0.005,-0.038,-0.996,-58.116,134.847,-13.976,-0.142,-0.302,-0.112,-0.936,9.772,160.883,-0.839,-0.461,0.193,0.341,-0.796
696.045,-23.652,175.376,14.616,0.073,0.006,-0.035,-0.997,-58.618,135.171,-13.261,-0.134,-0.316,-0.077,-0.936,11.426,160.064,0.677,-0.472,0.262,0.397,-0.743
709.717,-23.69,175.474,14.61,0.069,0.008,-0.031,-0.997,-58.304,137.874,-12.239,-0.212,-0.31,0.01,-0.927,11.307,161.018,4.246,-0.565,0.36,0.234,-0.704
723.389,-23.732,175.525,14.62,0.068,0.009,-0.027,-0.997,-57.34,140.98,-11.155,-0.308,-0.28,0.075,-0.906,6.913,164.317,8.452,-0.694,0.357,-0.087,-0.62
738.281,-23.782,175.533,14.644,0.069,0.011,-0.022,-0.997,-55.879,143.818,-9.861,-0.401,-0.232,0.095,-0.881,2.105,166.025,10.995,-0.768,0.292,-0.259,-0.507
751.709,-23.83,175.505,14.661,0.069,0.013,-0.018,-0.997,-54.673,145.515,-8.901,-0.446,-0.195,0.1,-0.868,-2.136,166.03,12.78,-0.826,0.2,-0.334,-0.408
765.869,-23.87,175.475,14.658,0.069,0.015,-0.014,-0.997,-53.656,146.652,-8.167,-0.474,-0.169,0.103,-0.858,-5.085,164.7,13.679,-0.86,0.119,-0.355,-0.346
779.297,-23.907,175.465,14.645,0.069,0.017,-0.01,-0.997,-52.64,147.522,-7.482,-0.502,-0.142,0.103,-0.847,-6.586,163.331,13.491,-0.875,0.043,-0.341,-0.342
793.213,-23.928,175.455,14.634,0.069,0.018,-0.007,-0.997,-51.576,148.118,-6.871,-0.53,-0.11,0.104,-0.834,-5.855,162.856,11.089,-0.856,-0.043,-0.249,-0.451
807.129,-23.919,175.416,14.64,0.07,0.018,-0.006,-0.997,-50.467,148.435,-6.364,-0.556,-0.076,0.111,-0.82,-3.577,163.59,7.413,-0.792,-0.046,-0.148,-0.591
821.045,-23.886,175.343,14.668,0.072,0.017,-0.007,-0.997,-49.458,148.467,-5.914,-0.581,-0.047,0.125,-0.803,-0.052,164.155,3.262,-0.692,0.056,-0.055,-0.718
834.961,-23.835,175.236,14.71,0.077,0.016,-0.008,-0.997,-48.662,148.208,-5.517,-0.606,-0.019,0.129,-0.785,2.975,163.254,0.019,-0.591,0.128,0.057,-0.794
848.633,-23.78,175.111,14.76,0.083,0.015,-0.007,-0.996,-48.363,147.752,-5.287,-0.624,-0.009,0.127,-0.771,4.94,161.549,-1.805,-0.535,0.152,0.171,-0.813
862.549,-23.743,174.995,14.799,0.088,0.015,-0.005,-0.996,-48.427,147.251,-5.353,-0.63,-0.008,0.114,-0.768,6.08,159.953,-2.738,-0.516,0.166,0.243,-0.805
876.465,-23.703,174.857,14.819,0.094,0.014,-0.0,-0.995,-49.303,146.413,-6.059,-0.612,-0.029,0.074,-0.787,6.434,158.836,-2.649,-0.54,0.21,0.192,-0.792
890.625,-23.668,174.714,14.798,0.099,0.015,0.005,-0.995,-50.438,145.523,-7.106,-0.575,-0.057,0.022,-0.816,4.969,159.12,-1.554,-0.591,0.253,-0.017,-0.766
904.541,-23.642,174.55,14.739,0.104,0.015,0.01,-0.994,-51.563,144.568,-8.266,-0.528,-0.09,-0.03,-0.844,3.12,159.316,-0.965,-0.628,0.238,-0.155,-0.724
918.701,-23.606,174.308,14.612,0.11,0.016,0.014,-0.994,-52.934,143.308,-9.632,-0.46,-0.139,-0.09,-0.872,1.259,159.31,-0.618,-0.655,0.208,-0.25,-0.682
932.129,-23.544,173.979,14.424,0.119,0.017,0.013,-0.993,-53.995,142.161,-10.458,-0.408,-0.182,-0.145,-0.883,0.129,159.091,-0.896,-0.676,0.152,-0.249,-0.676
946.777,-23.435,173.555,14.191,0.132,0.019,0.008,-0.991,-54.7,141.241,-10.876,-0.374,-0.212,-0.198,-0.881,0.285,158.609,-1.906,-0.684,0.078,-0.137,-0.712
960.693,-23.278,173.059,13.942,0.152,0.02,0.0,-0.988,-54.94,140.789,-10.901,-0.364,-0.227,-0.244,-0.87,0.876,157.99,-3.041,-0.674,0.014,-0.014,-0.738
974.854,-23.054,172.41,13.652,0.18,0.024,-0.008,-0.983,-54.891,140.584,-10.759,-0.369,-0.225,-0.286,-0.855,2.063,157.058,-5.065,-0.627,-0.015,0.083,-0.774
988.037,-22.795,171.699,13.37,0.208,0.029,-0.012,-0.978,-54.609,140.709,-10.575,-0.384,-0.215,-0.307,-0.844,3.594,155.998,-7.276,-0.567,0.02,0.118,-0.815
1001.709,-22.456,170.853,13.061,0.24,0.038,-0.013,-0.97,-53.863,141.45,-10.242,-0.42,-0.192,-0.284,-0.84,5.88,154.61,-9.388,-0.499,0.101,0.135,-0.85
1015.625,-22.035,169.899,12.735,0.275,0.05,-0.009,-0.96,-52.836,142.413,-9.852,-0.461,-0.172,-0.211,-0.845,8.02,153.24,-10.621,-0.453,0.165,0.156,-0.862
1029.541,-21.614,169.005,12.44,0.306,0.061,-0.005,-0.95,-52.103,142.873,-9.682,-0.479,-0.167,-0.153,-0.848,9.912,152.081,-11.067,-0.432,0.211,0.184,-0.857
1043.457,-21.103,168.023,12.16,0.339,0.075,-0.002,-0.938,-51.503,143.127,-9.636,-0.485,-0.17,-0.098,-0.852,11.538,150.965,-11.3,-0.415,0.245,0.215,-0.849
1057.373,-20.549,166.991,11.967,0.371,0.088,-0.002,-0.924,-51.172,143.27,-9.666,-0.484,-0.181,-0.063,-0.854,12.777,149.954,-11.591,-0.394,0.265,0.238,-0.847
1071.289,-20.01,166.025,11.804,0.402,0.098,-0.003,-0.91,-51.062,143.406,-9.644,-0.483,-0.197,-0.048,-0.852,13.625,149.122,-11.918,-0.374,0.272,0.254,-0.849
1085.938,-19.485,165.123,11.601,0.427,0.107,-0.0,-0.898,-51.006,143.57,-9.496,-0.486,-0.206,-0.057,-0.847,14.094,148.613,-12.208,-0.362,0.268,0.254,-0.856
1099.121,-19.022,164.348,11.345,0.446,0.111,0.004,-0.888,-50.883,143.725,-9.274,-0.494,-0.204,-0.084,-0.841,14.239,148.576,-12.283,-0.365,0.253,0.238,-0.864
1112.793,-18.615,163.637,11.083,0.461,0.113,0.009,-0.88,-50.7,143.801,-9.083,-0.5,-0.197,-0.117,-0.835,14.605,148.637,-12.132,-0.375,0.245,0.236,-0.862
1126.709,-18.247,163.061,10.809,0.472,0.112,0.015,-0.874,-50.437,143.787,-8.975,-0.5,-0.189,-0.147,-0.832,15.137,148.717,-11.696,-0.391,0.244,0.242,-0.854
1140.625,-17.892,162.68,10.48,0.479,0.109,0.02,-0.871,-50.076,143.719,-8.885,-0.499,-0.18,-0.169,-0.831,15.762,148.682,-11.171,-0.402,0.251,0.243,-0.846
1154.541,-17.521,162.431,10.073,0.482,0.106,0.024,-0.869,-49.694,143.648,-8.77,-0.501,-0.173,-0.181,-0.828,16.338,148.587,-10.714,-0.409,0.258,0.237,-0.843
1168.457,-17.141,162.237,9.642,0.481,0.103,0.025,-0.871,-49.293,143.551,-8.656,-0.505,-0.168,-0.184,-0.826,16.737,148.614,-10.211,-0.421,0.262,0.215,-0.842
1182.373,-16.763,162.155,9.193,0.475,0.1,0.025,-0.874,-48.843,143.364,-8.577,-0.51,-0.165,-0.173,-0.826,16.872,148.766,-9.76,-0.435,0.257,0.178,-0.844
1196.289,-16.389,162.028,8.803,0.473,0.099,0.026,-0.875,-48.43,143.118,-8.548,-0.513,-0.165,-0.161,-0.827,17.013,148.829,-9.423,-0.447,0.251,0.147,-0.846
1210.205,-16.017,162.011,8.44,0.469,0.099,0.026,-0.877,-47.978,142.731,-8.62,-0.514,-0.163,-0.146,-0.83,17.181,148.74,-9.239,-0.452,0.247,0.116,-0.849
1228.516,-15.637,162.115,8.128,0.464,0.1,0.023,-0.88,-47.465,142.183,-8.835,-0.511,-0.161,-0.13,-0.834,17.553,148.336,-9.305,-0.442,0.251,0.095,-0.856
1237.793,-15.258,162.206,7.856,0.461,0.1,0.019,-0.882,-46.969,141.604,-9.142,-0.505,-0.157,-0.12,-0.84,18.015,147.831,-9.313,-0.434,0.255,0.086,-0.86
1251.465,-14.894,162.456,7.638,0.458,0.101,0.013,-0.883,-46.428,140.906,-9.6,-0.495,-0.151,-0.113,-0.848,18.473,147.211,-9.383,-0.426,0.254,0.086,-0.864
1264.893,-14.532,162.776,7.433,0.455,0.099,0.006,-0.885,-45.9,140.16,-10.135,-0.486,-0.143,-0.111,-0.855,18.974,146.515,-9.444,-0.422,0.251,0.098,-0.866
1279.053,-14.169,163.191,7.219,0.447,0.096,-0.004,-0.889,-45.434,139.359,-10.756,-0.472,-0.139,-0.109,-0.864,19.704,145.856,-9.389,-0.416,0.264,0.1,-0.865
1292.48,-13.806,163.692,6.983,0.433,0.093,-0.013,-0.896,-45.078,138.459,-11.482,-0.449,-0.141,-0.109,-0.876,20.573,145.392,-9.195,-0.409,0.287,0.094,-0.861
1306.152,-13.454,164.216,6.752,0.417,0.089,-0.02,-0.905,-44.922,137.421,-12.309,-0.411,-0.156,-0.107,-0.892,21.281,145.475,-8.612,-0.421,0.304,0.089,-0.85
1319.824,-13.123,164.779,6.54,0.399,0.085,-0.025,-0.913,-44.883,136.594,-12.865,-0.379,-0.177,-0.103,-0.903,21.465,146.197,-7.723,-0.452,0.305,0.066,-0.836
1334.229,-12.82,165.391,6.369,0.379,0.08,-0.029,-0.922,-44.993,136.097,-13.093,-0.356,-0.205,-0.1,-0.906,21.065,147.522,-6.692,-0.494,0.288,0.022,-0.82
1349.854,-12.491,166.051,6.211,0.355,0.073,-0.033,-0.931,-44.92,136.005,-13.057,-0.349,-0.224,-0.105,-0.904,20.487,149.108,-5.672,-0.533,0.27,-0.034,-0.801
1361.572,-12.248,166.619,6.127,0.333,0.066,-0.035,-0.94,-44.608,136.538,-12.718,-0.364,-0.223,-0.117,-0.897,19.667,150.641,-4.798,-0.566,0.254,-0.095,-0.779
1375.488,-11.983,167.318,6.041,0.304,0.057,-0.038,-0.95,-44.105,137.339,-12.253,-0.39,-0.214,-0.125,-0.887,18.653,152.103,-3.852,-0.6,0.232,-0.158,-0.749
1389.648,-11.722,168.022,5.962,0.276,0.046,-0.04,-0.959,-43.583,138.164,-11.789,-0.414,-0.206,-0.124,-0.878,17.814,153.223,-2.977,-0.628,0.218,-0.212,-0.716
1403.809,-11.49,168.79,5.995,0.248,0.032,-0.041,-0.967,-43.047,139.223,-11.222,-0.442,-0.201,-0.112,-0.867,17.067,154.071,-2.257,-0.652,0.205,-0.257,-0.684
1417.725,-11.246,169.491,6.143,0.222,0.019,-0.041,-0.974,-42.611,140.213,-10.676,-0.466,-0.204,-0.092,-0.856,16.532,154.611,-1.767,-0.669,0.191,-0.289,-0.657
1431.396,-10.977,170.149,6.353,0.201,0.007,-0.04,-0.979,-42.282,141.049,-10.167,-0.487,-0.212,-0.075,-0.844,16.227,154.951,-1.476,-0.681,0.183,-0.315,-0.635
1445.312,-10.659,170.809,6.697,0.181,-0.004,-0.04,-0.983,-42.061,141.874,-9.569,-0.509,-0.227,-0.061,-0.828,16.304,154.951,-1.441,-0.695,0.161,-0.301,-0.633
1459.229,-10.288,171.445,7.081,0.162,-0.012,-0.039,-0.986,-41.816,142.486,-9.097,-0.526,-0.239,-0.056,-0.815,17.185,154.693,-1.738,-0.713,0.12,-0.225,-0.653
1473.389,-9.884,172.02,7.468,0.147,-0.018,-0.038,-0.988,-41.549,142.944,-8.752,-0.537,-0.248,-0.056,-0.805,18.675,154.71,-2.78,-0.705,0.098,-0.147,-0.687
1487.549,-9.432,172.479,7.954,0.136,-0.022,-0.036,-0.99,-41.305,143.246,-8.545,-0.541,-0.257,-0.062,-0.798,21.375,154.453,-4.933,-0.653,0.124,-0.06,-0.744
1501.709,-8.941,172.811,8.493,0.13,-0.024,-0.033,-0.991,-41.111,143.385,-8.501,-0.538,-0.266,-0.074,-0.796,24.173,153.623,-7.751,-0.573,0.17,0.01,-0.802
1515.137,-8.448,173.106,8.981,0.124,-0.026,-0.031,-0.992,-40.935,143.502,-8.463,-0.536,-0.275,-0.087,-0.794,26.148,152.516,-10.326,-0.492,0.184,0.086,-0.847
1529.785,-7.91,173.299,9.492,0.121,-0.026,-0.028,-0.992,-40.822,143.515,-8.489,-0.528,-0.287,-0.102,-0.793,27.701,150.917,-12.863,-0.4,0.179,0.188,-0.879
1542.725,-7.38,173.475,9.948,0.118,-0.027,-0.025,-0.992,-40.795,143.308,-8.683,-0.509,-0.304,-0.123,-0.796,28.872,148.699,-14.816,-0.306,0.187,0.296,-0.885
1556.641,-6.845,173.606,10.37,0.116,-0.026,-0.022,-0.993,-40.724,143.107,-8.847,-0.488,-0.323,-0.137,-0.799,29.41,148.096,-15.084,-0.291,0.203,0.292,-0.888
1570.557,-6.322,173.731,10.741,0.114,-0.026,-0.02,-0.993,-40.617,142.914,-8.923,-0.468,-0.343,-0.151,-0.8,30.025,149.658,-13.245,-0.362,0.277,0.113,-0.883
1584.717,-5.821,173.876,11.07,0.11,-0.025,-0.017,-0.993,-40.364,142.871,-8.92,-0.454,-0.356,-0.164,-0.8,29.717,152.172,-11.363,-0.435,0.308,-0.062,-0.844
1598.877,-5.331,174.026,11.353,0.106,-0.025,-0.016,-0.994,-39.731,143.227,-8.799,-0.453,-0.354,-0.17,-0.8,28.112,155.458,-8.584,-0.535,0.308,-0.215,-0.757
1612.549,-4.868,174.171,11.583,0.101,-0.024,-0.014,-0.994,-38.914,143.983,-8.473,-0.467,-0.344,-0.167,-0.797,26.59,157.473,-6.646,-0.613,0.275,-0.241,-0.7
1626.465,-4.425,174.317,11.787,0.096,-0.025,-0.013,-0.995,-38.043,144.972,-7.974,-0.489,-0.334,-0.156,-0.79,25.396,158.727,-5.36,-0.671,0.22,-0.206,-0.678
1640.137,-3.993,174.451,11.977,0.09,-0.025,-0.013,-0.996,-36.964,146.331,-7.217,-0.522,-0.319,-0.128,-0.781,24.658,159.541,-4.351,-0.706,0.174,-0.161,-0.667
1654.297,-3.57,174.573,12.152,0.086,-0.026,-0.014,-0.996,-35.789,147.725,-6.35,-0.555,-0.304,-0.086,-0.77,24.306,159.971,-3.401,0.73,-0.144,0.127,0.656
1668.213,-3.154,174.689,12.326,0.083,-0.028,-0.015,-0.996,-34.526,149.051,-5.458,-0.582,-0.295,-0.03,-0.757,24.421,160.142,-2.8,-0.738,0.132,-0.103,-0.653
1682.129,-2.745,174.801,12.498,0.081,-0.03,-0.016,-0.996,-33.254,150.201,-4.659,-0.605,-0.285,0.024,-0.743,24.981,160.197,-2.666,-0.736,0.134,-0.079,-0.659
1695.801,-2.363,174.883,12.652,0.08,-0.031,-0.017,-0.996,-31.861,151.225,-3.915,-0.628,-0.271,0.078,-0.725,26.751,159.78,-3.543,-0.703,0.158,-0.02,-0.693
1709.717,-1.982,174.94,12.814,0.08,-0.032,-0.017,-0.996,-30.613,151.982,-3.34,-0.648,-0.255,0.116,-0.709,29.167,159.044,-5.018,-0.645,0.206,0.05,-0.734
1723.877,-1.595,174.986,12.992,0.081,-0.032,-0.016,-0.996,-29.508,152.56,-2.884,-0.665,-0.238,0.142,-0.693,30.905,158.145,-6.534,-0.583,0.249,0.084,-0.769
1737.549,-1.203,174.995,13.163,0.085,-0.031,-0.013,-0.996,-28.615,152.802,-2.666,-0.682,-0.215,0.154,-0.682,31.653,157.071,-8.099,-0.519,0.277,0.056,-0.807
1751.221,-0.807,174.994,13.322,0.088,-0.03,-0.011,-0.996,-27.895,152.823,-2.683,-0.692,-0.193,0.165,-0.676,31.425,157.04,-8.093,-0.511,0.285,-0.005,-0.811
1765.137,-0.416,174.999,13.467,0.091,-0.029,-0.009,-0.995,-27.518,152.726,-2.983,-0.691,-0.179,0.172,-0.679,30.964,157.945,-6.828,-0.545,0.287,-0.057,-0.786
1779.297,-0.035,174.991,13.582,0.094,-0.028,-0.006,-0.995,-28.135,152.42,-3.747,-0.667,-0.195,0.165,-0.699,29.781,159.67,-4.267,-0.621,0.268,-0.11,-0.728
1793.213,0.346,174.97,13.643,0.096,-0.027,-0.003,-0.995,-29.183,152.291,-4.245,-0.64,-0.237,0.158,-0.714,28.072,161.545,-1.087,-0.691,0.256,-0.19,-0.649
1806.885,0.731,174.971,13.658,0.097,-0.027,-0.002,-0.995,-30.027,152.457,-4.246,-0.622,-0.279,0.163,-0.713,26.902,162.778,1.4,-0.727,0.259,-0.252,-0.584
1821.045,1.109,175.008,13.578,0.093,-0.027,-0.002,-0.995,-30.642,153.004,-3.575,-0.621,-0.315,0.171,-0.697,25.78,163.79,3.924,-0.762,0.257,-0.289,-0.52
1834.961,1.464,175.11,13.405,0.088,-0.027,-0.004,-0.996,-30.843,153.834,-2.476,-0.639,-0.328,0.164,-0.676,25.116,164.456,6.327,-0.798,0.249,-0.293,-0.465
