,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,left_hand_rot_w,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w,delta_time_ms
735,-47.86067,210.93030000000002,13.58673,0.00728716,-0.7189118,-0.08301447,-0.6900879,-91.27311,171.0661,17.255480000000002,0.1316779,-0.1625465,0.8138075,-0.542178,-10.86906,210.4283,-21.60623,-0.6343226,0.5955554,0.3635795,-0.332804,760.0
736,-47.683409999999995,211.3467,14.10029,0.006787532,-0.7212325,-0.07647333,-0.6884254,-89.70665,171.50289999999998,17.27391,0.1167381,-0.1647758,0.8222529,-0.5320914,-11.08685,210.7734,-21.1919,-0.5965434,0.6004489,0.4426602,-0.2960556,773.3333333333334
737,-47.369119999999995,211.6872,14.57889,0.007271307,-0.7229109,-0.0717819,-0.6871641,-88.23453,171.9036,17.2399,0.1104745,-0.1679036,0.8292802,-0.5214385,-11.74228,211.1319,-21.19553,-0.556146,0.5971525,0.5128906,-0.2665592,786.6666666666667
738,-46.98367,211.99599999999998,14.9892,0.009621585,-0.7237277,-0.07034446,-0.6864235,-86.84217,172.2567,17.04148,0.106391,-0.166147,0.8371669,-0.5101253,-13.04572,211.5208,-21.79737,-0.5016306,0.5946681,0.5749226,-0.2533787,800.0
739,-46.57426,212.3542,15.50127,0.01327007,-0.7239302,-0.07240728,-0.6859345,-85.4157,172.543,16.682920000000003,0.09891851,-0.1596368,0.841547,-0.5064876,-15.75722,212.25079999999997,-23.722009999999997,-0.4160571,0.5664461,0.6529337,-0.2823348,813.3333333333334
740,-46.28043,212.7491,16.04902,0.01684378,-0.72519,-0.07553433,-0.6841859,-83.91677,172.7463,16.187099999999997,0.08876736,-0.1599488,0.8379264,-0.5142142,-19.967209999999998,214.32410000000002,-26.55689,-0.3556579,0.4615573,0.7446809,-0.3254576,826.6666666666667
741,-46.05632,213.26049999999998,16.52842,0.01831307,-0.7274722,-0.07651913,-0.6816111,-82.31934,172.824,15.55352,0.07915989,-0.1636503,0.828999,-0.5288789,-25.61387,218.4701,-29.43825,-0.3490897,0.3404012,0.7898692,-0.3719812,840.0
742,-45.96279,213.7943,16.90372,0.01720831,-0.7286861,-0.0748098,-0.6805321,-80.65598,172.6855,14.81026,0.06921548,-0.1648138,0.8237315,-0.5380634,-32.31845,224.85879999999997,-31.72256,-0.3567506,0.2484507,0.7623301,-0.4794312,853.3333333333334
743,-46.039609999999996,214.14110000000002,17.27264,0.01085645,-0.7272705,-0.06993148,-0.6826928,-78.97216,172.2362,14.01597,0.06230847,-0.1618696,0.8241634,-0.5391388,-41.48181,234.6038,-33.46706,-0.3707972,0.1441255,0.6065783,-0.6883314,866.6666666666667
744,-45.819880000000005,214.14499999999998,17.698230000000002,-0.001221348,-0.7223749,-0.0666312,-0.6882828,-77.21058,171.3958,13.273489999999999,0.06165356,-0.1499727,0.8202093,-0.5486018,-54.18657999999999,245.4252,-34.690929999999994,-0.3520702,-0.01152211,0.3466746,-0.8693275,880.0
