delta_time_ms,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w,drawing
412453.0,225.293,456.584,-264.958,0.014,0.351,-0.067,-0.934,1.0
412464.0,234.619,458.143,-266.408,0.011,0.346,-0.063,-0.936,1.0
412475.0,243.776,459.965,-267.214,0.008,0.347,-0.056,-0.936,1.0
412487.0,252.238,461.766,-268.866,0.006,0.348,-0.047,-0.936,1.0
412509.0,263.421,464.102,-272.876,-0.005,0.368,-0.022,-0.93,1.0
412553.0,269.404,465.002,-281.135,-0.032,0.416,0.004,-0.909,0.94
412576.0,269.675,467.825,-280.724,-0.04,0.439,0.046,-0.896,0.023
412788.0,191.71,468.556,-262.537,-0.025,0.518,0.096,-0.85,0.216
412810.0,202.121,471.322,-259.948,-0.021,0.529,0.123,-0.84,1.0
412833.0,213.314,470.26,-257.24,-0.025,0.534,0.153,-0.831,1.0
412844.0,222.023,470.086,-255.137,-0.02,0.528,0.154,-0.835,1.0
412866.0,236.926,469.555,-253.317,-0.001,0.511,0.137,-0.849,1.0
412889.0,250.887,467.909,-251.719,0.014,0.499,0.127,-0.857,1.0
412911.0,266.272,463.432,-249.217,0.01,0.5,0.156,-0.852,1.0
412933.0,278.443,460.452,-247.157,0.01,0.496,0.177,-0.85,1.0
412967.0,285.414,457.83,-252.259,0.013,0.497,0.164,-0.852,0.867
412979.0,284.307,456.996,-255.076,0.01,0.501,0.155,-0.852,0.602
413257.0,167.638,460.666,-272.081,-0.007,0.586,0.127,-0.8,0.119
413280.0,180.427,462.789,-271.627,0.003,0.59,0.147,-0.794,0.807
413302.0,193.901,464.231,-268.1,0.014,0.579,0.152,-0.801,1.0
413314.0,202.393,465.04,-266.649,0.017,0.569,0.149,-0.808,1.0
413324.0,209.854,463.225,-263.932,0.015,0.562,0.146,-0.814,1.0
413335.0,216.413,461.321,-260.82,0.012,0.556,0.144,-0.818,1.0
413358.0,228.657,456.967,-257.445,0.006,0.549,0.143,-0.823,1.0
413380.0,238.983,454.357,-254.727,0.002,0.545,0.141,-0.826,1.0
413402.0,249.571,453.86,-254.471,0.004,0.54,0.143,-0.83,1.0
413424.0,258.164,455.631,-252.397,0.006,0.533,0.147,-0.833,1.0
413470.0,264.264,463.091,-249.885,0.007,0.528,0.149,-0.836,0.614
413726.0,194.214,461.354,-190.563,-0.042,0.508,0.161,-0.845,0.155
413759.0,202.596,464.221,-197.544,-0.016,0.505,0.149,-0.85,1.0
413793.0,212.199,465.866,-206.913,-0.01,0.52,0.162,-0.839,1.0
413816.0,217.272,465.773,-215.06,-0.007,0.529,0.155,-0.835,1.0
413839.0,225.784,466.241,-223.472,0.005,0.527,0.141,-0.838,1.0
413860.0,235.278,468.134,-231.566,0.021,0.529,0.138,-0.837,1.0
413883.0,246.184,468.353,-237.629,0.024,0.537,0.154,-0.829,1.0
413906.0,254.332,466.08,-241.025,0.021,0.539,0.159,-0.827,1.0
413939.0,262.117,460.863,-245.383,0.016,0.534,0.145,-0.833,1.0
414017.0,263.944,461.331,-245.94,0.01,0.537,0.146,-0.831,0.089
414240.0,204.097,474.872,-227.883,0.016,0.545,0.135,-0.827,0.186
414263.0,209.985,469.51,-229.109,0.013,0.544,0.138,-0.828,0.771
414285.0,215.953,463.629,-229.297,0.004,0.541,0.142,-0.829,1.0
414307.0,225.278,459.238,-231.289,0.004,0.538,0.147,-0.83,1.0
414330.0,235.092,455.225,-233.269,0.004,0.532,0.149,-0.834,1.0
414352.0,244.48,452.256,-236.155,0.005,0.525,0.144,-0.839,1.0
414375.0,251.255,449.644,-239.789,0.001,0.523,0.143,-0.84,1.0
414432.0,249.693,454.023,-246.959,-0.015,0.537,0.144,-0.831,0.891
414454.0,245.276,463.448,-248.903,-0.004,0.538,0.137,-0.832,0.56
414465.0,243.087,468.019,-249.399,0.003,0.537,0.134,-0.833,0.222
414722.0,136.432,481.412,-211.301,-0.014,0.548,0.14,-0.825,0.059
414767.0,139.341,474.128,-217.691,-0.006,0.557,0.147,-0.818,1.0
414789.0,149.342,471.724,-220.727,-0.013,0.559,0.166,-0.813,1.0
414812.0,158.84,468.968,-222.695,-0.02,0.555,0.171,-0.814,1.0
414834.0,171.226,472.737,-228.576,-0.003,0.551,0.158,-0.82,1.0
414856.0,182.89,477.753,-234.719,0.015,0.547,0.15,-0.823,1.0
414879.0,195.497,481.185,-238.168,0.019,0.544,0.159,-0.824,1.0
414900.0,206.307,483.532,-241.044,0.017,0.543,0.169,-0.822,1.0
414922.0,213.893,485.842,-244.308,0.016,0.543,0.169,-0.822,1.0
414956.0,221.629,490.107,-248.848,0.021,0.539,0.161,-0.827,0.916
415001.0,222.874,498.573,-246.147,0.019,0.534,0.171,-0.828,0.161
415013.0,220.982,502.183,-245.225,0.022,0.535,0.175,-0.826,0.005
415235.0,120.899,494.85,-205.641,-0.012,0.547,0.176,-0.818,0.167
415269.0,126.105,488.276,-208.313,-0.001,0.544,0.165,-0.822,0.928
415291.0,133.151,483.188,-208.871,-0.001,0.54,0.17,-0.824,1.0
415314.0,142.927,476.201,-207.814,-0.009,0.534,0.181,-0.826,1.0
415336.0,153.289,470.127,-208.8,-0.013,0.529,0.185,-0.828,1.0
415358.0,163.02,464.234,-211.406,-0.018,0.525,0.183,-0.831,1.0
415381.0,172.895,460.056,-214.547,-0.024,0.523,0.188,-0.831,1.0
415403.0,183.962,458.337,-217.889,-0.026,0.52,0.195,-0.831,1.0
415425.0,193.67,459.401,-221.001,-0.024,0.514,0.195,-0.835,1.0
415459.0,203.638,464.266,-223.83,-0.02,0.506,0.194,-0.84,1.0
415493.0,205.54,474.52,-227.215,-0.013,0.512,0.194,-0.837,0.638
415515.0,203.199,482.46,-228.481,-0.012,0.52,0.198,-0.831,0.161
415526.0,201.21,486.828,-228.188,-0.01,0.524,0.201,-0.827,0.011
415727.0,143.788,505.488,-186.469,0.007,0.514,0.219,-0.829,0.149
415761.0,144.076,493.246,-186.517,-0.011,0.526,0.233,-0.818,0.97
415784.0,150.756,487.207,-189.758,-0.012,0.524,0.235,-0.819,1.0
415806.0,159.272,479.884,-193.142,-0.016,0.515,0.226,-0.827,1.0
415829.0,169.158,475.927,-198.786,-0.009,0.51,0.216,-0.833,1.0
415850.0,179.261,473.544,-205.934,-0.007,0.511,0.218,-0.831,1.0
415872.0,187.173,469.928,-212.756,-0.014,0.515,0.222,-0.828,1.0
415895.0,193.908,466.515,-219.805,-0.022,0.517,0.222,-0.826,1.0
415929.0,199.801,465.908,-229.702,-0.028,0.517,0.211,-0.829,1.0
415950.0,202.712,469.389,-236.579,-0.024,0.521,0.206,-0.828,0.837
415984.0,203.453,478.389,-241.876,-0.019,0.527,0.208,-0.824,0.186
415996.0,203.125,481.304,-242.68,-0.017,0.528,0.209,-0.823,0.186
416297.0,122.561,505.335,-167.317,0.021,0.497,0.244,-0.832,0.155
416330.0,131.009,498.839,-171.451,0.016,0.502,0.251,-0.827,1.0
416352.0,138.932,493.632,-175.053,0.01,0.496,0.245,-0.833,1.0
416375.0,149.835,489.646,-181.495,0.009,0.493,0.246,-0.835,1.0
416398.0,159.908,488.656,-189.886,0.01,0.495,0.249,-0.832,1.0
416420.0,167.659,488.66,-198.948,0.009,0.5,0.25,-0.829,1.0
416442.0,173.658,490.9,-208.283,0.008,0.507,0.249,-0.825,1.0
416464.0,178.125,495.42,-216.554,0.011,0.513,0.247,-0.822,1.0
416486.0,180.091,501.473,-223.889,0.017,0.518,0.241,-0.82,1.0
416509.0,178.572,509.646,-229.816,0.025,0.527,0.232,-0.817,0.698
416533.0,175.425,516.526,-232.855,0.029,0.535,0.233,-0.812,0.403
416553.0,169.247,522.04,-231.851,0.03,0.539,0.239,-0.807,0.119
416755.0,86.534,518.414,-194.174,0.024,0.541,0.224,-0.81,0.005
416788.0,89.392,508.332,-193.464,0.021,0.541,0.227,-0.809,1.0
416810.0,95.88,501.417,-193.573,0.017,0.537,0.229,-0.812,1.0
416833.0,105.116,494.383,-194.18,0.012,0.531,0.23,-0.815,1.0
416855.0,116.601,488.507,-196.059,0.013,0.52,0.226,-0.823,1.0
416878.0,127.771,484.5,-199.857,0.018,0.512,0.219,-0.831,1.0
416900.0,137.423,480.663,-204.476,0.016,0.509,0.219,-0.832,1.0
416923.0,146.577,478.716,-210.182,0.009,0.512,0.231,-0.827,1.0
416946.0,155.024,479.268,-216.054,0.008,0.515,0.239,-0.824,1.0
416970.0,160.874,481.602,-222.306,0.011,0.513,0.232,-0.827,1.0
416990.0,164.352,487.282,-229.436,0.02,0.513,0.215,-0.831,0.916
417015.0,163.896,494.749,-235.547,0.031,0.519,0.205,-0.83,0.246
417036.0,162.835,502.425,-239.39,0.037,0.527,0.212,-0.822,0.071
417259.0,76.311,518.996,-218.457,0.059,0.554,0.185,-0.81,0.475
417282.0,85.845,515.859,-216.624,0.063,0.555,0.203,-0.804,1.0
417303.0,94.769,507.918,-211.042,0.046,0.553,0.231,-0.8,1.0
417315.0,104.136,506.611,-209.21,0.051,0.545,0.24,-0.802,1.0
417325.0,114.328,505.623,-208.449,0.059,0.538,0.245,-0.805,1.0
417336.0,123.007,504.566,-207.521,0.067,0.531,0.246,-0.808,1.0
417351.0,132.218,503.821,-208.053,0.074,0.523,0.242,-0.814,1.0
417369.0,146.19,498.532,-207.591,0.072,0.514,0.24,-0.82,1.0
417393.0,156.864,492.58,-207.061,0.059,0.51,0.249,-0.821,1.0
417417.0,165.199,489.406,-207.939,0.053,0.505,0.252,-0.824,1.0
417450.0,173.409,493.262,-214.287,0.059,0.493,0.241,-0.834,1.0
417471.0,175.324,499.611,-220.453,0.07,0.492,0.238,-0.834,1.0
417493.0,173.207,510.134,-230.13,0.085,0.498,0.233,-0.831,0.427
417503.0,169.541,515.167,-235.678,0.091,0.504,0.23,-0.827,0.427
417515.0,167.363,520.791,-241.447,0.097,0.509,0.226,-0.825,0.167
417526.0,161.412,525.985,-246.869,0.101,0.517,0.224,-0.82,0.041
417772.0,78.039,536.121,-256.821,0.111,0.558,0.215,-0.793,0.041
417783.0,84.687,535.647,-254.032,0.117,0.551,0.216,-0.798,0.409
417794.0,94.16,534.408,-250.481,0.126,0.54,0.219,-0.803,0.934
417805.0,102.854,532.658,-245.644,0.128,0.533,0.227,-0.805,0.97
417816.0,112.926,531.279,-242.03,0.134,0.521,0.233,-0.81,1.0
417829.0,122.248,528.873,-238.934,0.138,0.514,0.24,-0.812,1.0
417839.0,130.924,526.32,-235.239,0.14,0.509,0.25,-0.811,1.0
417850.0,139.144,523.63,-232.391,0.142,0.504,0.258,-0.812,1.0
417861.0,147.581,520.338,-230.334,0.142,0.498,0.264,-0.813,1.0
417872.0,155.04,517.724,-228.515,0.144,0.491,0.268,-0.816,1.0
417883.0,161.505,515.152,-227.3,0.146,0.482,0.269,-0.821,1.0
417895.0,170.413,512.397,-226.934,0.149,0.474,0.273,-0.824,1.0
417906.0,177.654,510.842,-226.63,0.155,0.463,0.276,-0.828,1.0
417916.0,184.513,509.743,-226.908,0.16,0.453,0.278,-0.832,1.0
417939.0,194.063,508.043,-227.716,0.166,0.439,0.28,-0.837,1.0
417973.0,190.987,509.723,-234.14,0.166,0.444,0.269,-0.838,0.928
417994.0,183.55,510.903,-239.582,0.166,0.454,0.26,-0.836,0.379
418006.0,177.848,511.41,-242.852,0.163,0.459,0.257,-0.835,0.192
418184.0,73.247,504.208,-268.661,0.143,0.543,0.238,-0.793,0.011
418207.0,83.828,503.867,-267.226,0.16,0.534,0.251,-0.791,0.97
418230.0,96.29,502.833,-262.493,0.173,0.511,0.254,-0.803,1.0
418240.0,104.34,502.736,-260.072,0.178,0.503,0.258,-0.805,1.0
418263.0,121.634,501.873,-256.821,0.189,0.491,0.271,-0.806,1.0
418273.0,130.196,501.46,-254.167,0.193,0.483,0.278,-0.808,1.0
418285.0,139.493,501.137,-251.551,0.197,0.474,0.286,-0.809,1.0
418296.0,149.554,500.456,-249.932,0.201,0.466,0.294,-0.81,1.0
418307.0,158.493,499.721,-247.986,0.208,0.458,0.303,-0.809,1.0
418318.0,166.879,499.539,-247.372,0.215,0.45,0.31,-0.809,1.0
418330.0,176.179,498.561,-246.735,0.221,0.442,0.318,-0.809,1.0
418352.0,190.505,498.676,-247.034,0.233,0.426,0.327,-0.81,1.0
418385.0,198.392,500.362,-249.186,0.243,0.417,0.328,-0.812,1.0
418419.0,190.712,501.484,-252.261,0.234,0.427,0.313,-0.815,0.632
418441.0,176.124,502.657,-252.841,0.221,0.438,0.299,-0.818,0.059
418709.0,82.53,506.897,-251.906,0.19,0.517,0.244,-0.798,0.041
418720.0,91.898,508.966,-248.976,0.198,0.511,0.253,-0.797,0.24
418731.0,103.72,510.648,-247.114,0.21,0.503,0.264,-0.796,0.813
418742.0,114.46,512.403,-245.49,0.223,0.491,0.269,-0.798,0.958
418754.0,125.925,514.139,-241.537,0.231,0.474,0.272,-0.805,1.0
418765.0,136.083,514.679,-238.121,0.238,0.458,0.275,-0.811,1.0
418776.0,145.647,515.12,-235.152,0.244,0.444,0.28,-0.815,1.0
418787.0,155.632,513.163,-233.017,0.249,0.433,0.288,-0.817,1.0
418798.0,162.93,513.206,-230.791,0.253,0.425,0.295,-0.817,1.0
418821.0,168.804,513.209,-228.34,0.253,0.42,0.294,-0.82,1.0
418843.0,163.462,515.334,-231.449,0.251,0.427,0.266,-0.827,1.0
418865.0,148.08,516.739,-237.567,0.251,0.443,0.217,-0.833,1.0
418876.0,135.099,516.825,-243.761,0.249,0.456,0.191,-0.833,0.946
418887.0,123.507,515.054,-248.839,0.247,0.47,0.166,-0.831,0.873
418899.0,111.1,512.394,-253.571,0.243,0.484,0.144,-0.828,0.397
418910.0,95.709,508.87,-257.247,0.235,0.496,0.126,-0.826,0.155
419100.0,-10.427,442.606,-246.035,0.125,0.578,0.095,-0.801,0.3
419111.0,3.813,449.526,-244.417,0.137,0.575,0.124,-0.797,0.65
419122.0,16.845,455.285,-242.074,0.152,0.568,0.144,-0.796,0.964
419133.0,27.521,460.341,-238.814,0.165,0.559,0.161,-0.796,1.0
419144.0,40.673,466.605,-235.936,0.184,0.545,0.171,-0.8,1.0
419157.0,53.807,473.002,-234.645,0.204,0.528,0.176,-0.806,1.0
419167.0,68.174,477.835,-233.851,0.221,0.51,0.181,-0.811,1.0
419178.0,81.1,482.868,-231.644,0.236,0.494,0.19,-0.815,1.0
419190.0,92.14,485.625,-229.01,0.25,0.48,0.201,-0.816,1.0
419200.0,102.204,489.236,-227.517,0.259,0.471,0.215,-0.816,1.0
419212.0,110.066,492.205,-226.16,0.263,0.468,0.228,-0.812,1.0
419268.0,99.116,494.399,-236.036,0.278,0.485,0.171,-0.811,1.0
419279.0,89.962,493.606,-242.18,0.279,0.494,0.146,-0.811,0.994
419290.0,74.241,487.259,-247.956,0.273,0.512,0.11,-0.807,0.994
419301.0,63.449,483.048,-251.904,0.269,0.523,0.084,-0.804,0.354
419314.0,48.218,476.14,-256.212,0.258,0.536,0.057,-0.802,0.107
419469.0,12.489,428.586,-228.437,0.175,0.544,0.048,-0.819,0.137
419480.0,25.849,436.259,-227.379,0.2,0.532,0.073,-0.82,0.427
419491.0,45.568,452.3,-231.449,0.234,0.519,0.103,-0.816,0.837
419502.0,61.194,460.092,-233.396,0.257,0.513,0.131,-0.809,1.0
419513.0,75.427,467.381,-234.348,0.281,0.505,0.147,-0.803,1.0
419525.0,84.614,475.69,-236.05,0.303,0.497,0.158,-0.798,1.0
419536.0,94.776,479.982,-242.113,0.325,0.489,0.156,-0.794,1.0
419547.0,100.88,483.324,-245.603,0.34,0.48,0.147,-0.795,1.0
419558.0,111.53,481.992,-252.107,0.354,0.469,0.14,-0.797,1.0
419591.0,108.92,474.894,-263.283,0.347,0.476,0.098,-0.802,1.0
419603.0,98.147,472.448,-264.719,0.331,0.495,0.079,-0.799,1.0
419614.0,83.663,464.863,-267.488,0.316,0.512,0.051,-0.797,1.0
419625.0,72.006,459.618,-269.942,0.302,0.525,0.019,-0.796,1.0
419636.0,54.812,451.003,-271.449,0.286,0.531,-0.032,-0.797,0.928
419647.0,38.549,443.974,-271.621,0.271,0.535,-0.066,-0.798,0.837
419659.0,23.586,432.564,-266.566,0.241,0.537,-0.097,-0.802,0.336
419669.0,14.541,424.103,-263.845,0.217,0.537,-0.123,-0.806,0.107
419782.0,51.544,470.782,-274.334,0.275,0.536,0.042,-0.797,0.143
419792.0,62.301,484.095,-277.23,0.292,0.531,0.067,-0.793,0.379
419803.0,76.79,492.355,-282.273,0.319,0.515,0.081,-0.791,0.879
419815.0,85.084,501.063,-284.464,0.344,0.499,0.088,-0.791,1.0
419826.0,96.348,509.267,-287.598,0.362,0.487,0.104,-0.788,1.0
419837.0,110.274,514.321,-291.132,0.377,0.472,0.12,-0.788,1.0
419848.0,127.747,514.831,-292.98,0.392,0.458,0.139,-0.786,1.0
419859.0,112.232,521.98,-277.071,0.399,0.447,0.154,-0.786,1.0
419904.0,99.907,516.525,-275.674,0.365,0.491,0.145,-0.778,1.0
419915.0,84.538,510.748,-275.971,0.356,0.497,0.111,-0.783,1.0
419927.0,63.391,504.073,-278.446,0.344,0.505,0.051,-0.79,1.0
419938.0,41.734,494.168,-283.448,0.33,0.512,-0.011,-0.793,1.0
419949.0,20.619,478.741,-282.689,0.309,0.527,-0.064,-0.789,0.801
419961.0,1.177,468.75,-279.365,0.279,0.543,-0.093,-0.786,0.499
420072.0,-24.535,466.59,-251.788,0.218,0.534,-0.086,-0.812,0.017
420084.0,-12.075,484.092,-254.3,0.235,0.526,-0.042,-0.816,0.234
420094.0,5.991,498.326,-255.174,0.261,0.522,0.016,-0.812,0.602
420105.0,23.991,510.573,-261.042,0.296,0.523,0.061,-0.797,1.0
420117.0,38.139,525.038,-266.995,0.329,0.524,0.087,-0.781,1.0
420128.0,63.149,527.947,-281.905,0.36,0.518,0.107,-0.769,1.0
420139.0,72.037,532.332,-290.086,0.388,0.507,0.11,-0.762,1.0
420150.0,78.223,534.933,-292.242,0.401,0.496,0.112,-0.762,1.0
420173.0,72.121,535.196,-289.49,0.383,0.499,0.102,-0.771,1.0
420184.0,66.168,528.13,-285.233,0.368,0.509,0.101,-0.772,1.0
420195.0,54.977,523.251,-283.405,0.34,0.526,0.082,-0.775,1.0
420206.0,39.334,516.187,-282.093,0.313,0.542,0.049,-0.778,1.0
420217.0,21.791,503.967,-279.726,0.295,0.551,0.016,-0.78,1.0
420229.0,5.095,493.532,-279.413,0.275,0.557,-0.034,-0.783,1.0
420240.0,-10.114,480.893,-277.703,0.249,0.561,-0.081,-0.785,1.0
420251.0,-26.943,463.97,-274.034,0.216,0.568,-0.115,-0.786,0.994
420263.0,-36.32,450.67,-267.183,0.18,0.569,-0.138,-0.791,0.548
420274.0,-43.871,439.15,-260.348,0.145,0.567,-0.152,-0.796,0.548
420375.0,45.114,499.625,-263.441,0.275,0.545,0.129,-0.781,0.475
420385.0,61.872,513.053,-266.843,0.302,0.535,0.168,-0.771,0.903
420396.0,79.861,520.971,-271.981,0.334,0.517,0.196,-0.763,0.903
420407.0,92.313,527.838,-277.705,0.36,0.491,0.2,-0.768,1.0
420418.0,100.071,534.245,-278.201,0.374,0.464,0.188,-0.781,1.0
420441.0,96.624,541.285,-285.526,0.382,0.431,0.139,-0.805,1.0
420464.0,84.258,535.123,-289.643,0.348,0.472,0.112,-0.802,1.0
420474.0,72.519,534.287,-295.044,0.332,0.497,0.095,-0.796,0.855
420485.0,55.638,522.797,-300.582,0.304,0.531,0.065,-0.788,0.692
420497.0,43.527,518.118,-303.275,0.284,0.546,0.041,-0.787,0.167
420676.0,107.933,522.042,-272.848,0.32,0.458,0.198,-0.805,0.041
420687.0,125.66,528.562,-273.636,0.355,0.455,0.23,-0.784,0.21
420698.0,145.234,530.101,-278.455,0.387,0.449,0.257,-0.763,0.638
420710.0,162.591,530.71,-284.955,0.417,0.445,0.278,-0.743,0.916
420721.0,171.31,532.453,-284.374,0.437,0.435,0.286,-0.733,0.958
420732.0,179.237,533.267,-287.823,0.452,0.424,0.283,-0.732,1.0
420754.0,182.823,530.696,-293.39,0.458,0.409,0.254,-0.747,1.0
420777.0,164.713,531.807,-290.697,0.432,0.429,0.215,-0.763,1.0
420788.0,147.957,526.787,-288.751,0.407,0.463,0.194,-0.763,0.825
420799.0,129.041,524.225,-287.507,0.385,0.487,0.168,-0.766,0.59
420810.0,105.822,515.084,-284.027,0.355,0.506,0.124,-0.776,0.415
421190.0,18.049,487.617,-147.016,0.198,0.453,0.128,-0.86,0.252
421200.0,40.621,500.021,-152.281,0.245,0.43,0.155,-0.855,0.662
421213.0,60.915,512.695,-158.766,0.277,0.417,0.18,-0.847,1.0
421223.0,82.109,521.469,-161.429,0.301,0.403,0.212,-0.838,1.0
421234.0,98.957,528.732,-164.113,0.324,0.386,0.23,-0.833,1.0
421245.0,112.8,534.934,-167.509,0.342,0.37,0.239,-0.83,1.0
421257.0,124.215,540.184,-171.453,0.356,0.353,0.24,-0.831,1.0
421267.0,137.027,540.998,-176.485,0.37,0.333,0.238,-0.834,1.0
421290.0,147.006,542.85,-181.296,0.392,0.303,0.235,-0.836,1.0
421323.0,135.653,543.084,-179.975,0.384,0.306,0.214,-0.845,1.0
421334.0,119.412,542.935,-173.857,0.36,0.325,0.195,-0.853,1.0
421346.0,103.723,539.707,-167.3,0.334,0.341,0.176,-0.861,0.928
421356.0,78.603,531.073,-157.111,0.287,0.361,0.14,-0.876,0.421
421368.0,60.58,525.595,-147.343,0.253,0.366,0.112,-0.889,0.089
421513.0,16.373,479.264,-81.815,0.135,0.384,0.267,-0.874,0.36
421525.0,32.522,485.72,-89.413,0.173,0.375,0.283,-0.866,1.0
421535.0,51.115,491.411,-95.055,0.206,0.363,0.313,-0.854,1.0
421547.0,75.297,499.323,-104.12,0.242,0.34,0.338,-0.844,1.0
421557.0,99.089,502.344,-114.77,0.282,0.314,0.354,-0.835,1.0
421568.0,117.393,506.938,-123.531,0.315,0.284,0.355,-0.833,1.0
421581.0,130.648,510.303,-132.664,0.341,0.257,0.346,-0.835,1.0
421591.0,144.32,510.235,-144.284,0.367,0.237,0.34,-0.832,1.0
421602.0,149.822,512.784,-152.87,0.386,0.227,0.328,-0.832,1.0
421625.0,145.107,514.388,-160.257,0.389,0.242,0.316,-0.831,1.0
421647.0,124.77,513.669,-157.265,0.361,0.267,0.285,-0.847,1.0
421658.0,111.172,514.262,-156.572,0.349,0.279,0.269,-0.853,1.0
421669.0,94.875,511.327,-154.365,0.327,0.297,0.248,-0.862,0.891
421681.0,78.326,505.504,-150.997,0.309,0.31,0.227,-0.87,0.572
421837.0,-61.908,402.116,-97.98,0.024,0.414,0.236,-0.879,0.089
421848.0,-40.171,412.874,-102.512,0.058,0.404,0.275,-0.87,0.572
421859.0,-13.465,428.428,-105.097,0.119,0.389,0.315,-0.858,1.0
421870.0,7.197,435.778,-102.864,0.15,0.37,0.341,-0.851,1.0
421881.0,29.57,448.003,-108.778,0.177,0.35,0.353,-0.849,1.0
421893.0,49.797,452.179,-113.49,0.202,0.33,0.358,-0.85,1.0
421903.0,65.43,458.097,-116.339,0.225,0.313,0.36,-0.849,1.0
421915.0,71.819,464.122,-120.113,0.236,0.301,0.335,-0.861,1.0
421926.0,83.66,466.04,-126.289,0.246,0.288,0.315,-0.87,1.0
421949.0,74.636,469.232,-124.88,0.229,0.287,0.241,-0.898,1.0
421959.0,64.486,468.151,-126.334,0.211,0.303,0.215,-0.904,1.0
421972.0,54.083,464.634,-126.504,0.188,0.324,0.19,-0.907,0.861
421982.0,40.475,455.835,-123.006,0.163,0.348,0.168,-0.908,0.21
425446.0,253.11,456.902,-131.809,0.077,0.906,0.319,-0.266,0.246
425467.0,246.886,460.606,-135.497,0.085,0.91,0.306,-0.265,1.0
425489.0,232.699,460.947,-135.715,0.046,0.917,0.3,-0.26,1.0
425516.0,218.414,458.602,-130.483,0.023,0.918,0.298,-0.26,1.0
425523.0,210.694,457.412,-127.123,0.02,0.918,0.294,-0.266,1.0
425535.0,201.072,454.868,-121.953,0.018,0.913,0.287,-0.289,1.0
425545.0,192.139,451.473,-116.376,0.012,0.909,0.279,-0.31,1.0
425555.0,181.177,445.985,-108.882,-0.003,0.9,0.271,-0.341,1.0
425566.0,170.686,439.848,-99.794,-0.025,0.889,0.266,-0.371,1.0
425578.0,160.223,432.315,-91.672,-0.048,0.878,0.261,-0.399,1.0
425589.0,152.255,425.445,-84.305,-0.065,0.866,0.255,-0.424,1.0
425600.0,144.867,419.808,-77.378,-0.077,0.856,0.248,-0.446,1.0
425611.0,139.702,414.286,-73.034,-0.081,0.851,0.241,-0.46,1.0
425634.0,133.49,406.604,-67.389,-0.092,0.844,0.23,-0.475,1.0
425678.0,139.285,408.561,-73.371,-0.09,0.862,0.218,-0.448,1.0
425689.0,143.037,412.481,-78.586,-0.076,0.87,0.211,-0.439,1.0
425711.0,154.094,422.905,-90.645,-0.046,0.887,0.201,-0.412,1.0
425723.0,159.786,428.352,-97.163,-0.034,0.896,0.202,-0.393,1.0
425734.0,165.134,433.084,-103.2,-0.024,0.905,0.205,-0.373,1.0
425745.0,173.401,439.83,-110.209,-0.014,0.915,0.213,-0.344,1.0
425756.0,180.564,445.468,-117.037,-0.005,0.924,0.223,-0.31,1.0
425767.0,188.596,449.709,-123.265,0.003,0.933,0.23,-0.276,1.0
425779.0,198.211,454.419,-130.574,0.013,0.944,0.237,-0.229,1.0
425790.0,205.563,457.182,-136.248,0.025,0.953,0.238,-0.186,1.0
425801.0,213.723,458.53,-141.696,0.037,0.959,0.236,-0.149,1.0
425823.0,221.353,458.629,-147.24,0.019,0.968,0.237,-0.076,1.0
425857.0,208.205,451.13,-142.661,-0.045,0.967,0.237,-0.077,1.0
425868.0,196.587,445.856,-136.836,-0.073,0.962,0.232,-0.124,1.0
425880.0,181.574,437.356,-129.497,-0.111,0.951,0.227,-0.18,1.0
425890.0,166.207,428.84,-119.74,-0.15,0.934,0.22,-0.239,1.0
425901.0,156.33,420.372,-109.706,-0.177,0.916,0.211,-0.292,1.0
425913.0,145.193,410.75,-97.102,-0.173,0.893,0.194,-0.369,1.0
425924.0,139.53,405.509,-87.274,-0.163,0.873,0.18,-0.423,1.0
425935.0,138.037,402.992,-77.395,-0.141,0.856,0.164,-0.469,1.0
425957.0,134.965,398.293,-71.134,-0.142,0.851,0.146,-0.485,1.0
425980.0,141.953,406.338,-77.383,-0.163,0.883,0.163,-0.408,1.0
425991.0,146.701,414.319,-84.091,-0.157,0.898,0.177,-0.371,1.0
426002.0,152.703,423.106,-90.15,-0.147,0.91,0.196,-0.335,1.0
426013.0,162.758,434.582,-94.224,-0.128,0.919,0.213,-0.305,1.0
426024.0,168.533,443.303,-98.635,-0.111,0.927,0.225,-0.279,1.0
426036.0,177.241,452.645,-104.776,-0.089,0.935,0.238,-0.246,1.0
426047.0,188.429,462.563,-110.538,-0.07,0.943,0.249,-0.208,1.0
426058.0,198.617,468.804,-114.853,-0.049,0.951,0.256,-0.165,1.0
426069.0,208.716,474.957,-119.411,-0.029,0.957,0.263,-0.122,1.0
426081.0,219.233,479.691,-123.034,-0.005,0.961,0.267,-0.071,1.0
426091.0,229.848,480.643,-125.78,0.012,0.963,0.269,-0.016,1.0
426102.0,237.243,482.01,-127.63,0.017,0.962,0.272,0.035,1.0
426136.0,216.279,475.183,-127.22,-0.117,0.95,0.277,0.079,1.0
426148.0,193.603,466.716,-124.804,-0.177,0.945,0.276,-0.006,1.0
426159.0,173.185,459.381,-119.425,-0.211,0.936,0.27,-0.083,1.0
426170.0,153.196,447.265,-109.04,-0.228,0.92,0.247,-0.2,1.0
426181.0,135.986,433.997,-98.255,-0.215,0.904,0.206,-0.307,1.0
