head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,left_hand_rot_w,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w,delta_time_ms
-12.88,-3.19,-30.97,-0.226,-0.162,-0.068,0.958,-13.38,-41.76,-57.75,0.041,-0.095,0.415,0.904,17.67,-24.87,-48.75,0.435,-0.262,-0.429,0.747,0
-12.99,-3.19,-31.02,-0.226,-0.152,-0.067,0.96,-13.59,-41.68,-57.78,0.044,-0.092,0.414,0.904,17.1,-25.03,-49.16,0.433,-0.256,-0.431,0.749,12
-13.12,-3.19,-31.07,-0.226,-0.141,-0.065,0.962,-13.83,-41.61,-57.82,0.047,-0.089,0.414,0.905,16.62,-25.16,-49.52,0.429,-0.249,-0.433,0.752,23
-13.27,-3.19,-31.11,-0.226,-0.128,-0.064,0.964,-14.1,-41.54,-57.87,0.05,-0.085,0.414,0.905,15.93,-25.31,-50.0,0.424,-0.244,-0.432,0.758,36
-13.43,-3.2,-31.15,-0.227,-0.114,-0.063,0.965,-14.48,-41.45,-57.92,0.053,-0.08,0.414,0.905,14.99,-25.43,-50.62,0.418,-0.236,-0.424,0.768,57
-13.76,-3.21,-31.19,-0.228,-0.089,-0.061,0.968,-15.11,-41.27,-57.98,0.061,-0.073,0.412,0.906,12.93,-25.57,-51.82,0.405,-0.225,-0.393,0.794,79
-14.06,-3.22,-31.22,-0.229,-0.064,-0.058,0.969,-15.73,-41.1,-58.04,0.068,-0.066,0.408,0.908,10.66,-25.65,-53.06,0.39,-0.208,-0.357,0.823,94
-14.26,-3.24,-31.19,-0.231,-0.051,-0.056,0.97,-16.18,-41.0,-58.06,0.073,-0.062,0.404,0.91,8.51,-25.51,-53.97,0.382,-0.186,-0.315,0.849,120
-14.56,-3.27,-31.18,-0.233,-0.028,-0.053,0.971,-16.88,-40.81,-58.1,0.081,-0.056,0.399,0.912,5.49,-25.49,-55.28,0.369,-0.156,-0.258,0.879,134
-14.71,-3.29,-31.16,-0.234,-0.016,-0.051,0.971,-17.3,-40.7,-58.1,0.085,-0.052,0.395,0.913,3.32,-25.46,-56.02,0.362,-0.13,-0.215,0.897,154
-14.99,-3.34,-31.05,-0.237,0.004,-0.047,0.97,-18.23,-40.45,-58.1,0.097,-0.044,0.389,0.915,-1.28,-25.61,-57.27,0.35,-0.075,-0.124,0.925,173
-15.09,-3.37,-30.95,-0.238,0.011,-0.044,0.97,-18.95,-40.35,-58.09,0.104,-0.035,0.388,0.915,-4.53,-25.85,-57.57,0.352,-0.027,-0.048,0.934,202
-15.31,-3.38,-30.86,-0.239,0.028,-0.04,0.97,-20.04,-40.24,-58.06,0.111,-0.021,0.386,0.916,-9.46,-26.51,-58.06,0.353,0.052,0.057,0.932,229
-15.51,-3.37,-30.77,-0.238,0.043,-0.036,0.97,-21.22,-40.22,-57.99,0.117,-0.006,0.382,0.917,-14.41,-27.46,-57.74,0.38,0.138,0.17,0.899,258
-15.8,-3.37,-30.65,-0.237,0.065,-0.031,0.969,-22.88,-40.15,-57.85,0.128,0.015,0.375,0.918,-19.82,-28.95,-57.28,0.419,0.208,0.286,0.836,284
-15.85,-3.35,-30.6,-0.237,0.069,-0.031,0.969,-23.58,-40.29,-57.67,0.13,0.026,0.372,0.919,-19.58,-28.96,-57.29,0.434,0.189,0.254,0.844,309
-16.0,-3.34,-30.54,-0.237,0.079,-0.028,0.968,-24.69,-40.42,-57.46,0.133,0.042,0.367,0.92,-21.24,-29.68,-57.73,0.428,0.201,0.276,0.837,333
-16.12,-3.32,-30.49,-0.236,0.087,-0.024,0.968,-25.74,-40.66,-57.17,0.134,0.057,0.362,0.921,-22.82,-30.3,-57.93,0.436,0.219,0.316,0.813,358
-16.26,-3.29,-30.45,-0.236,0.094,-0.021,0.967,-26.69,-40.94,-56.85,0.133,0.07,0.354,0.923,-24.24,-30.97,-57.91,0.461,0.235,0.393,0.76,386
-16.41,-3.26,-30.43,-0.235,0.101,-0.018,0.967,-27.63,-41.2,-56.48,0.135,0.084,0.349,0.924,-25.61,-32.05,-57.93,0.484,0.245,0.495,0.679,409
-16.56,-3.25,-30.4,-0.235,0.108,-0.016,0.966,-28.56,-41.44,-56.07,0.139,0.098,0.352,0.921,-26.46,-33.15,-58.28,0.481,0.265,0.557,0.623,437
-16.71,-3.23,-30.37,-0.236,0.114,-0.013,0.965,-29.35,-41.76,-55.68,0.137,0.111,0.355,0.918,-26.79,-33.86,-58.8,0.452,0.3,0.558,0.628,466
-16.84,-3.22,-30.36,-0.236,0.119,-0.011,0.964,-29.99,-42.06,-55.32,0.136,0.123,0.353,0.917,-27.04,-34.38,-59.06,0.423,0.337,0.542,0.644,494
-16.98,-3.2,-30.35,-0.237,0.123,-0.01,0.964,-30.52,-42.31,-55.03,0.136,0.134,0.351,0.917,-27.07,-34.32,-59.25,0.419,0.346,0.53,0.651,522
-17.12,-3.18,-30.35,-0.236,0.128,-0.008,0.963,-30.93,-42.49,-54.79,0.136,0.143,0.351,0.915,-26.99,-34.45,-59.93,0.415,0.333,0.552,0.642,551
-17.23,-3.17,-30.34,-0.236,0.132,-0.007,0.963,-31.26,-42.62,-54.6,0.136,0.148,0.352,0.914,-26.93,-35.21,-60.61,0.395,0.339,0.58,0.627,579
-17.33,-3.18,-30.33,-0.237,0.135,-0.005,0.962,-31.38,-42.68,-54.49,0.135,0.151,0.35,0.915,-26.87,-36.34,-61.04,0.359,0.369,0.594,0.619,607
-17.41,-3.18,-30.31,-0.237,0.137,-0.004,0.962,-31.46,-42.7,-54.41,0.135,0.153,0.346,0.916,-26.73,-37.74,-61.23,0.316,0.408,0.6,0.612,636
-17.46,-3.18,-30.3,-0.239,0.138,-0.004,0.961,-31.43,-42.64,-54.37,0.137,0.152,0.347,0.915,-26.62,-38.58,-61.2,0.303,0.431,0.601,0.601,664
-17.5,-3.17,-30.3,-0.24,0.138,-0.004,0.961,-31.37,-42.55,-54.33,0.139,0.151,0.348,0.915,-26.58,-38.68,-61.34,0.308,0.428,0.6,0.601,691
-17.55,-3.14,-30.29,-0.24,0.137,-0.005,0.961,-31.21,-42.4,-54.29,0.141,0.147,0.349,0.915,-26.38,-38.69,-61.53,0.306,0.417,0.6,0.61,720
-17.58,-3.12,-30.29,-0.24,0.136,-0.006,0.961,-31.04,-42.29,-54.22,0.143,0.143,0.349,0.915,-26.16,-39.09,-61.55,0.297,0.42,0.605,0.607,748
-17.61,-3.09,-30.28,-0.239,0.135,-0.006,0.962,-30.91,-42.23,-54.13,0.145,0.139,0.348,0.916,-25.9,-39.61,-61.39,0.288,0.429,0.61,0.602,776
-17.64,-3.08,-30.28,-0.237,0.135,-0.005,0.962,-30.77,-42.27,-54.07,0.144,0.136,0.347,0.917,-25.6,-40.14,-61.27,0.275,0.438,0.611,0.599,804
-17.66,-3.08,-30.26,-0.236,0.134,-0.004,0.962,-30.67,-42.4,-54.02,0.141,0.135,0.349,0.917,-25.3,-40.59,-61.24,0.262,0.444,0.612,0.599,833
-17.69,-3.11,-30.22,-0.237,0.134,-0.004,0.962,-30.58,-42.57,-54.01,0.139,0.135,0.348,0.917,-25.01,-41.01,-61.28,0.246,0.45,0.611,0.602,860
-17.71,-3.12,-30.15,-0.239,0.134,-0.003,0.962,-30.5,-42.73,-54.04,0.136,0.136,0.347,0.918,-24.91,-41.13,-61.29,0.246,0.453,0.609,0.603,888
-17.74,-3.12,-30.1,-0.24,0.134,-0.003,0.962,-30.42,-42.84,-54.06,0.133,0.137,0.346,0.919,-24.9,-40.64,-61.67,0.249,0.436,0.596,0.627,916
-17.78,-3.11,-30.05,-0.239,0.134,-0.003,0.962,-30.31,-42.87,-54.09,0.133,0.136,0.345,0.919,-24.86,-39.9,-62.14,0.252,0.412,0.576,0.659,944
-17.82,-3.1,-30.0,-0.238,0.134,-0.002,0.962,-30.2,-42.82,-54.1,0.133,0.134,0.346,0.919,-24.66,-39.42,-62.45,0.249,0.396,0.564,0.681,973
-17.84,-3.1,-29.96,-0.237,0.134,-0.002,0.962,-30.09,-42.72,-54.11,0.134,0.132,0.347,0.919,-24.35,-39.12,-62.72,0.237,0.384,0.546,0.706,996
-17.88,-3.09,-29.92,-0.237,0.134,-0.002,0.962,-30.0,-42.56,-54.11,0.136,0.13,0.348,0.918,-24.03,-38.47,-62.99,0.222,0.369,0.501,0.751,1023
-17.91,-3.09,-29.88,-0.237,0.134,-0.003,0.962,-29.93,-42.35,-54.11,0.138,0.127,0.348,0.919,-23.63,-37.19,-63.25,0.212,0.345,0.42,0.812,1052
-17.95,-3.07,-29.86,-0.236,0.134,-0.003,0.963,-29.91,-42.17,-54.11,0.141,0.125,0.348,0.919,-23.09,-36.15,-63.22,0.205,0.334,0.357,0.848,1080
-17.98,-3.06,-29.87,-0.235,0.134,-0.002,0.963,-29.94,-42.1,-54.1,0.142,0.124,0.348,0.918,-22.73,-36.02,-62.91,0.206,0.341,0.364,0.842,1109
-18.02,-3.05,-29.85,-0.235,0.135,-0.002,0.963,-29.93,-41.99,-54.08,0.143,0.123,0.348,0.918,-22.2,-35.67,-62.81,0.2,0.336,0.354,0.85,1125
-18.02,-3.06,-29.85,-0.235,0.135,-0.002,0.963,-29.96,-42.0,-54.08,0.144,0.123,0.348,0.918,-22.1,-35.84,-62.72,0.203,0.338,0.382,0.836,1138
-18.03,-3.06,-29.85,-0.235,0.135,-0.002,0.963,-29.97,-41.97,-54.08,0.144,0.122,0.349,0.918,-21.81,-35.66,-62.73,0.201,0.333,0.383,0.838,1151
-18.05,-3.06,-29.84,-0.235,0.135,-0.003,0.963,-30.0,-41.97,-54.09,0.144,0.122,0.348,0.918,-21.49,-35.45,-62.77,0.202,0.324,0.391,0.838,1170
-18.07,-3.05,-29.83,-0.235,0.134,-0.003,0.963,-30.02,-41.97,-54.1,0.144,0.123,0.348,0.918,-21.19,-35.11,-62.82,0.205,0.314,0.397,0.838,1183
-18.08,-3.05,-29.83,-0.234,0.134,-0.003,0.963,-30.06,-41.99,-54.11,0.144,0.123,0.347,0.919,-20.93,-34.78,-62.83,0.207,0.308,0.398,0.839,1192
-18.1,-3.05,-29.82,-0.234,0.134,-0.003,0.963,-30.1,-42.01,-54.13,0.143,0.124,0.346,0.919,-20.71,-34.46,-62.83,0.207,0.303,0.397,0.841,1206
-18.11,-3.04,-29.84,-0.234,0.134,-0.003,0.963,-30.16,-42.04,-54.15,0.143,0.126,0.346,0.919,-20.6,-34.09,-62.77,0.208,0.305,0.395,0.841,1233
-18.14,-3.03,-29.83,-0.234,0.134,-0.003,0.963,-30.21,-42.03,-54.17,0.143,0.126,0.347,0.918,-20.18,-33.49,-62.75,0.207,0.298,0.388,0.847,1249
-18.15,-3.02,-29.82,-0.234,0.134,-0.003,0.963,-30.26,-42.03,-54.21,0.144,0.127,0.348,0.918,-20.11,-33.08,-62.75,0.208,0.299,0.384,0.848,1274
-18.18,-3.01,-29.82,-0.234,0.134,-0.003,0.963,-30.32,-42.01,-54.25,0.144,0.128,0.348,0.917,-19.76,-32.44,-62.78,0.209,0.293,0.381,0.852,1291
-18.2,-3.0,-29.82,-0.234,0.134,-0.004,0.963,-30.35,-42.0,-54.26,0.144,0.129,0.348,0.917,-19.61,-32.12,-62.84,0.211,0.289,0.383,0.852,1303
-18.21,-2.99,-29.82,-0.233,0.134,-0.004,0.963,-30.38,-41.98,-54.27,0.144,0.13,0.348,0.917,-19.46,-31.84,-62.92,0.212,0.285,0.386,0.851,1315
-18.23,-2.98,-29.82,-0.233,0.133,-0.005,0.963,-30.38,-41.87,-54.28,0.145,0.129,0.347,0.918,-19.41,-31.68,-63.02,0.216,0.28,0.398,0.847,1341
-18.26,-2.96,-29.82,-0.233,0.131,-0.005,0.964,-30.41,-41.65,-54.3,0.149,0.126,0.347,0.917,-19.08,-31.03,-63.15,0.219,0.271,0.405,0.845,1370
-18.3,-2.93,-29.84,-0.232,0.129,-0.006,0.964,-30.46,-41.42,-54.32,0.153,0.125,0.348,0.917,-18.87,-30.55,-63.23,0.22,0.267,0.407,0.845,1398
-18.33,-2.93,-29.85,-0.232,0.128,-0.007,0.964,-30.5,-41.22,-54.33,0.156,0.123,0.345,0.917,-18.92,-30.43,-63.17,0.221,0.271,0.408,0.843,1424
-18.36,-2.93,-29.86,-0.232,0.126,-0.007,0.964,-30.57,-40.96,-54.33,0.163,0.124,0.339,0.918,-19.06,-30.35,-63.06,0.227,0.273,0.409,0.841,1452
-18.39,-2.94,-29.86,-0.232,0.126,-0.006,0.964,-30.62,-40.76,-54.32,0.168,0.123,0.335,0.919,-19.24,-30.45,-62.95,0.228,0.277,0.402,0.843,1478
-18.45,-2.95,-29.85,-0.233,0.127,-0.006,0.964,-30.73,-40.49,-54.32,0.174,0.123,0.327,0.921,-19.51,-30.68,-62.73,0.226,0.286,0.395,0.843,1509
-18.53,-2.96,-29.85,-0.234,0.128,-0.007,0.964,-30.85,-40.14,-54.32,0.181,0.121,0.321,0.922,-19.75,-30.88,-62.51,0.225,0.295,0.391,0.842,1535
-18.56,-2.96,-29.86,-0.234,0.13,-0.006,0.963,-30.89,-40.1,-54.34,0.18,0.119,0.327,0.92,-19.91,-31.18,-62.46,0.223,0.298,0.392,0.841,1561
-18.61,-2.97,-29.86,-0.235,0.131,-0.006,0.963,-30.99,-39.98,-54.34,0.18,0.118,0.332,0.918,-20.02,-31.43,-62.46,0.221,0.297,0.393,0.841,1585
-18.64,-2.98,-29.87,-0.235,0.132,-0.006,0.963,-31.1,-39.97,-54.34,0.179,0.12,0.338,0.916,-20.13,-31.7,-62.49,0.22,0.296,0.399,0.84,1611
-18.66,-2.99,-29.89,-0.235,0.133,-0.006,0.963,-31.14,-39.94,-54.32,0.179,0.119,0.339,0.916,-20.23,-31.97,-62.55,0.218,0.294,0.403,0.839,1639
-18.66,-3.0,-29.92,-0.236,0.132,-0.007,0.963,-31.12,-39.95,-54.31,0.18,0.118,0.337,0.917,-20.35,-32.16,-62.51,0.219,0.294,0.406,0.837,1666
-18.66,-3.0,-29.95,-0.236,0.132,-0.007,0.963,-31.11,-40.01,-54.3,0.179,0.118,0.335,0.917,-20.47,-32.27,-62.46,0.219,0.296,0.404,0.838,1694
-18.65,-3.01,-29.97,-0.237,0.131,-0.008,0.963,-31.11,-40.12,-54.28,0.177,0.12,0.334,0.918,-20.61,-32.36,-62.37,0.219,0.299,0.402,0.837,1722
-18.64,-3.01,-30.0,-0.238,0.131,-0.008,0.962,-31.06,-40.2,-54.27,0.175,0.118,0.334,0.919,-20.75,-32.4,-62.27,0.22,0.303,0.402,0.836,1750
-18.64,-3.01,-30.02,-0.238,0.13,-0.009,0.962,-31.0,-40.17,-54.22,0.177,0.115,0.332,0.919,-20.86,-32.35,-62.18,0.222,0.306,0.402,0.834,1778
-18.64,-3.0,-30.03,-0.238,0.13,-0.009,0.962,-30.98,-40.12,-54.18,0.18,0.114,0.329,0.92,-20.92,-32.21,-62.15,0.225,0.306,0.401,0.833,1806
-18.65,-3.0,-30.06,-0.238,0.129,-0.01,0.962,-31.04,-40.05,-54.16,0.183,0.118,0.318,0.923,-20.91,-32.06,-62.19,0.228,0.304,0.4,0.834,1834
-18.66,-2.99,-30.07,-0.238,0.13,-0.01,0.962,-31.16,-40.03,-54.18,0.185,0.125,0.31,0.924,-20.91,-31.92,-62.25,0.23,0.302,0.399,0.835,1861
-18.67,-2.99,-30.09,-0.238,0.13,-0.01,0.962,-31.26,-40.12,-54.27,0.181,0.128,0.314,0.923,-20.89,-31.8,-62.33,0.23,0.299,0.398,0.836,1890
-18.68,-2.99,-30.09,-0.238,0.13,-0.01,0.962,-31.31,-40.09,-54.29,0.181,0.127,0.317,0.922,-20.9,-31.77,-62.34,0.23,0.299,0.399,0.836,1918
-18.68,-3.0,-30.1,-0.239,0.13,-0.01,0.962,-31.28,-39.97,-54.26,0.184,0.122,0.319,0.922,-20.96,-31.79,-62.3,0.231,0.302,0.401,0.833,1946
-18.69,-2.99,-30.13,-0.238,0.13,-0.01,0.962,-31.28,-39.83,-54.2,0.187,0.12,0.322,0.92,-21.0,-31.78,-62.27,0.232,0.302,0.401,0.833,1975
-18.69,-2.99,-30.16,-0.238,0.13,-0.011,0.962,-31.29,-39.73,-54.15,0.189,0.119,0.321,0.92,-21.04,-31.77,-62.26,0.232,0.302,0.4,0.834,1999
-18.69,-3.01,-30.18,-0.239,0.129,-0.011,0.962,-31.19,-39.62,-54.11,0.191,0.114,0.318,0.922,-21.1,-31.88,-62.2,0.232,0.304,0.4,0.833,2025
-18.69,-3.03,-30.18,-0.24,0.128,-0.011,0.962,-30.98,-39.46,-54.06,0.195,0.103,0.313,0.924,-21.16,-32.04,-62.14,0.23,0.306,0.401,0.832,2054
-18.69,-3.04,-30.19,-0.24,0.128,-0.011,0.962,-30.78,-39.24,-53.98,0.203,0.092,0.312,0.923,-21.22,-32.21,-62.09,0.229,0.308,0.403,0.831,2082
-18.68,-3.04,-30.21,-0.24,0.127,-0.011,0.962,-30.65,-39.05,-53.88,0.209,0.085,0.316,0.922,-21.31,-32.35,-62.03,0.23,0.309,0.406,0.829,2111
-18.69,-3.04,-30.22,-0.239,0.127,-0.011,0.963,-30.61,-39.02,-53.87,0.208,0.089,0.313,0.922,-21.38,-32.46,-61.97,0.23,0.31,0.406,0.828,2140
-18.7,-3.05,-30.23,-0.24,0.127,-0.011,0.963,-30.48,-38.97,-53.89,0.207,0.087,0.31,0.924,-21.47,-32.54,-61.9,0.231,0.312,0.405,0.828,2168
-18.71,-3.07,-30.23,-0.24,0.127,-0.011,0.962,-30.35,-38.8,-53.86,0.211,0.081,0.312,0.923,-21.55,-32.59,-61.84,0.234,0.313,0.405,0.827,2196
-18.73,-3.09,-30.22,-0.24,0.128,-0.01,0.962,-30.24,-38.71,-53.85,0.212,0.077,0.316,0.922,-21.59,-32.67,-61.79,0.235,0.314,0.406,0.825,2225
-18.74,-3.1,-30.21,-0.241,0.128,-0.01,0.962,-30.18,-38.69,-53.85,0.211,0.073,0.324,0.919,-21.64,-32.8,-61.71,0.234,0.317,0.411,0.822,2253
-18.73,-3.11,-30.21,-0.241,0.128,-0.01,0.962,-30.15,-38.63,-53.81,0.213,0.071,0.327,0.918,-21.69,-32.86,-61.62,0.235,0.32,0.414,0.819,2281
-18.72,-3.12,-30.21,-0.241,0.129,-0.01,0.962,-30.05,-38.54,-53.78,0.218,0.069,0.321,0.919,-21.73,-32.86,-61.55,0.237,0.321,0.414,0.818,2309
-18.71,-3.12,-30.21,-0.241,0.129,-0.01,0.962,-29.99,-38.55,-53.78,0.217,0.068,0.317,0.921,-21.78,-32.75,-61.48,0.244,0.318,0.417,0.815,2334
-18.7,-3.12,-30.21,-0.241,0.128,-0.01,0.962,-30.04,-38.61,-53.78,0.216,0.072,0.318,0.92,-21.71,-32.42,-61.54,0.258,0.306,0.424,0.812,2361
-18.68,-3.14,-30.2,-0.242,0.128,-0.01,0.962,-30.07,-38.65,-53.77,0.216,0.074,0.319,0.92,-21.63,-32.16,-61.52,0.27,0.297,0.429,0.809,2376
-18.67,-3.14,-30.19,-0.242,0.128,-0.01,0.962,-30.15,-38.74,-53.8,0.213,0.077,0.322,0.919,-21.56,-32.14,-61.47,0.274,0.298,0.431,0.807,2404
-18.63,-3.13,-30.18,-0.242,0.128,-0.01,0.962,-30.22,-38.77,-53.77,0.214,0.079,0.327,0.917,-21.53,-32.17,-61.49,0.276,0.296,0.437,0.803,2431
-18.62,-3.13,-30.18,-0.242,0.128,-0.01,0.962,-30.25,-38.76,-53.74,0.215,0.079,0.329,0.916,-21.47,-32.09,-61.61,0.276,0.291,0.433,0.807,2449
-18.62,-3.13,-30.18,-0.241,0.128,-0.011,0.962,-30.27,-38.75,-53.74,0.215,0.079,0.328,0.916,-21.32,-31.74,-61.89,0.277,0.278,0.417,0.82,2470
-18.6,-3.12,-30.17,-0.241,0.128,-0.011,0.962,-30.29,-38.76,-53.74,0.215,0.08,0.327,0.917,-21.22,-31.53,-62.06,0.281,0.27,0.411,0.825,2484
-18.59,-3.11,-30.18,-0.24,0.128,-0.011,0.962,-30.31,-38.78,-53.75,0.214,0.081,0.325,0.918,-21.25,-31.7,-62.06,0.279,0.274,0.417,0.82,2500
-18.58,-3.12,-30.17,-0.24,0.129,-0.011,0.962,-30.32,-38.8,-53.78,0.212,0.08,0.324,0.918,-21.39,-32.44,-61.82,0.265,0.295,0.443,0.804,2528
-18.56,-3.12,-30.16,-0.241,0.129,-0.011,0.962,-30.36,-38.83,-53.79,0.211,0.081,0.325,0.918,-21.42,-32.8,-61.77,0.257,0.303,0.456,0.796,2541
-18.55,-3.14,-30.15,-0.241,0.129,-0.011,0.962,-30.42,-38.84,-53.79,0.211,0.083,0.326,0.918,-21.43,-32.61,-61.82,0.255,0.299,0.442,0.806,2569
-18.54,-3.13,-30.16,-0.241,0.129,-0.011,0.962,-30.48,-38.87,-53.79,0.211,0.084,0.329,0.917,-21.42,-32.39,-61.85,0.251,0.298,0.419,0.82,2595
-18.53,-3.13,-30.16,-0.241,0.129,-0.012,0.962,-30.49,-38.88,-53.79,0.211,0.085,0.328,0.917,-21.49,-32.44,-61.68,0.247,0.305,0.416,0.82,2620
-18.51,-3.14,-30.15,-0.241,0.129,-0.012,0.962,-30.49,-38.9,-53.8,0.211,0.086,0.327,0.917,-21.62,-32.55,-61.47,0.248,0.313,0.426,0.812,2646
-18.5,-3.14,-30.15,-0.241,0.13,-0.012,0.962,-30.46,-38.91,-53.8,0.211,0.085,0.325,0.918,-21.72,-32.41,-61.34,0.251,0.317,0.422,0.812,2669
-18.48,-3.14,-30.14,-0.241,0.13,-0.012,0.962,-30.43,-38.91,-53.8,0.21,0.085,0.324,0.918,-21.75,-32.12,-61.4,0.257,0.311,0.417,0.815,2696
-18.47,-3.14,-30.14,-0.24,0.13,-0.012,0.962,-30.39,-38.91,-53.79,0.211,0.084,0.323,0.919,-21.69,-31.78,-61.54,0.263,0.3,0.41,0.82,2724
-18.46,-3.13,-30.14,-0.24,0.13,-0.013,0.962,-30.34,-38.91,-53.81,0.21,0.083,0.321,0.92,-21.66,-31.62,-61.64,0.267,0.294,0.409,0.822,2752
-18.46,-3.13,-30.13,-0.24,0.13,-0.013,0.962,-30.33,-38.9,-53.81,0.211,0.083,0.321,0.919,-21.64,-31.55,-61.74,0.27,0.289,0.412,0.821,2780
-18.46,-3.12,-30.13,-0.239,0.13,-0.013,0.962,-30.34,-38.86,-53.83,0.211,0.084,0.322,0.919,-21.59,-31.53,-61.84,0.27,0.285,0.413,0.822,2809
-18.46,-3.11,-30.13,-0.239,0.13,-0.013,0.962,-30.36,-38.81,-53.82,0.212,0.083,0.323,0.919,-21.56,-31.53,-61.85,0.269,0.285,0.411,0.823,2837
-18.47,-3.12,-30.13,-0.238,0.131,-0.013,0.962,-30.38,-38.75,-53.84,0.213,0.083,0.324,0.918,-21.58,-31.56,-61.81,0.269,0.287,0.41,0.823,2864
-18.48,-3.12,-30.12,-0.238,0.131,-0.013,0.962,-30.42,-38.73,-53.86,0.212,0.084,0.326,0.917,-21.63,-31.63,-61.76,0.27,0.29,0.412,0.821,2893
-18.48,-3.13,-30.11,-0.238,0.132,-0.013,0.962,-30.44,-38.68,-53.86,0.214,0.083,0.327,0.917,-21.63,-31.67,-61.74,0.269,0.29,0.413,0.82,2921
-18.48,-3.14,-30.11,-0.239,0.132,-0.013,0.962,-30.41,-38.64,-53.87,0.215,0.082,0.325,0.917,-21.59,-31.63,-61.77,0.269,0.288,0.413,0.821,2949
-18.48,-3.14,-30.11,-0.238,0.132,-0.014,0.962,-30.4,-38.63,-53.89,0.215,0.082,0.323,0.918,-21.54,-31.56,-61.79,0.271,0.285,0.413,0.821,2977
-18.47,-3.13,-30.12,-0.238,0.132,-0.013,0.962,-30.39,-38.64,-53.91,0.214,0.081,0.323,0.918,-21.53,-31.55,-61.8,0.27,0.285,0.414,0.821,3005
-18.46,-3.12,-30.13,-0.238,0.131,-0.014,0.962,-30.4,-38.66,-53.93,0.214,0.081,0.324,0.918,-21.55,-31.59,-61.75,0.27,0.288,0.416,0.819,3032
-18.44,-3.13,-30.13,-0.238,0.13,-0.014,0.962,-30.43,-38.66,-53.94,0.214,0.083,0.324,0.918,-21.55,-31.58,-61.72,0.269,0.29,0.416,0.819,3061
-18.43,-3.09,-30.16,-0.235,0.129,-0.015,0.963,-30.44,-38.65,-53.95,0.214,0.083,0.324,0.918,-21.53,-31.49,-61.71,0.271,0.288,0.416,0.819,3088
-18.42,-3.0,-30.19,-0.231,0.129,-0.016,0.964,-30.44,-38.57,-53.94,0.215,0.082,0.322,0.918,-21.48,-31.35,-61.64,0.275,0.286,0.418,0.817,3116
-18.42,-2.86,-30.22,-0.223,0.128,-0.018,0.966,-30.49,-38.32,-53.86,0.22,0.082,0.314,0.92,-21.38,-31.13,-61.5,0.281,0.282,0.424,0.813,3145
-18.41,-2.68,-30.27,-0.215,0.127,-0.019,0.968,-30.57,-37.94,-53.71,0.226,0.082,0.304,0.922,-21.16,-30.61,-61.29,0.295,0.272,0.431,0.808,3168
-18.4,-2.5,-30.31,-0.205,0.125,-0.021,0.97,-30.75,-37.08,-53.27,0.24,0.077,0.281,0.926,-20.68,-29.67,-61.1,0.312,0.251,0.429,0.81,3195
-18.39,-2.31,-30.34,-0.198,0.124,-0.022,0.972,-31.1,-35.89,-52.54,0.263,0.071,0.248,0.93,-19.77,-28.49,-60.67,0.331,0.226,0.427,0.811,3224
-18.38,-2.15,-30.39,-0.19,0.122,-0.023,0.974,-31.8,-34.46,-51.5,0.286,0.064,0.217,0.931,-18.72,-27.47,-60.01,0.35,0.207,0.434,0.804,3252
-18.38,-2.0,-30.46,-0.183,0.122,-0.022,0.975,-32.88,-33.16,-50.31,0.306,0.064,0.194,0.93,-17.34,-26.27,-59.12,0.376,0.182,0.448,0.791,3280
-18.39,-1.89,-30.55,-0.178,0.123,-0.021,0.976,-34.3,-31.95,-48.91,0.33,0.074,0.167,0.926,-15.54,-24.79,-58.28,0.401,0.147,0.446,0.787,3310
-18.37,-1.83,-30.62,-0.174,0.124,-0.019,0.977,-35.63,-30.97,-47.53,0.351,0.081,0.135,0.923,-13.69,-23.42,-57.39,0.425,0.115,0.446,0.78,3337
-18.33,-1.83,-30.67,-0.174,0.125,-0.019,0.977,-37.03,-30.31,-46.12,0.368,0.091,0.093,0.921,-11.63,-22.27,-56.51,0.44,0.085,0.449,0.773,3366
-18.28,-1.86,-30.71,-0.175,0.126,-0.02,0.976,-38.37,-29.88,-44.93,0.378,0.105,0.047,0.919,-9.55,-21.23,-55.73,0.451,0.055,0.441,0.774,3395
-18.22,-1.91,-30.73,-0.177,0.126,-0.021,0.976,-39.83,-29.81,-43.91,0.377,0.129,-0.013,0.917,-7.32,-20.3,-54.98,0.46,0.022,0.433,0.775,3423
-18.14,-1.96,-30.75,-0.179,0.127,-0.023,0.975,-41.25,-29.79,-42.99,0.374,0.155,-0.077,0.911,-5.26,-19.71,-54.3,0.463,-0.011,0.438,0.771,3451
-18.05,-1.98,-30.78,-0.18,0.127,-0.023,0.975,-42.8,-29.78,-42.06,0.37,0.192,-0.143,0.898,-3.63,-19.5,-53.58,0.464,-0.03,0.457,0.758,3479
-17.95,-2.01,-30.8,-0.18,0.128,-0.024,0.975,-44.49,-29.6,-41.04,0.366,0.232,-0.188,0.882,-2.25,-19.3,-52.67,0.473,-0.049,0.475,0.74,3507
