head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,left_hand_rot_w,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w,delta_time_ms
-30.24,-2.97,-31.97,-0.266,0.214,-0.002,0.94,-50.94,-31.86,-51.96,0.382,0.106,-0.102,0.912,-26.37,-38.81,-47.52,0.283,0.251,0.257,0.889,16198
-30.12,-3.03,-32.18,-0.268,0.195,-0.002,0.943,-51.6,-32.04,-52.55,0.378,0.111,-0.129,0.91,-26.36,-38.84,-47.6,0.281,0.247,0.258,0.891,16226
-30.0,-3.08,-32.39,-0.269,0.179,0.001,0.946,-52.46,-32.23,-53.01,0.374,0.122,-0.138,0.909,-26.3,-38.86,-47.66,0.278,0.242,0.259,0.893,16256
-29.95,-3.11,-32.58,-0.269,0.167,0.001,0.948,-53.23,-32.44,-53.54,0.37,0.129,-0.153,0.907,-26.25,-38.88,-47.7,0.276,0.238,0.261,0.894,16284
-29.97,-3.16,-32.69,-0.27,0.16,-0.001,0.949,-53.74,-32.78,-54.17,0.363,0.133,-0.19,0.902,-26.16,-38.88,-47.68,0.275,0.235,0.262,0.895,16312
-30.07,-3.2,-32.76,-0.271,0.158,-0.002,0.949,-53.92,-33.21,-54.92,0.356,0.126,-0.245,0.893,-26.06,-38.89,-47.62,0.273,0.233,0.262,0.896,16341
-30.23,-3.23,-32.78,-0.273,0.161,-0.004,0.948,-54.19,-33.58,-55.65,0.35,0.113,-0.278,0.887,-25.96,-38.95,-47.57,0.271,0.232,0.262,0.897,16369
-30.45,-3.25,-32.78,-0.274,0.168,-0.005,0.947,-54.98,-33.73,-56.36,0.347,0.113,-0.263,0.893,-25.85,-39.07,-47.53,0.269,0.231,0.265,0.897,16396
-30.72,-3.25,-32.76,-0.273,0.179,-0.005,0.945,-55.98,-33.7,-56.99,0.345,0.123,-0.237,0.9,-25.69,-39.22,-47.52,0.267,0.229,0.269,0.897,16425
-31.01,-3.24,-32.74,-0.273,0.191,-0.006,0.943,-56.8,-33.66,-57.6,0.344,0.13,-0.222,0.903,-25.5,-39.36,-47.54,0.263,0.226,0.27,0.898,16452
-31.3,-3.23,-32.71,-0.273,0.203,-0.007,0.94,-57.15,-33.71,-58.18,0.346,0.123,-0.24,0.899,-25.28,-39.49,-47.6,0.26,0.222,0.273,0.899,16479
-31.56,-3.23,-32.69,-0.274,0.212,-0.007,0.938,-57.37,-33.94,-58.77,0.342,0.116,-0.275,0.891,-25.06,-39.58,-47.66,0.258,0.218,0.275,0.9,16508
-31.8,-3.24,-32.68,-0.274,0.221,-0.007,0.936,-57.83,-34.21,-59.35,0.332,0.114,-0.292,0.89,-24.87,-39.63,-47.7,0.256,0.214,0.277,0.901,16531
-32.0,-3.24,-32.67,-0.274,0.228,-0.008,0.934,-58.42,-34.36,-59.74,0.326,0.117,-0.285,0.894,-24.72,-39.65,-47.74,0.254,0.211,0.276,0.903,16558
-32.19,-3.25,-32.67,-0.274,0.233,-0.007,0.933,-59.01,-34.45,-59.92,0.325,0.121,-0.256,0.902,-24.62,-39.67,-47.79,0.253,0.209,0.276,0.903,16586
-32.34,-3.26,-32.69,-0.274,0.236,-0.006,0.932,-59.29,-34.69,-60.08,0.32,0.121,-0.25,0.906,-24.57,-39.69,-47.84,0.252,0.208,0.276,0.904,16615
-32.47,-3.28,-32.71,-0.275,0.238,-0.005,0.932,-59.43,-34.89,-60.25,0.316,0.12,-0.264,0.903,-24.58,-39.72,-47.87,0.252,0.207,0.278,0.903,16643
-32.57,-3.29,-32.74,-0.275,0.238,-0.004,0.931,-59.21,-34.98,-60.22,0.318,0.114,-0.28,0.899,-24.67,-39.72,-47.91,0.252,0.209,0.279,0.903,16673
-32.65,-3.3,-32.78,-0.275,0.238,-0.004,0.931,-58.94,-34.96,-60.15,0.322,0.105,-0.282,0.898,-24.78,-39.69,-47.94,0.253,0.21,0.279,0.902,16701
-32.66,-3.3,-32.8,-0.276,0.236,-0.003,0.932,-58.77,-34.86,-60.07,0.325,0.101,-0.272,0.9,-24.88,-39.62,-47.95,0.254,0.211,0.279,0.902,16729
-32.74,-3.31,-32.83,-0.276,0.236,-0.002,0.932,-58.75,-34.85,-60.14,0.325,0.099,-0.265,0.902,-24.95,-39.57,-47.98,0.254,0.212,0.279,0.901,16752
-32.7,-3.31,-32.83,-0.276,0.234,-0.002,0.932,-58.68,-34.72,-60.1,0.326,0.102,-0.258,0.904,-25.04,-39.48,-47.97,0.256,0.213,0.278,0.901,16772
-32.8,-3.32,-32.88,-0.276,0.234,-0.001,0.932,-58.64,-34.7,-60.26,0.327,0.1,-0.256,0.904,-25.17,-39.39,-48.0,0.257,0.214,0.277,0.901,16786
-32.79,-3.32,-32.89,-0.276,0.233,-0.001,0.933,-58.6,-34.71,-60.31,0.327,0.1,-0.261,0.903,-25.19,-39.36,-48.0,0.258,0.215,0.276,0.901,16801
-32.83,-3.33,-32.91,-0.276,0.232,-0.0,0.933,-58.47,-34.77,-60.53,0.327,0.095,-0.274,0.9,-25.3,-39.3,-48.05,0.259,0.216,0.276,0.9,16826
-32.89,-3.34,-32.94,-0.276,0.232,0.0,0.933,-58.41,-34.81,-60.74,0.327,0.092,-0.284,0.897,-25.4,-39.25,-48.09,0.26,0.217,0.277,0.899,16840
-32.88,-3.34,-32.93,-0.276,0.233,0.0,0.933,-58.47,-34.82,-60.81,0.326,0.094,-0.291,0.895,-25.4,-39.27,-48.11,0.26,0.216,0.278,0.899,16860
-32.91,-3.34,-32.93,-0.276,0.233,0.001,0.933,-58.55,-34.85,-60.95,0.325,0.095,-0.296,0.893,-25.46,-39.26,-48.13,0.26,0.217,0.279,0.899,16873
-32.96,-3.35,-32.94,-0.276,0.233,0.001,0.932,-58.7,-34.9,-61.19,0.324,0.097,-0.301,0.892,-25.56,-39.21,-48.17,0.261,0.218,0.279,0.898,16881
-32.96,-3.34,-32.94,-0.276,0.234,0.001,0.932,-58.84,-34.91,-61.22,0.323,0.1,-0.296,0.893,-25.56,-39.22,-48.16,0.261,0.219,0.278,0.898,16894
-32.98,-3.34,-32.95,-0.276,0.234,0.002,0.932,-59.02,-34.95,-61.36,0.322,0.101,-0.292,0.895,-25.61,-39.19,-48.16,0.261,0.219,0.278,0.898,16917
-33.0,-3.34,-32.95,-0.276,0.235,0.002,0.932,-59.25,-35.01,-61.51,0.321,0.103,-0.284,0.898,-25.66,-39.16,-48.17,0.262,0.22,0.277,0.898,16922
-33.02,-3.34,-32.95,-0.276,0.235,0.002,0.932,-59.69,-35.18,-61.74,0.316,0.111,-0.275,0.901,-25.69,-39.12,-48.16,0.262,0.221,0.276,0.898,16947
-33.05,-3.34,-32.97,-0.276,0.236,0.003,0.932,-60.22,-35.39,-62.1,0.312,0.123,-0.279,0.9,-25.77,-39.07,-48.16,0.263,0.222,0.275,0.898,16965
-33.06,-3.33,-32.98,-0.276,0.236,0.003,0.932,-60.53,-35.52,-62.3,0.31,0.131,-0.289,0.896,-25.81,-39.05,-48.15,0.264,0.222,0.275,0.898,16973
-33.06,-3.32,-32.99,-0.276,0.236,0.003,0.932,-60.79,-35.67,-62.49,0.308,0.136,-0.301,0.892,-25.84,-39.04,-48.14,0.264,0.223,0.274,0.897,16987
-33.07,-3.31,-33.01,-0.276,0.236,0.003,0.932,-60.96,-35.83,-62.67,0.306,0.136,-0.312,0.889,-25.86,-39.05,-48.12,0.264,0.224,0.274,0.897,17009
-33.08,-3.31,-33.02,-0.276,0.236,0.003,0.932,-61.02,-35.99,-62.82,0.303,0.13,-0.321,0.888,-25.87,-39.07,-48.11,0.263,0.225,0.275,0.897,17015
-33.09,-3.31,-33.04,-0.276,0.235,0.002,0.932,-61.06,-36.03,-62.9,0.302,0.122,-0.318,0.89,-25.84,-39.11,-48.1,0.263,0.224,0.276,0.897,17042
-33.11,-3.31,-33.08,-0.275,0.235,0.002,0.932,-61.38,-36.1,-63.11,0.3,0.124,-0.316,0.892,-25.86,-39.11,-48.09,0.262,0.225,0.276,0.897,17058
-33.12,-3.32,-33.09,-0.276,0.235,0.002,0.932,-61.56,-36.02,-63.15,0.301,0.127,-0.308,0.893,-25.84,-39.13,-48.08,0.262,0.225,0.277,0.897,17069
-33.12,-3.32,-33.11,-0.276,0.235,0.002,0.932,-61.73,-35.92,-63.17,0.302,0.133,-0.302,0.894,-25.81,-39.15,-48.07,0.261,0.225,0.277,0.897,17081
-33.14,-3.34,-33.12,-0.277,0.235,0.002,0.932,-61.76,-35.76,-63.05,0.302,0.139,-0.293,0.896,-25.73,-39.2,-48.05,0.26,0.225,0.277,0.897,17112
-33.15,-3.38,-33.14,-0.279,0.235,0.003,0.931,-61.26,-35.67,-62.7,0.308,0.13,-0.283,0.899,-25.62,-39.29,-48.02,0.259,0.224,0.279,0.897,17151
-33.16,-3.41,-33.16,-0.28,0.236,0.004,0.931,-60.6,-35.71,-62.25,0.312,0.119,-0.276,0.901,-25.5,-39.39,-48.0,0.257,0.223,0.28,0.898,17180
-33.14,-3.44,-33.17,-0.281,0.236,0.005,0.93,-59.95,-35.89,-61.7,0.316,0.112,-0.27,0.903,-25.4,-39.44,-47.99,0.255,0.222,0.28,0.898,17207
-33.11,-3.47,-33.18,-0.281,0.235,0.005,0.93,-59.52,-36.08,-61.24,0.317,0.108,-0.263,0.905,-25.32,-39.49,-47.98,0.254,0.221,0.28,0.899,17223
-33.06,-3.49,-33.17,-0.282,0.234,0.006,0.93,-59.28,-36.35,-60.78,0.316,0.109,-0.259,0.906,-25.3,-39.5,-47.96,0.254,0.221,0.28,0.899,17247
-33.04,-3.5,-33.17,-0.283,0.233,0.006,0.93,-59.1,-36.53,-60.45,0.316,0.11,-0.255,0.907,-25.29,-39.51,-47.94,0.254,0.221,0.28,0.899,17261
-33.0,-3.51,-33.17,-0.283,0.232,0.006,0.931,-58.92,-36.71,-60.1,0.317,0.11,-0.251,0.908,-25.28,-39.51,-47.92,0.254,0.222,0.28,0.899,17275
-32.96,-3.52,-33.15,-0.283,0.231,0.005,0.931,-58.71,-36.91,-59.67,0.318,0.111,-0.239,0.911,-25.3,-39.48,-47.88,0.255,0.223,0.279,0.899,17303
-32.9,-3.53,-33.12,-0.284,0.229,0.005,0.931,-58.35,-37.14,-59.0,0.322,0.109,-0.211,0.916,-25.32,-39.46,-47.84,0.255,0.225,0.279,0.898,17328
-32.84,-3.54,-33.09,-0.284,0.228,0.005,0.931,-57.98,-37.35,-58.4,0.326,0.105,-0.185,0.921,-25.33,-39.44,-47.8,0.255,0.226,0.279,0.898,17342
-32.82,-3.54,-33.06,-0.284,0.227,0.005,0.931,-57.77,-37.43,-58.11,0.328,0.101,-0.171,0.923,-25.35,-39.42,-47.77,0.255,0.227,0.279,0.897,17355
-32.79,-3.54,-33.03,-0.284,0.226,0.005,0.932,-57.56,-37.5,-57.84,0.331,0.099,-0.162,0.925,-25.37,-39.4,-47.75,0.256,0.229,0.279,0.897,17376
-32.76,-3.53,-33.0,-0.284,0.226,0.005,0.932,-57.35,-37.55,-57.59,0.333,0.097,-0.157,0.925,-25.4,-39.38,-47.72,0.256,0.23,0.279,0.896,17381
-32.76,-3.53,-32.99,-0.284,0.226,0.005,0.932,-57.31,-37.48,-57.62,0.335,0.096,-0.164,0.923,-25.42,-39.37,-47.72,0.257,0.231,0.279,0.896,17399
-32.73,-3.53,-32.95,-0.284,0.226,0.005,0.932,-57.02,-37.44,-57.38,0.342,0.089,-0.162,0.921,-25.44,-39.35,-47.71,0.258,0.232,0.279,0.895,17412
-32.7,-3.53,-32.92,-0.284,0.225,0.005,0.932,-56.76,-37.43,-57.14,0.347,0.083,-0.155,0.921,-25.46,-39.33,-47.71,0.258,0.233,0.279,0.895,17421
-32.68,-3.53,-32.88,-0.284,0.225,0.005,0.932,-56.53,-37.29,-56.91,0.356,0.073,-0.138,0.921,-25.47,-39.31,-47.71,0.259,0.234,0.279,0.895,17434
-32.65,-3.52,-32.84,-0.284,0.225,0.005,0.932,-56.52,-36.95,-56.67,0.37,0.064,-0.103,0.921,-25.48,-39.3,-47.74,0.26,0.234,0.28,0.894,17462
-32.59,-3.52,-32.77,-0.284,0.224,0.005,0.932,-56.27,-36.67,-56.14,0.387,0.053,-0.07,0.918,-25.51,-39.28,-47.75,0.26,0.235,0.281,0.893,17476
-32.56,-3.51,-32.74,-0.285,0.224,0.004,0.932,-56.15,-36.32,-55.82,0.406,0.044,-0.057,0.911,-25.54,-39.26,-47.76,0.261,0.236,0.282,0.893,17492
-32.53,-3.51,-32.7,-0.285,0.224,0.004,0.932,-55.9,-35.99,-55.52,0.426,0.026,-0.056,0.902,-25.56,-39.22,-47.77,0.262,0.236,0.282,0.892,17516
-32.46,-3.5,-32.64,-0.285,0.223,0.004,0.932,-55.48,-35.65,-54.98,0.452,0.0,-0.05,0.891,-25.61,-39.12,-47.76,0.263,0.237,0.28,0.892,17543
-32.36,-3.49,-32.56,-0.285,0.221,0.003,0.932,-55.04,-35.16,-54.13,0.487,-0.036,-0.029,0.872,-25.68,-38.99,-47.72,0.266,0.239,0.279,0.891,17570
-32.3,-3.48,-32.51,-0.285,0.221,0.003,0.933,-54.84,-34.82,-53.54,0.511,-0.058,-0.01,0.858,-25.73,-38.9,-47.7,0.268,0.24,0.278,0.891,17584
-32.27,-3.48,-32.5,-0.286,0.22,0.003,0.933,-54.85,-34.62,-53.22,0.524,-0.069,0.005,0.849,-25.76,-38.86,-47.67,0.268,0.241,0.277,0.891,17597
-32.23,-3.48,-32.48,-0.286,0.22,0.002,0.933,-54.91,-34.44,-52.88,0.539,-0.08,0.022,0.838,-25.79,-38.82,-47.64,0.269,0.241,0.277,0.891,17615
-32.2,-3.47,-32.48,-0.286,0.219,0.001,0.933,-55.3,-34.33,-52.53,0.558,-0.088,0.048,0.824,-25.8,-38.82,-47.6,0.269,0.242,0.276,0.891,17638
-32.15,-3.45,-32.48,-0.286,0.218,-0.0,0.933,-55.78,-34.37,-52.27,0.573,-0.098,0.08,0.809,-25.82,-38.83,-47.55,0.269,0.243,0.275,0.89,17664
-32.09,-3.43,-32.48,-0.285,0.216,-0.002,0.934,-56.31,-34.52,-52.28,0.58,-0.102,0.107,0.801,-25.82,-38.84,-47.52,0.269,0.243,0.276,0.89,17679
-32.07,-3.41,-32.51,-0.285,0.214,-0.003,0.934,-56.64,-34.71,-52.55,0.576,-0.099,0.116,0.803,-25.81,-38.87,-47.5,0.268,0.243,0.276,0.89,17700
-32.04,-3.36,-32.6,-0.283,0.211,-0.006,0.936,-56.92,-35.21,-53.38,0.56,-0.098,0.112,0.815,-25.8,-38.97,-47.44,0.267,0.245,0.277,0.89,17719
-32.05,-3.3,-32.77,-0.281,0.204,-0.011,0.938,-56.57,-35.9,-54.47,0.534,-0.108,0.072,0.835,-25.78,-39.11,-47.36,0.265,0.248,0.28,0.889,17747
-32.06,-3.28,-32.9,-0.28,0.199,-0.015,0.939,-56.05,-36.34,-54.98,0.52,-0.124,0.038,0.844,-25.7,-39.2,-47.33,0.262,0.248,0.281,0.889,17770
-32.05,-3.3,-33.08,-0.28,0.191,-0.019,0.941,-55.68,-36.83,-55.51,0.509,-0.14,0.011,0.849,-25.58,-39.31,-47.31,0.26,0.247,0.282,0.89,17793
-32.04,-3.33,-33.21,-0.281,0.184,-0.021,0.942,-55.71,-36.95,-55.76,0.507,-0.14,0.006,0.85,-25.46,-39.45,-47.36,0.256,0.245,0.282,0.892,17818
-32.0,-3.37,-33.39,-0.283,0.173,-0.024,0.943,-55.96,-37.08,-56.1,0.506,-0.138,0.011,0.851,-25.37,-39.73,-47.4,0.251,0.244,0.288,0.891,17843
-31.95,-3.43,-33.57,-0.286,0.159,-0.028,0.945,-56.29,-37.15,-56.37,0.508,-0.133,0.019,0.851,-25.34,-40.01,-47.43,0.247,0.245,0.299,0.889,17869
-31.9,-3.5,-33.75,-0.287,0.145,-0.03,0.946,-56.56,-37.28,-56.59,0.509,-0.128,0.022,0.851,-25.33,-40.18,-47.46,0.243,0.245,0.303,0.888,17897
-31.88,-3.59,-33.89,-0.289,0.132,-0.031,0.948,-56.67,-37.53,-56.81,0.507,-0.13,0.017,0.852,-25.35,-40.18,-47.46,0.241,0.244,0.302,0.889,17923
-31.92,-3.67,-34.01,-0.29,0.122,-0.032,0.949,-56.78,-37.81,-56.96,0.506,-0.131,0.009,0.853,-25.46,-40.08,-47.42,0.241,0.243,0.303,0.889,17951
-32.02,-3.73,-34.11,-0.29,0.115,-0.032,0.949,-56.99,-38.05,-57.06,0.504,-0.131,0.011,0.854,-25.58,-39.96,-47.4,0.242,0.243,0.304,0.889,17979
-32.18,-3.77,-34.2,-0.29,0.112,-0.031,0.95,-57.23,-38.25,-57.11,0.503,-0.129,0.015,0.854,-25.73,-39.77,-47.36,0.243,0.242,0.301,0.89,18006
-32.37,-3.82,-34.28,-0.289,0.112,-0.031,0.95,-57.43,-38.46,-57.11,0.502,-0.128,0.021,0.855,-25.85,-39.63,-47.35,0.244,0.241,0.299,0.89,18034
-32.61,-3.9,-34.33,-0.289,0.115,-0.031,0.95,-57.57,-38.74,-57.12,0.501,-0.127,0.024,0.856,-25.92,-39.57,-47.36,0.244,0.239,0.298,0.891,18063
-32.85,-4.01,-34.37,-0.29,0.119,-0.031,0.949,-57.64,-39.07,-57.16,0.498,-0.128,0.027,0.857,-25.95,-39.61,-47.37,0.244,0.236,0.299,0.892,18088
-33.14,-4.12,-34.39,-0.291,0.126,-0.033,0.948,-57.65,-39.49,-57.22,0.494,-0.131,0.03,0.859,-25.99,-39.74,-47.37,0.243,0.235,0.301,0.892,18115
-33.45,-4.22,-34.42,-0.292,0.134,-0.037,0.946,-57.57,-40.0,-57.33,0.489,-0.133,0.028,0.861,-26.02,-39.97,-47.36,0.242,0.234,0.305,0.891,18144
-33.76,-4.3,-34.45,-0.294,0.141,-0.041,0.944,-57.54,-40.5,-57.47,0.485,-0.133,0.026,0.864,-26.03,-40.17,-47.33,0.239,0.234,0.307,0.891,18172
-34.05,-4.36,-34.47,-0.296,0.145,-0.044,0.943,-57.53,-40.97,-57.59,0.48,-0.134,0.025,0.867,-26.02,-40.38,-47.28,0.235,0.233,0.308,0.892,18200
-34.32,-4.43,-34.5,-0.297,0.15,-0.045,0.942,-57.52,-41.35,-57.66,0.477,-0.134,0.024,0.868,-26.05,-40.54,-47.19,0.232,0.233,0.31,0.892,18229
-34.56,-4.5,-34.54,-0.297,0.153,-0.044,0.942,-57.56,-41.62,-57.71,0.476,-0.133,0.024,0.869,-26.09,-40.65,-47.07,0.229,0.234,0.31,0.892,18254
-34.77,-4.56,-34.56,-0.297,0.155,-0.043,0.941,-57.68,-41.7,-57.72,0.478,-0.129,0.028,0.868,-26.18,-40.75,-46.93,0.227,0.238,0.307,0.893,18282
-34.96,-4.61,-34.6,-0.297,0.155,-0.042,0.941,-57.8,-41.68,-57.69,0.481,-0.125,0.029,0.867,-26.29,-40.88,-46.81,0.226,0.242,0.307,0.892,18311
-35.12,-4.66,-34.62,-0.297,0.155,-0.042,0.941,-57.89,-41.68,-57.65,0.485,-0.123,0.032,0.865,-26.41,-41.06,-46.74,0.225,0.246,0.312,0.89,18339
-35.25,-4.7,-34.64,-0.297,0.154,-0.04,0.942,-57.98,-41.68,-57.6,0.486,-0.123,0.036,0.865,-26.51,-41.21,-46.72,0.223,0.249,0.316,0.888,18367
-35.38,-4.75,-34.66,-0.297,0.153,-0.039,0.942,-58.03,-41.74,-57.58,0.485,-0.124,0.037,0.865,-26.62,-41.27,-46.74,0.223,0.251,0.318,0.887,18396
-35.47,-4.81,-34.64,-0.298,0.152,-0.038,0.942,-58.08,-41.84,-57.55,0.484,-0.125,0.037,0.865,-26.72,-41.25,-46.74,0.223,0.253,0.318,0.886,18424
-35.54,-4.86,-34.61,-0.3,0.152,-0.035,0.941,-58.16,-41.88,-57.51,0.484,-0.122,0.036,0.866,-26.82,-41.16,-46.73,0.225,0.255,0.318,0.885,18452
-35.61,-4.87,-34.57,-0.3,0.153,-0.033,0.941,-58.17,-41.85,-57.39,0.485,-0.122,0.031,0.865,-26.89,-40.99,-46.74,0.228,0.255,0.317,0.885,18481
-35.64,-4.86,-34.51,-0.301,0.154,-0.032,0.94,-58.17,-41.68,-57.24,0.488,-0.12,0.026,0.864,-26.92,-40.82,-46.76,0.23,0.253,0.315,0.885,18508
-35.66,-4.83,-34.43,-0.301,0.157,-0.03,0.94,-58.13,-41.42,-57.07,0.49,-0.12,0.025,0.863,-26.94,-40.69,-46.79,0.232,0.252,0.315,0.885,18536
-35.67,-4.78,-34.36,-0.301,0.159,-0.03,0.94,-58.12,-41.05,-56.81,0.497,-0.12,0.024,0.859,-26.91,-40.58,-46.81,0.233,0.25,0.314,0.886,18565
-35.63,-4.72,-34.27,-0.3,0.16,-0.029,0.94,-58.18,-40.59,-56.6,0.5,-0.12,0.034,0.857,-26.88,-40.49,-46.81,0.234,0.249,0.312,0.886,18592
-35.56,-4.66,-34.21,-0.298,0.161,-0.029,0.94,-58.14,-40.17,-56.41,0.504,-0.121,0.04,0.854,-26.87,-40.45,-46.77,0.235,0.249,0.311,0.887,18620
-35.48,-4.61,-34.15,-0.297,0.161,-0.029,0.941,-58.04,-39.89,-56.34,0.505,-0.119,0.037,0.854,-26.85,-40.47,-46.72,0.235,0.25,0.311,0.886,18648
-35.37,-4.57,-34.08,-0.296,0.161,-0.029,0.941,-57.94,-39.73,-56.32,0.504,-0.12,0.036,0.855,-26.83,-40.53,-46.65,0.235,0.252,0.311,0.886,18672
-35.27,-4.55,-34.02,-0.296,0.161,-0.031,0.941,-57.81,-39.65,-56.31,0.502,-0.123,0.034,0.855,-26.8,-40.6,-46.6,0.234,0.254,0.312,0.885,18700
-35.16,-4.53,-33.97,-0.296,0.161,-0.032,0.941,-57.69,-39.64,-56.34,0.501,-0.122,0.026,0.856,-26.73,-40.65,-46.58,0.234,0.254,0.313,0.885,18729
-35.05,-4.52,-33.91,-0.296,0.162,-0.033,0.941,-57.7,-39.64,-56.49,0.497,-0.118,0.022,0.859,-26.67,-40.65,-46.56,0.234,0.253,0.313,0.885,18758
-34.97,-4.48,-33.87,-0.297,0.163,-0.033,0.94,-57.79,-39.58,-56.62,0.493,-0.11,0.02,0.863,-26.65,-40.63,-46.51,0.235,0.253,0.311,0.885,18786
-34.88,-4.46,-33.82,-0.297,0.164,-0.033,0.94,-57.79,-39.41,-56.41,0.5,-0.111,0.02,0.859,-26.62,-40.55,-46.46,0.236,0.253,0.309,0.886,18815
-34.79,-4.43,-33.78,-0.296,0.165,-0.033,0.94,-57.79,-39.24,-56.26,0.502,-0.114,0.023,0.857,-26.61,-40.47,-46.4,0.237,0.253,0.307,0.886,18842
-34.72,-4.4,-33.75,-0.296,0.166,-0.034,0.94,-57.86,-39.03,-56.18,0.501,-0.115,0.028,0.857,-26.61,-40.43,-46.35,0.237,0.254,0.305,0.887,18870
-34.67,-4.38,-33.73,-0.295,0.166,-0.034,0.94,-57.93,-38.87,-56.22,0.501,-0.109,0.026,0.858,-26.62,-40.44,-46.33,0.237,0.255,0.305,0.886,18899
-34.58,-4.34,-33.68,-0.295,0.166,-0.034,0.94,-58.02,-38.68,-56.24,0.5,-0.103,0.025,0.86,-26.61,-40.44,-46.28,0.238,0.256,0.305,0.886,18913
-34.59,-4.34,-33.68,-0.295,0.166,-0.034,0.94,-58.08,-38.64,-56.24,0.502,-0.099,0.025,0.859,-26.62,-40.46,-46.29,0.237,0.256,0.306,0.886,18928
-34.56,-4.33,-33.66,-0.295,0.166,-0.034,0.94,-58.16,-38.47,-56.12,0.507,-0.097,0.026,0.856,-26.61,-40.47,-46.27,0.238,0.257,0.307,0.885,18953
-34.48,-4.3,-33.62,-0.294,0.166,-0.034,0.94,-58.25,-38.22,-55.99,0.511,-0.097,0.029,0.854,-26.59,-40.45,-46.23,0.238,0.257,0.306,0.885,18969
-34.45,-4.29,-33.6,-0.294,0.167,-0.034,0.94,-58.29,-38.11,-55.95,0.512,-0.096,0.029,0.853,-26.58,-40.44,-46.2,0.238,0.258,0.306,0.885,18980
-34.41,-4.28,-33.57,-0.294,0.167,-0.034,0.94,-58.33,-38.01,-55.93,0.511,-0.097,0.03,0.853,-26.58,-40.42,-46.17,0.238,0.259,0.305,0.885,18994
-34.4,-4.27,-33.55,-0.294,0.168,-0.034,0.94,-58.34,-37.91,-55.94,0.511,-0.096,0.026,0.854,-26.57,-40.4,-46.14,0.238,0.26,0.305,0.885,19020
-34.35,-4.25,-33.52,-0.294,0.168,-0.034,0.94,-58.36,-37.7,-55.91,0.511,-0.096,0.023,0.854,-26.55,-40.38,-46.1,0.239,0.26,0.304,0.885,19035
-34.32,-4.25,-33.5,-0.294,0.169,-0.034,0.94,-58.33,-37.6,-55.89,0.511,-0.097,0.02,0.854,-26.52,-40.38,-46.09,0.239,0.261,0.305,0.884,19049
-34.25,-4.26,-33.45,-0.294,0.169,-0.034,0.94,-58.26,-37.37,-55.76,0.514,-0.099,0.014,0.852,-26.47,-40.37,-46.08,0.24,0.26,0.305,0.884,19078
-34.2,-4.25,-33.42,-0.295,0.17,-0.034,0.94,-58.32,-37.09,-55.67,0.515,-0.097,0.014,0.852,-26.42,-40.36,-46.08,0.24,0.26,0.305,0.884,19105
-34.16,-4.25,-33.39,-0.295,0.17,-0.034,0.94,-58.44,-36.84,-55.57,0.515,-0.093,0.02,0.852,-26.38,-40.36,-46.09,0.24,0.259,0.305,0.884,19133
-34.07,-4.24,-33.34,-0.295,0.171,-0.034,0.939,-58.5,-36.42,-55.3,0.52,-0.09,0.021,0.849,-26.31,-40.34,-46.1,0.24,0.258,0.305,0.885,19156
-34.02,-4.22,-33.31,-0.296,0.171,-0.034,0.939,-58.48,-36.13,-55.0,0.524,-0.09,0.02,0.847,-26.27,-40.31,-46.09,0.241,0.257,0.305,0.885,19181
-33.96,-4.21,-33.29,-0.295,0.172,-0.034,0.939,-58.38,-35.94,-54.66,0.524,-0.093,0.02,0.847,-26.27,-40.27,-46.05,0.241,0.258,0.303,0.885,19208
-33.87,-4.19,-33.26,-0.294,0.173,-0.034,0.939,-58.28,-35.87,-54.35,0.523,-0.095,0.018,0.847,-26.28,-40.23,-46.02,0.242,0.258,0.301,0.886,19234
-33.82,-4.18,-33.23,-0.294,0.173,-0.035,0.939,-58.21,-35.92,-54.06,0.522,-0.094,0.016,0.848,-26.28,-40.24,-46.0,0.242,0.259,0.299,0.886,19261
-33.75,-4.17,-33.19,-0.295,0.173,-0.036,0.939,-58.2,-36.16,-53.78,0.52,-0.093,0.019,0.849,-26.31,-40.29,-45.99,0.242,0.259,0.301,0.885,19290
-33.67,-4.16,-33.15,-0.295,0.173,-0.036,0.939,-58.18,-36.62,-53.63,0.514,-0.093,0.02,0.853,-26.35,-40.34,-45.98,0.242,0.26,0.302,0.885,19317
-33.63,-4.13,-33.12,-0.294,0.173,-0.037,0.939,-58.07,-37.23,-53.7,0.502,-0.092,0.01,0.86,-26.41,-40.32,-45.94,0.243,0.261,0.3,0.885,19345
-33.59,-4.12,-33.08,-0.294,0.173,-0.038,0.939,-57.91,-38.05,-53.9,0.489,-0.094,-0.005,0.867,-26.47,-40.27,-45.89,0.244,0.263,0.299,0.885,19374
-33.55,-4.1,-33.04,-0.294,0.174,-0.038,0.939,-57.85,-38.75,-54.02,0.479,-0.095,-0.012,0.873,-26.53,-40.22,-45.84,0.244,0.264,0.297,0.884,19399
