delta_time_ms,head_pos_x,head_pos_y,head_pos_z,head_rot_w,head_rot_x,head_rot_y,head_rot_z,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_w,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_w,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z
0.0,-8.84221,169.77800000000002,-16.211000000000002,-0.9869996904920556,0.11266056844630172,0.10684934369248002,0.04150210884315297,16.883200000000002,80.0691,-9.61722,-0.9044640594719491,0.3380935704511653,0.10639806023692346,-0.2373119371648323,-29.642000000000003,84.9739,-22.7135,-0.8979366762465169,0.10025214633688989,0.3893423780848594,-0.1790858599483257
11.11111111111111,-9.02218,169.747,-16.253500000000003,-0.9868909211473178,0.11589956029660353,0.10546982526168164,0.03859686048531684,16.7932,80.2018,-9.66672,-0.9034581111178326,0.34012392313942513,0.1015844660696965,-0.24033259166617243,-29.572100000000002,85.1546,-23.052500000000002,-0.8979305761445654,0.09359814934309031,0.39165675138859374,-0.17766557335615313
22.22222222222222,-9.22635,169.807,-16.237099999999998,-0.9868627590600839,0.11954437225864963,0.10287836087401091,0.03502971175275476,16.6522,80.3261,-9.641869999999999,-0.9015576178522743,0.3443831224150363,0.09385630341800319,-0.24450996093597127,-29.5199,85.4152,-23.458000000000002,-0.897844098371297,0.08673285887594784,0.39507083599858667,-0.17398971450754136
33.33333333333333,-9.3443,169.883,-16.2137,-0.9870407932485812,0.12047285232866585,0.10080211267685314,0.03279784131448233,16.5537,80.3648,-9.58502,-0.8996391885441295,0.34895877137230724,0.08724979272611517,-0.24751682768498784,-29.384300000000003,85.5486,-23.755599999999998,-0.8991221727324556,0.08552741848159852,0.3935083648919258,-0.17150960891106048
44.44444444444444,-9.38621,169.92100000000002,-16.2115,-0.9874663490817561,0.11878621738746264,0.09909538741803149,0.03130731835203897,16.5023,80.3502,-9.52009,-0.8980901405265193,0.3522841958166525,0.0828263220395224,-0.24993948316397888,-29.398600000000002,85.63889999999999,-23.9709,-0.8993470193708168,0.08253580301949086,0.3914634026530005,-0.17640630474019398
55.55555555555556,-9.42704,169.964,-16.206699999999998,-0.9878653004178423,0.1173244851290336,0.09733946528522337,0.0297008740201435,16.4623,80.3309,-9.45645,-0.8968214978920183,0.35520307770609527,0.07818323534252258,-0.2518518537120782,-29.431400000000004,85.7113,-24.2485,-0.8995913421154381,0.07997718727954455,0.3869857488485765,-0.18595993357146562
66.66666666666666,-9.46579,169.982,-16.1941,-0.9883691838206122,0.11546301478008324,0.0950246235477796,0.027658084013066044,16.4386,80.3064,-9.388530000000001,-0.8957760906130646,0.3581346167781367,0.07336401719740764,-0.2528685680977577,-29.467900000000004,85.7367,-24.525199999999998,-0.9013141519472359,0.08066006754439252,0.38020358574239926,-0.19123803594471228
77.77777777777777,-9.49975,170.00900000000001,-16.1684,-0.9887241851416018,0.11479789347946777,0.0926115219167783,0.025865718180838094,16.4246,80.2798,-9.31921,-0.8948394477882895,0.3610259611607019,0.06855154699801316,-0.25342317071278164,-29.468299999999996,85.7498,-24.7578,-0.9029937493590628,0.08175796027994663,0.3751581790005047,-0.1928062895196881
88.88888888888889,-9.53409,170.032,-16.1515,-0.9890528236878953,0.1142877828429417,0.09006990750011562,0.02449951858233583,16.4241,80.2438,-9.23884,-0.8938377570831476,0.3640825707950214,0.06356503835835724,-0.2538846816063478,-29.452099999999998,85.7629,-24.976799999999997,-0.9049758240795147,0.08402101539111256,0.37078491407498715,-0.190991555568968
100.0,-9.55805,170.064,-16.146,-0.9894160858186436,0.1133373386753655,0.08736695560312263,0.024030644060078994,16.4491,80.193,-9.15217,-0.8927238532049411,0.3671047228615746,0.05957691780376438,-0.2544186220319828,-29.3966,85.8133,-25.1794,-0.9074261955626491,0.08640614062779962,0.3665747001654139,-0.18637238976614134
111.11111111111111,-9.556389999999999,170.121,-16.1954,-0.9901448668166201,0.10919669210423351,0.0845643098615556,0.023197039635043555,16.6896,80.0403,-8.97702,-0.8909186703375863,0.37111553119077795,0.06237680020183438,-0.25425640630960383,-29.2225,85.9017,-25.422800000000002,-0.9101005831734106,0.08425957333784652,0.36154790734084563,-0.1841205135388158
122.22222222222221,-9.56395,170.272,-16.2364,-0.9916538415388949,0.10266763638320706,0.07583243023602586,0.01820597498448951,16.9698,79.8074,-8.59787,-0.8861144721387763,0.3831485653052865,0.05572301627443601,-0.25474156439026097,-28.956599999999998,86.0382,-26.1283,-0.914996056037161,0.08228500382174417,0.34859901124190656,-0.18571517154950223
133.33333333333331,-9.55139,170.297,-16.2464,-0.9919063872118954,0.10217224149298752,0.07343615733673173,0.017020072624962853,17.063200000000002,79.7427,-8.48715,-0.8847719255406727,0.3869573719647911,0.05364782518062849,-0.25409553894262144,-28.8758,86.00529999999999,-26.276300000000003,-0.9164310820739755,0.08281274084097745,0.3449496520005889,-0.18521840985118143
144.44444444444443,-9.52789,170.334,-16.249299999999998,-0.9921038004722195,0.10213784820498374,0.07102437242692505,0.015920036871686485,17.1557,79.6872,-8.375580000000001,-0.8834139091990723,0.3905813778569629,0.050464727764698195,-0.25392787077555073,-28.793999999999997,85.9559,-26.396399999999996,-0.9177677590077601,0.08439630340194569,0.3418503753605236,-0.183624413855647
155.55555555555554,-9.493219999999999,170.38500000000002,-16.2591,-0.992264135343007,0.102277709137539,0.06875590256906078,0.014959337802383732,17.2639,79.62780000000001,-8.25846,-0.8818185475202068,0.3943286860616837,0.047602816193425816,-0.254233964073791,-28.714299999999998,85.874,-26.4914,-0.9190575373276709,0.08726309248436069,0.3388131286377433,-0.18144988187917518
166.66666666666666,-9.4591,170.431,-16.2938,-0.9924690200460652,0.10170709073031718,0.06675863852129663,0.014289721017600617,17.3965,79.57220000000001,-8.14386,-0.8797095563988846,0.3986139757412006,0.04519185704679075,-0.25529530113367455,-28.6351,85.7756,-26.5656,-0.9201022143752173,0.09079546432076141,0.33634675355404775,-0.1789943019602907
177.77777777777777,-9.42262,170.442,-16.3326,-0.9928056401765055,0.09964487967723434,0.0649321437857625,0.013844691806382583,17.535500000000003,79.5217,-8.03994,-0.8775065970847437,0.40274803882120946,0.04307281692316352,-0.2567506995915037,-28.5414,85.6576,-26.6028,-0.9209798799403076,0.09499366547321876,0.33443051984488437,-0.1758649813390356
188.88888888888889,-9.37519,170.465,-16.3554,-0.9930871157299936,0.09802757510443837,0.06316632231377145,0.013363787471316595,17.6839,79.4854,-7.95753,-0.875406238030111,0.40663310219792087,0.04087721453762853,-0.25815207135816043,-28.438000000000002,85.5474,-26.621699999999997,-0.9217361184249785,0.09865629033397333,0.333083706738074,-0.17240855162670293
200.0,-9.31315,170.504,-16.3637,-0.9933037456641907,0.0970703620403556,0.06138109236203892,0.012544925798334775,17.860599999999998,79.4658,-7.90762,-0.8732915749426104,0.41035665448137126,0.03889805268519966,-0.25972328111744364,-28.3178,85.4051,-26.6013,-0.9222294027556754,0.1027784273028643,0.3328211446930422,-0.1678082513444225
211.11111111111111,-9.24057,170.521,-16.3753,-0.9935402690074219,0.09571516945820453,0.05992328852745648,0.011204449486805155,18.0088,79.4404,-7.856739999999999,-0.8714033159208926,0.41377438265688377,0.0364737845070901,-0.2609917322497368,-28.2126,85.2813,-26.5995,-0.922863179899924,0.10677098086329642,0.33182770494436986,-0.1637494520963126
222.22222222222223,-9.15499,170.50799999999998,-16.3901,-0.9937987779444677,0.09396616614605628,0.05862713881942446,0.009859369642229379,18.2283,79.4398,-7.89535,-0.8699019247584094,0.4157834991496268,0.034951670485775785,-0.26300780191233963,-28.0775,85.15559999999999,-26.5688,-0.9233423456037975,0.11094260791807795,0.33112176389927417,-0.15965283597683533
233.33333333333331,-9.07536,170.511,-16.3856,-0.9939775119294476,0.0930273913634207,0.05716313471486685,0.009326642709553062,18.4559,79.4438,-7.960780000000001,-0.8688269101676706,0.41702567430434345,0.03368113185145734,-0.26475454386414377,-27.948800000000002,85.0908,-26.5601,-0.9242113233459784,0.11318939907701228,0.32913259026026015,-0.15714110781152024
244.44444444444443,-8.98786,170.47,-16.380300000000002,-0.9941428228400756,0.09216953805377832,0.055704532513947976,0.009045944280252606,18.6811,79.4511,-8.04725,-0.8680997501900604,0.4176713612458643,0.03285679975201734,-0.2662215025594992,-27.8192,85.02459999999999,-26.5455,-0.9250776818277432,0.11442674129641116,0.3269180339431589,-0.1557639320999323
