delta_time_ms,head_pos_x,head_pos_y,head_pos_z,head_rot_w,head_rot_x,head_rot_y,head_rot_z,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_w,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_w,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z
0.0,-4.31766,173.634,-9.97616,-0.9981051718879208,-0.028262709767177,0.0506986804626332,0.0204188365620593,11.2134,111.047,-52.0826,-0.98542281915356,0.0177713712399959,-0.1027401741775284,-0.1344265690467157,-32.4533,142.096,-61.1621,-0.9494595214350178,-0.2009946128172471,0.1349327215984127,0.1998022607902059
11.111111111111313,-4.18908,173.647,-9.8754,-0.998035225108483,-0.0300055210211365,0.050859888724,0.0209434923041065,11.3402,111.686,-51.8479,-0.9835291616453676,0.0102292656853589,-0.1138798491028472,-0.1399897506427222,-31.1679,142.484,-61.69559999999999,-0.9429057920572728,-0.187351377493614,0.15374169386283,0.228454853798908
22.222222222221717,-4.08533,173.638,-9.74942,-0.998008689305472,-0.0290581756810407,0.0508801856498635,0.0233556246993989,11.5884,112.264,-51.6546,-0.9810481922960294,0.0056941803594754,-0.1217847525492647,-0.1506004473739743,-29.8138,142.967,-62.0161,-0.9349309107194042,-0.1745717650046327,0.1780680517137689,0.2524295149213241
33.33333333333303,-3.98372,173.61200000000002,-9.62,-0.9979377680033432,-0.0268504248919804,0.0516666201520146,0.0270152963650864,11.9535,112.938,-51.6014,-0.9775767915619048,0.0050365815105938,-0.1271886252084262,-0.1677536976159085,-28.5739,143.491,-62.25039999999999,-0.9274606726840464,-0.1637980540579216,0.2009666443977603,0.2694425837739807
44.44444444444434,-3.853920000000001,173.569,-9.49814,-0.997774775663707,-0.02321645642522,0.0541031432955292,0.031294457749553,12.4847,113.909,-51.678900000000006,-0.9730444071197802,0.0031451408437132,-0.132844300603772,-0.1884862903743485,-27.5194,144.06900000000002,-62.2885,-0.9210422472618218,-0.1571171899820834,0.2223336648594732,0.2785015419009062
55.55555555555566,-3.71015,173.591,-9.40029,-0.9976341222581264,-0.0184342319440544,0.0573218885588397,0.0331743619522437,13.0651,114.915,-51.756,-0.9704203019265744,-0.0065750024723741,-0.1361023384782063,-0.1992921483952342,-26.678,144.625,-62.301300000000005,-0.9169092976488614,-0.1544527924472143,0.2393516365429302,0.2795218575971303
66.66666666666606,-3.56904,173.647,-9.3035,-0.9975784719550268,-0.0150860124003533,0.0602453441405418,0.0313065972459128,14.178,116.472,-52.1107,-0.9709823291404088,-0.0309926955956625,-0.1278524288342025,-0.1997161129152496,-26.6548,145.293,-62.0908,-0.9208569758329702,-0.174884826715881,0.2395800338514986,0.2530595479803663
77.77777777777737,-3.43602,173.67999999999998,-9.2509,-0.9975529360601512,-0.0153685651322769,0.0625703020646787,0.0271459806063742,15.193599999999998,117.794,-52.379,-0.972623076391082,-0.0513363238231381,-0.1156342647157418,-0.194929859055823,-26.6209,145.812,-62.1501,-0.9254383958383536,-0.1909576886204289,0.2302619200028756,0.2325475969806335
88.88888888888869,-3.34934,173.694,-9.21643,-0.9974648791658028,-0.0178812829610896,0.064083613714937,0.0252460888782952,16.322300000000002,119.146,-52.627100000000006,-0.974800658179864,-0.0696806329872506,-0.0992335391151075,-0.1872458034597582,-26.896,146.21900000000002,-62.2367,-0.9305979693622992,-0.2086901075975313,0.212041381131576,0.2132470658590867
100.0,-3.29807,173.722,-9.16664,-0.99733553680763,-0.0203542655205448,0.0646380501111794,0.0270083945020852,17.3485,120.407,-52.866800000000005,-0.9761491700043378,-0.0808296462035917,-0.0827013544014567,-0.1837385429750902,-27.0453,146.544,-62.3909,-0.9323450454492932,-0.2216354510258519,0.1983196941245368,0.2056203832237277
